Subfuncao,Empenhada,Liquidada,Paga,Restos_Nao_Processados,Restos_Processados,Fonte_URL
06 - Segurança Pública,"53.880.409,49","53.608.724,00","52.349.772,14","0,00","0,00",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2015&id_ente=3548708
06.181 - Policiamento,"40.155.895,99","39.939.356,13","39.578.496,65","0,00","0,00",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2015&id_ente=3548708
06.182 - Defesa Civil,"1.020.244,53","973.748,90","962.436,47","0,00","0,00",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2015&id_ente=3548708
06.183 - Informação e Inteligência,"506.534,62","497.884,62","478.740,42","0,00","0,00",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2015&id_ente=3548708
06.999 - Demais Subfunções Segurança Pública,"12.197.734,35","12.197.734,35","11.330.098,60","0,00","0,00",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2015&id_ente=3548708
