Subfuncao,Empenhada,Liquidada,Paga,Restos_Nao_Processados,Restos_Processados,Fonte_URL
06 - Segurança Pública,"62.490.519,83","62.371.366,31","62.309.487,67","119.153,52","61.878,64",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2021&id_ente=3548708
06.122 - Administração Geral,"2.439.959,76","2.439.884,39","2.439.884,39","75,37","0,00",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2021&id_ente=3548708
06.181 - Policiamento,"57.142.741,63","57.085.014,56","57.061.356,32","57.727,07","23.658,24",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2021&id_ente=3548708
06.182 - Defesa Civil,"801.334,74","740.058,66","717.909,95","61.276,08","22.148,71",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2021&id_ente=3548708
06.183 - Informação e Inteligência,"467.644,40","467.569,40","467.569,40","75,00","0,00",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2021&id_ente=3548708
