Subfuncao,Empenhada,Liquidada,Paga,Restos_Nao_Processados,Restos_Processados,Fonte_URL
06 - Segurança Pública,"105.528.422,66","104.833.672,72","104.753.737,82","694.749,94","79.934,90",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2025&id_ente=3548708
06.122 - Administração Geral,"6.812.841,11","6.800.803,83","6.800.491,86","12.037,28","311,97",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2025&id_ente=3548708
06.181 - Policiamento,"90.391.160,18","89.938.151,10","89.906.393,37","453.009,08","31.757,73",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2025&id_ente=3548708
06.182 - Defesa Civil,"1.074.605,95","926.019,39","878.154,19","148.586,56","47.865,20",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2025&id_ente=3548708
06.183 - Informação e Inteligência,"1.661.523,91","1.587.127,75","1.587.127,75","74.396,16","0,00",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2025&id_ente=3548708
