Subfuncao,Empenhada,Liquidada,Paga,Restos_Nao_Processados,Restos_Processados,Fonte_URL
06 - Segurança Pública,"70.663.252,48","68.841.638,85","68.233.851,23","1.821.613,63","607.787,62",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2022&id_ente=3548708
06.122 - Administração Geral,"2.572.833,55","2.572.001,92","2.571.614,77","831,63","387,15",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2022&id_ente=3548708
06.181 - Policiamento,"63.047.909,71","61.398.254,34","60.827.664,36","1.649.655,37","570.589,98",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2022&id_ente=3548708
06.182 - Defesa Civil,"930.125,03","875.996,36","839.559,93","54.128,67","36.436,43",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2022&id_ente=3548708
06.183 - Informação e Inteligência,"560.548,67","487.658,20","487.658,20","72.890,47","0,00",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2022&id_ente=3548708
