ano,mes,vereador,aluguel_maquina,combustivel,material_escritorio,postagem,total,reembolso
2021,2,JOÃO DONIZETI SILVESTRE,249.78,588.14,108.62,,946.54,
2021,2,LUÍS SANTOS PEREIRA FILHO,130.10,150.87,108.41,,389.38,
2021,2,PÉRICLES REGIS MENDONÇA DE LIMA,123.04,,46.74,,169.78,
2021,2,RODRIGO PIVETA BERNO,217.05,143.20,251.96,612.21,,
2021,2,SALATIEL DOS SANTOS HERGESEL,139.54,143.79,46.62,329.95,,
2021,2,VITOR ALEXANDRE RODRIGUES,133.95,130.36,84.02,,348.33,
2021,2,ÍTALO GABRIEL MOREIRA*,474.22,423.66,136.55,1034.43,506.52,
2021,3,ANTÔNIO CARLOS SILVANO JUNIOR,220.06,,,,220.06,
2021,3,CRISTIANO ANUNCIAÇÃO DOS PASSOS,160.63,627.27,334.55,14.44,1136.89,
2021,3,CÍCERO JOÃO DA SILVA,175.50,1345.44,38.96,1559.90,,
2021,3,DYLAN ROBERTO VIANA DANTAS,179.26,,68.85,248.11,,
2021,3,FAUSTO SALVADOR PERES,148.00,,169.78,234.09,551.87,
2021,3,FERNANDA SCHLIC GARCIA,131.21,,13.20,22.04,166.45,
2021,3,FERNANDO ALVES LISBOA DINI,147.92,,114.01,,261.93,
2021,3,FRANCISCO FRANÇA DA SILVA,137.06,,55.57,,192.63,
2021,3,FÁBIO SIMOA MENDES DO CARMO LEITE,140.72,335.43,136.70,612.85,,
2021,3,GERVINO CLÁUDIO GONÇALVES,163.08,385.82,308.87,857.77,,
2021,3,HÉLIO MAURO SILVA BRASILEIRO,,,,,,
2021,3,IARA BERNARDI,136.81,155.15,38.61,37.58,368.15,
2021,3,JOSÉ VINICIUS CAMPOS AITH,137.45,,67.71,205.16,,
2021,3,JOÃO DONIZETI SILVESTRE,256.58,329.83,95.63,,682.04,
2021,3,LUÍS SANTOS PEREIRA FILHO,118.52,171.51,11.10,,301.13,
2021,3,PÉRICLES REGIS MENDONÇA DE LIMA,119.52,122.15,,,241.67,
2021,3,RODRIGO PIVETA BERNO,181.40,180.41,193.14,554.95,,
2021,3,SALATIEL DOS SANTOS HERGESEL,127.89,,62.24,190.13,,
2021,3,VITOR ALEXANDRE RODRIGUES,133.99,,70.91,,204.90,
2021,3,ÍTALO GABRIEL MOREIRA,271.91,308.78,19.10,599.79,1034.43,
2021,4,ANTÔNIO CARLOS SILVANO JUNIOR,158.00,,68.69,570.00,796.69,
2021,4,CRISTIANO ANUNCIAÇÃO DOS PASSOS,206.00,723.45,225.21,24.32,1178.98,
2021,4,CÍCERO JOÃO DA SILVA,170.67,825.26,89.88,1085.81,,
2021,4,DYLAN ROBERTO VIANA DANTAS,116.80,,20.49,,137.29,
2021,4,FAUSTO SALVADOR PERES,157.21,,184.73,242.44,584.38,
2021,4,FERNANDA SCHLIC GARCIA,115.98,,,,115.98,
2021,4,FERNANDO ALVES LISBOA DINI,147.38,,82.76,,230.14,
2021,4,FRANCISCO FRANÇA DA SILVA,131.17,,46.19,,177.36,
2021,4,FÁBIO SIMOA MENDES DO CARMO LEITE,132.16,517.17,290.36,,939.69,
2021,4,GERVINO CLÁUDIO GONÇALVES,158.66,172.47,115.61,,446.74,
2021,4,HÉLIO MAURO SILVA BRASILEIRO,,,,,,
2021,4,IARA BERNARDI,133.09,,38.62,,171.71,
2021,4,JOSÉ VINICIUS CAMPOS AITH,129.45,,,,129.45,
2021,4,JOÃO DONIZETI SILVESTRE,262.78,,169.59,,432.37,
2021,4,LUÍS SANTOS PEREIRA FILHO,117.14,,,,117.14,
2021,4,PÉRICLES REGIS MENDONÇA DE LIMA,117.37,,44.84,,162.21,
2021,4,RODRIGO PIVETA BERNO,202.65,,47.28,,249.93,
2021,4,SALATIEL DOS SANTOS HERGESEL,123.81,,38.97,,162.78,
2021,4,VITOR ALEXANDRE RODRIGUES,139.42,,47.28,,186.70,
2021,4,ÍTALO GABRIEL MOREIRA,134.35,317.38,64.94,,516.67,462.23
2021,5,ANTÔNIO CARLOS SILVANO JUNIOR,276.61,,141.80,569.24,987.65,
2021,5,CRISTIANO ANUNCIAÇÃO DOS PASSOS,185.46,565.42,169.00,53.52,973.40,
2021,5,CÍCERO JOÃO DA SILVA,147.76,1031.79,51.96,,1231.51,
2021,5,DYLAN ROBERTO VIANA DANTAS,120.68,159.19,1.48,,281.35,
2021,5,FAUSTO SALVADOR PERES,160.28,,55.31,200.96,416.55,
2021,5,FERNANDA SCHLIC GARCIA,115.98,201.28,75.23,17.04,409.53,
2021,5,FERNANDO ALVES LISBOA DINI,147.38,170.31,101.70,,419.39,
2021,5,FRANCISCO FRANÇA DA SILVA,140.75,,51.96,,192.71,
2021,5,FÁBIO SIMOA MENDES DO CARMO LEITE,147.76,499.18,136.67,,783.61,
2021,5,GERVINO CLÁUDIO GONÇALVES,158.66,540.04,,46.54,745.24,
2021,5,HÉLIO MAURO SILVA BRASILEIRO,,,,,,
2021,5,IARA BERNARDI,133.09,573.30,92.22,17.04,815.65,
2021,5,JOSÉ VINICIUS CAMPOS AITH,145.36,,,,145.36,
2021,5,JOÃO DONIZETI SILVESTRE,341.23,414.80,102.87,,858.90,
2021,5,LUÍS SANTOS PEREIRA FILHO,140.48,,41.12,,181.60,
2021,5,PÉRICLES REGIS MENDONÇA DE LIMA,133.42,,,,133.42,
2021,5,RODRIGO PIVETA BERNO,202.65,,170.04,14.75,387.44,
2021,5,SALATIEL DOS SANTOS HERGESEL,137.87,187.57,,,325.44,
2021,5,VITOR ALEXANDRE RODRIGUES,145.07,,21.33,,166.40,
2021,5,ÍTALO GABRIEL MOREIRA,153.59,566.08,111.65,211.89,1043.21,516.67
2021,6,ANTÔNIO CARLOS SILVANO JUNIOR,209.83,,110.74,,320.57,
2021,6,CRISTIANO ANUNCIAÇÃO DOS PASSOS,165.89,712.38,64.08,52.44,994.79,
2021,6,CÍCERO JOÃO DA SILVA,170.85,1294.44,36.74,,1502.03,
2021,6,DYLAN ROBERTO VIANA DANTAS,139.09,,,15.65,154.74,
2021,6,FAUSTO SALVADOR PERES,136.21,185.52,51.96,,373.69,
2021,6,FERNANDA SCHLIC GARCIA,185.18,,51.89,,237.07,
2021,6,FERNANDO ALVES LISBOA DINI,185.98,185.39,88.88,,460.25,
2021,6,FRANCISCO FRANÇA DA SILVA,124.04,,28.97,,153.01,
2021,6,FÁBIO SIMOA MENDES DO CARMO LEITE,159.94,499.18,119.88,,779.00,
2021,6,GERVINO CLÁUDIO GONÇALVES,143.22,398.89,,,542.11,
2021,6,HÉLIO MAURO SILVA BRASILEIRO,,,,,,
2021,6,IARA BERNARDI,126.46,760.42,15.19,,902.07,
2021,6,JOSÉ VINICIUS CAMPOS AITH,129.64,,,,129.64,
2021,6,JOÃO DONIZETI SILVESTRE,238.36,383.09,93.13,,714.58,
2021,6,LUÍS SANTOS PEREIRA FILHO,119.50,,42.86,,162.36,
2021,6,PÉRICLES REGIS MENDONÇA DE LIMA,127.00,,75.50,,202.50,
2021,6,RODRIGO PIVETA BERNO,148.63,,,,148.63,
2021,6,SALATIEL DOS SANTOS HERGESEL,119.46,,38.97,,158.43,
2021,6,VITOR ALEXANDRE RODRIGUES,121.50,187.14,75.36,,384.00,
2021,6,ÍTALO GABRIEL MOREIRA,127.88,200.33,41.08,,369.29,1043.21
2021,7,ANTÔNIO CARLOS SILVANO JUNIOR,211.89,,30.52,,242.41,
2021,7,CRISTIANO ANUNCIAÇÃO DOS PASSOS,183.54,412.47,223.15,68.19,887.35,
2021,7,CÍCERO JOÃO DA SILVA,173.17,1669.05,78.87,,1921.09,
2021,7,DYLAN ROBERTO VIANA DANTAS,130.52,,112.56,,243.08,
2021,7,FAUSTO SALVADOR PERES,166.48,,101.29,,267.77,
2021,7,FERNANDA SCHLIC GARCIA,118.34,139.29,,,257.63,
2021,7,FERNANDO ALVES LISBOA DINI,177.45,174.68,207.67,,559.80,
2021,7,FRANCISCO FRANÇA DA SILVA,136.24,,39.43,,175.67,
2021,7,FÁBIO SIMOA MENDES DO CARMO LEITE,145.77,732.27,151.07,,1029.11,
2021,7,GERVINO CLÁUDIO GONÇALVES,165.74,394.79,,,560.53,
2021,7,HÉLIO MAURO SILVA BRASILEIRO,,,,,,
2021,7,IARA BERNARDI,175.00,693.62,124.16,236.00,1228.78,
2021,7,JOSÉ VINICIUS CAMPOS AITH,211.54,,38.81,,250.35,
2021,7,JOÃO DONIZETI SILVESTRE,286.23,706.85,157.25,,1150.33,
2021,7,LUÍS SANTOS PEREIRA FILHO,123.94,,2.19,,126.13,
2021,7,PÉRICLES REGIS MENDONÇA DE LIMA,136.44,,,,136.44,
2021,7,RODRIGO PIVETA BERNO,168.41,200.82,81.01,15.65,465.89,
2021,7,SALATIEL DOS SANTOS HERGESEL,125.22,,,,125.22,
2021,7,VITOR ALEXANDRE RODRIGUES,129.68,142.16,25.28,,297.12,
2021,7,ÍTALO GABRIEL MOREIRA,158.22,523.66,77.94,14.80,774.62,369.29
2021,8,ANTÔNIO CARLOS SILVANO JUNIOR,322.25,,259.67,554.04,1135.96,
2021,8,CRISTIANO ANUNCIAÇÃO DOS PASSOS,185.52,543.13,60.94,48.10,837.69,
2021,8,CÍCERO JOÃO DA SILVA,172.18,1773.88,106.85,2052.91,,
2021,8,DYLAN ROBERTO VIANA DANTAS,131.77,199.66,,331.43,,
2021,8,FAUSTO SALVADOR PERES,170.57,416.72,387.92,256.88,1232.09,
2021,8,FERNANDA SCHLIC GARCIA,129.44,,50.22,2.95,182.61,
2021,8,FERNANDO ALVES LISBOA DINI,220.48,175.56,145.61,541.65,,
2021,8,FRANCISCO FRANÇA DA SILVA,136.00,176.71,51.96,364.67,,
2021,8,FÁBIO SIMOA MENDES DO CARMO LEITE,191.74,761.48,184.22,41.30,1178.74,
2021,8,GERVINO CLÁUDIO GONÇALVES,164.43,1171.97,,1336.40,,
2021,8,HÉLIO MAURO SILVA BRASILEIRO,,,,,,
2021,8,IARA BERNARDI,234.16,814.61,70.59,1119.36,,
2021,8,JOSÉ VINICIUS CAMPOS AITH,137.12,,17.17,154.29,,
2021,8,JOÃO DONIZETI SILVESTRE,319.25,762.70,136.50,1218.45,,
2021,8,LUÍS SANTOS PEREIRA FILHO,134.36,407.13,25.98,567.47,,
2021,8,PÉRICLES REGIS MENDONÇA DE LIMA,129.82,175.38,25.13,330.33,,
2021,8,RODRIGO PIVETA BERNO,209.28,195.48,97.86,502.62,,
2021,8,SALATIEL DOS SANTOS HERGESEL,130.50,141.08,59.44,331.02,,
2021,8,VITOR ALEXANDRE RODRIGUES,134.32,310.73,45.77,490.82,,
2021,8,ÍTALO GABRIEL MOREIRA,153.03,683.22,87.31,923.56,774.62,
2021,9,ANTÔNIO CARLOS SILVANO JUNIOR,323.79,,106.43,570.00,1000.22,
2021,9,CRISTIANO ANUNCIAÇÃO DOS PASSOS,188.81,479.80,185.10,118.56,972.27,
2021,9,CÍCERO JOÃO DA SILVA,206.38,1851.12,184.15,2241.65,,
2021,9,DYLAN ROBERTO VIANA DANTAS,157.26,107.43,151.81,416.50,,
2021,9,FAUSTO SALVADOR PERES,158.06,355.30,13.32,261.54,788.22,
2021,9,FERNANDA SCHLIC GARCIA,142.88,368.03,9.12,520.03,,
2021,9,FERNANDO ALVES LISBOA DINI,226.43,707.98,177.50,17.03,1128.94,
2021,9,FRANCISCO FRANÇA DA SILVA,136.05,200.57,39.43,376.05,,
2021,9,FÁBIO SIMOA MENDES DO CARMO LEITE,156.82,587.14,160.80,41.30,946.06,
2021,9,GERVINO CLÁUDIO GONÇALVES,156.00,421.53,,577.53,,
2021,9,HÉLIO MAURO SILVA BRASILEIRO,,,,,,
2021,9,IARA BERNARDI,274.22,600.37,159.87,34.06,1068.52,
2021,9,JOSÉ VINICIUS CAMPOS AITH,152.60,,,152.60,,
2021,9,JOÃO DONIZETI SILVESTRE,281.75,412.49,163.42,857.66,,
2021,9,LUÍS SANTOS PEREIRA FILHO,130.10,220.99,,351.09,,
2021,9,PÉRICLES REGIS MENDONÇA DE LIMA,122.34,,,122.34,,
2021,9,RODRIGO PIVETA BERNO,229.55,208.89,44.76,483.20,,
2021,9,SALATIEL DOS SANTOS HERGESEL,130.22,175.80,,306.02,,
2021,9,VITOR ALEXANDRE RODRIGUES,125.32,380.07,68.88,574.27,,
2021,9,ÍTALO GABRIEL MOREIRA,133.27,623.90,2.61,31.30,791.08,923.56
2021,10,ANTÔNIO CARLOS SILVANO JUNIOR,246.08,,177.06,563.92,987.06,
2021,10,CRISTIANO ANUNCIAÇÃO DOS PASSOS,177.83,480.38,269.05,143.10,1070.36,
2021,10,CÍCERO JOÃO DA SILVA,201.22,1893.41,113.52,2208.15,,
2021,10,DYLAN ROBERTO VIANA DANTAS,198.54,215.62,127.21,541.37,,
2021,10,FAUSTO SALVADOR PERES,178.65,424.76,134.31,259.92,997.64,
2021,10,FERNANDA SCHLIC GARCIA,127.10,208.33,40.97,15.65,392.05,
2021,10,FERNANDO ALVES LISBOA DINI,229.55,539.83,186.84,956.22,,
2021,10,FRANCISCO FRANÇA DA SILVA,148.63,192.45,82.47,423.55,,
2021,10,FÁBIO SIMOA MENDES DO CARMO LEITE,209.74,513.18,397.99,1120.91,,
2021,10,GERVINO CLÁUDIO GONÇALVES,157.75,662.56,41.35,861.66,,
2021,10,HÉLIO MAURO SILVA BRASILEIRO,,,,,,
2021,10,IARA BERNARDI,202.30,613.46,55.46,330.24,1201.46,
2021,10,JOSÉ VINICIUS CAMPOS AITH,155.58,,36.20,191.78,,
2021,10,JOÃO DONIZETI SILVESTRE,250.16,834.52,150.38,1235.06,,
2021,10,LUÍS SANTOS PEREIRA FILHO,128.78,451.10,94.66,674.54,,
2021,10,PÉRICLES REGIS MENDONÇA DE LIMA,123.47,,79.18,202.65,,
2021,10,RODRIGO PIVETA BERNO,213.69,456.57,413.64,1083.90,,
2021,10,SALATIEL DOS SANTOS HERGESEL,131.52,132.30,38.16,301.98,,
2021,10,VITOR ALEXANDRE RODRIGUES,130.08,515.88,36.01,681.97,,
2021,10,ÍTALO GABRIEL MOREIRA,135.96,314.90,124.32,27.05,602.23,923.56
2021,11,ANTÔNIO CARLOS SILVANO JUNIOR,296.54,,257.32,542.64,1096.50,
2021,11,CRISTIANO ANUNCIAÇÃO DOS PASSOS,172.35,680.84,265.87,91.53,1210.59,
2021,11,CÍCERO JOÃO DA SILVA,188.28,1543.34,302.53,2034.15,,
2021,11,DYLAN ROBERTO VIANA DANTAS,128.78,316.43,111.79,557.00,,
2021,11,FAUSTO SALVADOR PERES,154.56,467.89,116.60,301.72,1040.77,
2021,11,FERNANDA SCHLIC GARCIA,126.44,238.44,23.77,,388.65,
2021,11,FERNANDO ALVES LISBOA DINI,193.62,667.49,154.86,1015.97,,
2021,11,FRANCISCO FRANÇA DA SILVA,130.93,196.26,,327.19,,
2021,11,FÁBIO SIMOA MENDES DO CARMO LEITE,135.59,228.36,77.74,441.69,,
2021,11,GERVINO CLÁUDIO GONÇALVES,151.88,751.47,33.56,2.95,939.86,
2021,11,HÉLIO MAURO SILVA BRASILEIRO,,,,,,
2021,11,IARA BERNARDI,173.33,792.49,85.63,17.03,1068.48,
2021,11,JOSÉ VINICIUS CAMPOS AITH,134.02,,46.32,180.34,,
2021,11,JOÃO DONIZETI SILVESTRE,262.46,858.32,114.83,1235.61,,
2021,11,LUÍS SANTOS PEREIRA FILHO,130.58,706.86,25.44,862.88,,
2021,11,PÉRICLES REGIS MENDONÇA DE LIMA,123.24,246.89,,370.13,,
2021,11,RODRIGO PIVETA BERNO,238.99,494.40,208.31,31.30,973.00,
2021,11,SALATIEL DOS SANTOS HERGESEL,130.33,,41.13,171.46,,
2021,11,VITOR ALEXANDRE RODRIGUES,130.08,996.34,210.77,1337.19,,
2021,11,ÍTALO GABRIEL MOREIRA,139.20,762.48,89.05,38.80,1029.53,602.23
2021,12,ANTÔNIO CARLOS SILVANO JUNIOR,222.10,,110.81,383.19,716.10,
2021,12,CRISTIANO ANUNCIAÇÃO DOS PASSOS,348.47,494.94,166.46,570.27,1580.14,
2021,12,CÍCERO JOÃO DA SILVA,178.64,1099.16,222.26,,1500.06,
2021,12,DYLAN ROBERTO VIANA DANTAS,128.21,194.77,53.76,84.00,460.74,
2021,12,FAUSTO SALVADOR PERES,153.73,436.69,542.37,565.44,1698.23,
2021,12,FERNANDA SCHLIC GARCIA,122.90,193.26,,17.70,333.86,
2021,12,FERNANDO ALVES LISBOA DINI,148.17,384.09,170.97,,703.23,
2021,12,FRANCISCO FRANÇA DA SILVA,117.03,,76.34,,193.37,
2021,12,FÁBIO SIMOA MENDES DO CARMO LEITE,123.45,188.38,62.53,,374.36,
2021,12,GERVINO CLÁUDIO GONÇALVES,143.17,895.41,,,1038.58,
2021,12,HÉLIO MAURO SILVA BRASILEIRO,,,,,,
2021,12,IARA BERNARDI,168.60,241.57,130.56,34.06,574.79,
2021,12,JOSÉ VINICIUS CAMPOS AITH,116.31,,,,116.31,
2021,12,JOÃO DONIZETI SILVESTRE,184.45,849.47,129.52,,1163.44,
2021,12,LUÍS SANTOS PEREIRA FILHO,122.15,246.50,97.92,,466.57,
2021,12,PÉRICLES REGIS MENDONÇA DE LIMA,116.31,237.76,18.00,,372.07,
2021,12,RODRIGO PIVETA BERNO,159.52,679.01,205.72,,1044.25,
2021,12,SALATIEL DOS SANTOS HERGESEL,117.62,,,,117.62,
2021,12,VITOR ALEXANDRE RODRIGUES,126.47,791.22,8.67,,926.36,
2021,12,ÍTALO GABRIEL MOREIRA,165.62,653.93,168.80,47.70,1036.05,1029.53
