ano,mes,vereador,aluguel_maquina,combustivel,material_escritorio,postagem,total,reembolso
2022,6,RODRIGO PIVETA BERNO,212.88,201.19,274.82,,688.89,
2022,6,SALATIEL DOS SANTOS HERGESEL,122.04,,,,122.04,
2022,6,VITOR ALEXANDRE RODRIGUES,126.16,345.67,189.97,,661.80,
2022,6,ÍTALO GABRIEL MOREIRA,131.31,201.19,134.33,267.40,734.23,738.96
2022,7,ANTÔNIO CARLOS SILVANO JUNIOR,197.80,,11.96,,209.76,
2022,7,CRISTIANO ANUNCIAÇÃO DOS PASSOS,254.16,163.31,99.25,334.60,851.32,
2022,7,CÍCERO JOÃO DA SILVA,571.16,747.92,211.12,,1530.20,
2022,7,DYLAN ROBERTO VIANA DANTAS,142.93,191.36,,,334.29,
2022,7,FAUSTO SALVADOR PERES,174.54,375.56,,,550.10,
2022,7,FERNANDA SCHLIC GARCIA,124.57,153.19,55.85,559.00,892.61,
2022,7,FERNANDO ALVES LISBOA DINI,214.82,175.90,88.32,,479.04,
2022,7,FRANCISCO FRANÇA DA SILVA,149.23,,,,149.23,
2022,7,FÁBIO SIMOA MENDES DO CARMO LEITE,154.39,949.47,98.35,,1202.21,
2022,7,GERVINO CLÁUDIO GONÇALVES,159.44,376.15,,,535.59,
2022,7,HÉLIO MAURO SILVA BRASILEIRO,,,,,,
2022,7,IARA BERNARDI,190.52,211.80,123.45,,525.77,
2022,7,JOSÉ VINICIUS CAMPOS AITH,130.73,,43.40,,174.13,
2022,7,JOÃO DONIZETI SILVESTRE,319.60,816.82,208.95,,1345.37,
2022,7,LUÍS SANTOS PEREIRA FILHO,132.39,401.33,,,533.72,
2022,7,PÉRICLES REGIS MENDONÇA DE LIMA,134.68,,,,134.68,
2022,7,RODRIGO PIVETA BERNO,212.60,536.03,20.93,,769.56,
2022,7,SALATIEL DOS SANTOS HERGESEL,125.76,180.97,57.68,17.25,,
2022,7,VITOR ALEXANDRE RODRIGUES,134.98,371.88,96.20,,,
2022,7,ÍTALO GABRIEL MOREIRA,153.77,347.21,107.15,69.20,677.33,734.23
2022,8,ANTÔNIO CARLOS SILVANO JUNIOR,298.51,184.56,81.31,,564.38,
2022,8,CRISTIANO ANUNCIAÇÃO DOS PASSOS,329.12,441.64,375.08,268.25,1414.09,
2022,8,CÍCERO JOÃO DA SILVA,283.06,1970.85,1217.21,,3471.12,
2022,8,DYLAN ROBERTO VIANA DANTAS,163.38,,117.27,,280.65,
2022,8,FAUSTO SALVADOR PERES,204.48,465.24,240.15,,909.87,
2022,8,FERNANDA SCHLIC GARCIA,145.29,,,4.70,149.99,
2022,8,FERNANDO ALVES LISBOA DINI,166.75,,210.67,,377.42,
2022,8,FRANCISCO FRANÇA DA SILVA,153.72,128.28,38.01,,320.01,
2022,8,FÁBIO SIMOA MENDES DO CARMO LEITE,249.02,644.84,198.07,,1091.93,
2022,8,GERVINO CLÁUDIO GONÇALVES,195.24,174.81,,2.35,372.40,
2022,8,HÉLIO MAURO SILVA BRASILEIRO,,,,,,
2022,8,IARA BERNARDI,177.90,485.21,153.44,,816.55,
2022,8,JOSÉ VINICIUS CAMPOS AITH,159.63,,,,159.63,
2022,8,JOÃO DONIZETI SILVESTRE,238.26,839.79,96.67,,1174.72,
2022,8,LUÍS SANTOS PEREIRA FILHO,153.18,548.03,92.75,,793.96,
2022,8,PÉRICLES REGIS MENDONÇA DE LIMA,150.18,,61.68,,211.86,
2022,8,RODRIGO PIVETA BERNO,303.90,489.08,260.28,,1053.26,
2022,8,SALATIEL DOS SANTOS HERGESEL,149.03,,4.65,,153.68,
2022,8,VITOR ALEXANDRE RODRIGUES,154.16,500.85,120.93,,775.94,
2022,8,ÍTALO GABRIEL MOREIRA,182.87,302.56,153.81,139.70,778.94,677.33
2022,9,ANTÔNIO CARLOS SILVANO JUNIOR,231.76,148.69,47.86,428.31,,
2022,9,CRISTIANO ANUNCIAÇÃO DOS PASSOS,168.03,78.84,27.87,142.37,417.11,
2022,9,CÍCERO JOÃO DA SILVA,306.05,1617.22,630.66,2553.93,,
2022,9,FAUSTO SALVADOR PERES,238.85,253.07,220.12,712.04,,
2022,9,FERNANDA SCHLIC GARCIA,146.03,54.55,35.14,235.72,,
2022,9,FERNANDO ALVES LISBOA DINI,172.77,,122.61,295.38,,
2022,9,FRANCISCO FRANÇA DA SILVA,169.72,130.25,105.40,405.37,,
2022,9,FÁBIO SIMOA MENDES DO CARMO LEITE,251.59,299.50,96.53,647.62,,
2022,9,GERVINO CLÁUDIO GONÇALVES,497.79,159.97,,2.35,660.11,
2022,9,HÉLIO MAURO SILVA BRASILEIRO,,,,,,
2022,9,IARA BERNARDI,207.64,,157.73,365.37,,
2022,9,JOSÉ VINICIUS CAMPOS AITH,232.30,,135.62,367.92,,
2022,9,JOÃO DONIZETI SILVESTRE,283.89,546.65,155.74,986.28,,
2022,9,LUÍS SANTOS PEREIRA FILHO,157.48,526.03,83.87,767.38,,
2022,9,PÉRICLES REGIS MENDONÇA DE LIMA,149.23,68.81,,218.04,,
2022,9,RODRIGO PIVETA BERNO,242.73,457.20,259.47,959.40,,
2022,9,SALATIEL DOS SANTOS HERGESEL,143.59,,,143.59,,
2022,9,VITOR ALEXANDRE RODRIGUES,156.19,,108.18,264.37,,
2022,9,ÍTALO GABRIEL MOREIRA,412.62,112.72,57.68,14.50,597.52,778.94
2022,10,ANTÔNIO CARLOS SILVANO JUNIOR,238.71,115.49,30.71,,384.91,
2022,10,CRISTIANO ANUNCIAÇÃO DOS PASSOS,306.62,117.49,154.51,130.38,709.00,
2022,10,CÍCERO JOÃO DA SILVA,689.24,579.97,284.07,,1553.28,
2022,10,DYLAN ROBERTO VIANA DANTAS,172.48,,130.08,,302.56,
2022,10,FAUSTO SALVADOR PERES,210.53,153.96,76.91,,441.40,
2022,10,FERNANDA SCHLIC GARCIA,150.34,,63.94,,214.28,
2022,10,FERNANDO ALVES LISBOA DINI,259.17,308.98,116.88,,685.03,
2022,10,FRANCISCO FRANÇA DA SILVA,180.06,,91.47,,271.53,
2022,10,FÁBIO SIMOA MENDES DO CARMO LEITE,186.25,304.86,123.89,,615.00,
2022,10,GERVINO CLÁUDIO GONÇALVES,192.43,308.11,4.25,,504.79,
2022,10,HÉLIO MAURO SILVA BRASILEIRO,,,,,,
2022,10,IARA BERNARDI,229.86,,73.90,,303.76,
2022,10,JOSÉ VINICIUS CAMPOS AITH,157.80,,,,157.80,
2022,10,JOÃO DONIZETI SILVESTRE,385.59,574.52,318.18,,1278.29,
2022,10,LUÍS SANTOS PEREIRA FILHO,159.79,483.02,97.71,,740.52,
2022,10,PÉRICLES REGIS MENDONÇA DE LIMA,162.45,,42.20,,204.65,
2022,10,RODRIGO PIVETA BERNO,256.55,160.51,395.80,,812.86,
2022,10,SALATIEL DOS SANTOS HERGESEL,151.74,,76.91,,228.65,
2022,10,VITOR ALEXANDRE RODRIGUES,162.82,595.89,82.13,,840.84,
2022,10,ÍTALO GABRIEL MOREIRA,185.43,154.87,125.57,24.85,490.72,597.52
2022,11,ANTÔNIO CARLOS SILVANO JUNIOR,274.52,154.34,117.91,,546.77,
2022,11,CRISTIANO ANUNCIAÇÃO DOS PASSOS,304.34,179.78,166.80,120.91,771.83,
2022,11,CÍCERO JOÃO DA SILVA,382.62,685.38,394.96,,1462.96,
2022,11,DYLAN ROBERTO VIANA DANTAS,173.85,149.22,116.28,,439.35,
2022,11,FAUSTO SALVADOR PERES,178.77,338.84,284.43,567.87,1369.91,
2022,11,FERNANDA SCHLIC GARCIA,158.52,94.03,31.37,,283.92,
2022,11,FERNANDO ALVES LISBOA DINI,220.03,402.62,295.25,,917.90,
2022,11,FRANCISCO FRANÇA DA SILVA,170.72,138.67,23.37,,332.76,
2022,11,FÁBIO SIMOA MENDES DO CARMO LEITE,171.02,513.49,,,684.51,
2022,11,GERVINO CLÁUDIO GONÇALVES,335.99,529.47,,574.53,1439.99,
2022,11,HÉLIO MAURO SILVA BRASILEIRO,,,,,,
2022,11,IARA BERNARDI,242.86,529.22,58.14,,830.22,
2022,11,JOSÉ VINICIUS CAMPOS AITH,167.53,,,,167.53,
2022,11,JOÃO DONIZETI SILVESTRE,201.90,698.40,133.77,,1034.07,
2022,11,LUÍS SANTOS PEREIRA FILHO,166.48,356.93,107.86,,631.27,
2022,11,PÉRICLES REGIS MENDONÇA DE LIMA,144.81,143.10,,,287.91,
2022,11,RODRIGO PIVETA BERNO,176.38,539.95,13.83,0.81,730.97,
2022,11,SALATIEL DOS SANTOS HERGESEL,142.89,,,,142.89,
2022,11,VITOR ALEXANDRE RODRIGUES,154.91,331.98,105.19,,592.08,
2022,11,ÍTALO GABRIEL MOREIRA,183.68,328.78,101.55,21.36,635.37,490.72
2022,12,ANTÔNIO CARLOS SILVANO JUNIOR,189.77,151.17,211.24,,552.18,
2022,12,CRISTIANO ANUNCIAÇÃO DOS PASSOS,313.12,,48.75,148.72,510.59,
2022,12,CÍCERO JOÃO DA SILVA,290.37,684.67,499.18,,1474.22,
2022,12,DYLAN ROBERTO VIANA DANTAS,159.30,166.00,1.22,,326.52,
2022,12,FAUSTO SALVADOR PERES,199.53,627.62,212.66,,1039.81,
2022,12,FERNANDA SCHLIC GARCIA,148.49,,15.74,,164.23,
2022,12,FERNANDO ALVES LISBOA DINI,181.03,125.24,190.57,,496.84,
2022,12,FRANCISCO FRANÇA DA SILVA,143.53,,120.24,,263.77,
2022,12,FÁBIO SIMOA MENDES DO CARMO LEITE,167.05,337.39,,570.10,1074.54,
2022,12,GERVINO CLÁUDIO GONÇALVES,189.89,342.69,37.55,548.16,1118.29,
2022,12,HÉLIO MAURO SILVA BRASILEIRO,,,,,,
2022,12,IARA BERNARDI,188.69,483.87,125.40,,797.96,
2022,12,JOSÉ VINICIUS CAMPOS AITH,165.92,,107.47,,273.39,
2022,12,JOÃO DONIZETI SILVESTRE,231.09,469.86,130.76,,831.71,
2022,12,LUÍS SANTOS PEREIRA FILHO,140.95,354.89,28.50,,524.34,
2022,12,PÉRICLES REGIS MENDONÇA DE LIMA,155.64,,21.72,,177.36,
2022,12,RODRIGO PIVETA BERNO,162.53,166.99,4.83,,334.35,
2022,12,SALATIEL DOS SANTOS HERGESEL,141.76,,,,141.76,
2022,12,VITOR ALEXANDRE RODRIGUES,162.83,,78.66,241.49,,
2022,12,ÍTALO GABRIEL MOREIRA,174.41,390.35,125.40,2.35,692.51,635.37
