ano,mes,vereador,aluguel_maquina,combustivel,material_escritorio,postagem,total,reembolso
2025,2,FERNANDO ALVES LISBOA DINI,,408.97,356.77,,765.74,
2025,2,GERVINO CLÁUDIO GONÇALVES,1025.08,350.56,69.57,2.55,1447.76,
2025,2,HENRI JOSÉ ARIDA,270.96,252.27,50.89,,574.12,
2025,2,IARA BERNARDI,467.15,438.78,121.57,,1027.50,
2025,2,IZIDIO DE BRITO CORREIA,,279.53,121.06,,400.59,
2025,2,JOÃO DONIZETI SILVESTRE,676.07,635.98,179.69,,1491.74,
2025,2,JUSSARA APARECIDA FERNANDES,328.47,347.16,220.42,,896.05,
2025,2,LUIS SANTOS PEREIRA FILHO,340.80,315.60,171.07,,827.47,
2025,2,PÉRICLES REGIS MENDONÇA DE LIMA*,,485.94,,,485.94,
2025,2,RAFAEL DOMINGOS MILITÃO,163.25,272.99,263.98,,700.22,
2025,2,RAUL MARCELO DE SOUZA,,595.49,110.85,,706.34,
2025,2,ROBERTO MACHADO DE FREITAS,758.58,270.23,105.13,,1133.94,
2025,2,RODOLFO ANTÔNIO LIMA DE OLIVEIRA,170.28,329.33,,,499.61,
2025,2,ROGÉRIO PEREIRA MARQUES,321.29,343.79,6.25,,671.33,
2025,2,TATIANE COSTA DOS SANTOS,579.68,332.44,98.55,,1010.67,
2025,2,ÍTALO GABRIEL MOREIRA,99.22,541.89,145.61,,786.72,738.05
2025,3,ALEXANDRE LUIZ CORRÊA,590.86,408.29,363.82,,1362.97,
2025,3,ANTONIO CICERO DA SILVA,122.93,366.35,174.77,,664.05,
2025,3,ANTÔNIO CARLOS SILVANO JÚNIOR,175.95,556.82,66.00,,798.77,
2025,3,CAIO DE OLIVEIRA EGÊA SILVEIRA,794.58,450.02,447.66,,1692.26,
2025,3,CRISTIANO ANUNCIAÇÃO DOS PASSOS,513.86,497.64,358.99,324.23,1694.72,
2025,3,CÍCERO JOÃO DA SILVA,118.34,927.61,710.45,557.52,2313.92,
2025,3,DYLAN ROBERTO VIANA DANTAS,387.58,277.90,,,665.48,
2025,3,FABIO SIMOA MENDES DO CARMO LEITE,843.31,380.50,73.52,,1297.33,
2025,3,FAUSTO SALVADOR PERES,333.83,365.39,91.11,,790.33,
2025,3,FERNANDA SCHLIC GARCIA,137.85,411.28,114.14,19.80,683.07,
2025,3,FERNANDO ALVES LISBOA DINI,117.18,348.57,291.50,,757.25,
2025,3,GERVINO CLÁUDIO GONÇALVES,886.28,302.20,,,1188.48,
2025,3,HENRI JOSÉ ARIDA,157.32,254.67,39.52,,451.51,
2025,3,IARA BERNARDI,546.41,468.84,74.60,,1089.85,
2025,3,IZIDIO DE BRITO CORREIA,271.55,267.26,58.49,,597.30,
2025,3,JOÃO DONIZETI SILVESTRE,723.63,530.67,280.83,,1535.13,
2025,3,JUSSARA APARECIDA FERNANDES,134.90,1144.00,382.29,552.92,2214.11,
2025,3,LUIS SANTOS PEREIRA FILHO,435.01,351.16,89.56,,875.73,
2025,3,RAFAEL DOMINGOS MILITÃO,537.19,261.40,187.01,,985.60,
2025,3,RAUL MARCELO DE SOUZA,,456.05,6.27,,462.32,
2025,3,ROBERTO MACHADO DE FREITAS,525.11,305.78,580.43,,1411.32,
2025,3,RODOLFO ANTÔNIO LIMA DE OLIVEIRA,197.94,515.24,200.73,,913.91,
2025,3,ROGÉRIO PEREIRA MARQUES,185.17,509.87,45.27,,740.31,
2025,3,TATIANE COSTA DOS SANTOS,645.17,401.82,60.40,,1107.39,
2025,3,ÍTALO GABRIEL MOREIRA,,308.27,139.63,173.05,620.95,786.72
2025,4,ALEXANDRE LUIZ CORRÊA,1105.17,527.26,582.34,,2214.77,
2025,4,ANTONIO CICERO DA SILVA,114.01,590.44,684.97,,1389.42,
2025,4,ANTÔNIO CARLOS SILVANO JÚNIOR,170.57,436.97,23.63,,631.17,
2025,4,CAIO DE OLIVEIRA EGÊA SILVEIRA,517.48,333.07,26.21,,876.76,
2025,4,CRISTIANO ANUNCIAÇÃO DOS PASSOS,381.43,526.95,330.94,326.27,1565.59,
2025,4,CÍCERO JOÃO DA SILVA,,818.60,489.29,581.77,1889.66,
2025,4,DYLAN ROBERTO VIANA DANTAS,342.66,295.17,,,637.83,
2025,4,FABIO SIMOA MENDES DO CARMO LEITE,645.68,395.56,119.88,,1161.12,
2025,4,FAUSTO SALVADOR PERES,,346.93,4.68,,351.61,
2025,4,FERNANDA SCHLIC GARCIA,431.89,258.08,26.21,5.15,721.33,
2025,4,FERNANDO ALVES LISBOA DINI,,374.71,101.37,,476.08,
2025,4,GERVINO CLÁUDIO GONÇALVES,654.95,394.97,,,1049.92,
2025,4,HENRI JOSÉ ARIDA,171.30,255.52,326.02,,752.84,
2025,4,IARA BERNARDI,333.59,406.73,116.18,,856.50,
2025,4,IZIDIO DE BRITO CORREIA,310.99,319.07,49.28,,679.34,
2025,4,JOÃO DONIZETI SILVESTRE,628.14,503.47,372.01,,1503.62,
2025,4,JUSSARA APARECIDA FERNANDES,421.78,325.11,251.63,321.08,1319.60,
2025,4,LUIS SANTOS PEREIRA FILHO,334.80,316.33,98.67,,749.80,
2025,4,RAFAEL DOMINGOS MILITÃO,364.26,258.74,13.70,,636.70,
2025,4,RAUL MARCELO DE SOUZA,,310.72,,,310.72,
2025,4,ROBERTO MACHADO DE FREITAS,1263.05,333.14,39.00,,1635.19,
2025,4,RODOLFO ANTÔNIO LIMA DE OLIVEIRA,237.47,586.19,175.37,,999.03,
2025,4,ROGÉRIO PEREIRA MARQUES,467.92,870.68,574.66,,1913.26,
2025,4,TATIANE COSTA DOS SANTOS,973.71,539.83,368.59,,1882.13,
2025,4,ÍTALO GABRIEL MOREIRA,,623.48,369.70,421.30,1414.48,620.95
2025,5,ALEXANDRE LUIZ CORRÊA,863.93,887.56,205.66,,1957.15,
2025,5,ANTONIO CICERO DA SILVA,467.36,343.25,153.15,,963.76,
2025,5,ANTÔNIO CARLOS SILVANO JÚNIOR,397.54,177.34,349.43,676.87,1601.18,
2025,5,CAIO DE OLIVEIRA EGÊA SILVEIRA,455.09,231.10,133.91,,820.10,
2025,5,CRISTIANO ANUNCIAÇÃO DOS PASSOS,603.55,305.02,195.72,752.63,1856.92,
2025,5,CÍCERO JOÃO DA SILVA,888.51,336.28,341.38,368.92,1935.09,
2025,5,DYLAN ROBERTO VIANA DANTAS,292.67,100.08,53.36,,446.11,
2025,5,FABIO SIMOA MENDES DO CARMO LEITE,542.96,698.15,171.12,,1412.23,
2025,5,FAUSTO SALVADOR PERES,336.00,181.31,89.43,,606.74,
2025,5,FERNANDA SCHLIC GARCIA,287.88,160.34,321.56,,769.78,
2025,5,FERNANDO ALVES LISBOA DINI,367.68,,315.35,,683.03,
2025,5,GERVINO CLÁUDIO GONÇALVES,416.84,696.05,6.53,,1119.42,
2025,5,HENRI JOSÉ ARIDA,271.38,122.69,23.25,,417.32,
2025,5,IARA BERNARDI,395.71,959.59,51.30,,1406.60,
2025,5,IZIDIO DE BRITO CORREIA,330.05,,5.55,,335.60,
2025,5,JOÃO DONIZETI SILVESTRE,432.83,831.67,107.19,,1371.69,
2025,5,JUSSARA APARECIDA FERNANDES,425.25,89.08,37.50,,551.83,
2025,5,LUIS SANTOS PEREIRA FILHO,298.40,777.20,105.99,,1181.59,
2025,5,RAFAEL DOMINGOS MILITÃO,251.56,339.53,95.71,,686.80,
2025,5,RAUL MARCELO DE SOUZA,317.13,,85.84,,402.97,
2025,5,ROBERTO MACHADO DE FREITAS,305.34,1168.38,190.76,,1664.48,96.08
2025,5,RODOLFO ANTÔNIO LIMA DE OLIVEIRA,442.75,173.72,,,616.47,
2025,5,ROGÉRIO PEREIRA MARQUES,333.96,478.88,102.85,,915.69,
2025,5,TATIANE COSTA DOS SANTOS,414.84,522.57,68.93,,1006.34,
2025,5,ÍTALO GABRIEL MOREIRA,543.42,,76.09,347.43,966.94,1414.48
2025,6,ALEXANDRE LUIZ CORRÊA,180.29,577.20,417.63,,1175.12,
2025,6,ANTONIO CICERO DA SILVA,166.06,388.83,272.37,,827.26,
2025,6,ANTÔNIO CARLOS SILVANO JÚNIOR,,428.95,36.09,,465.04,
2025,6,CAIO DE OLIVEIRA EGÊA SILVEIRA,293.44,740.25,302.15,,1335.84,
2025,6,CRISTIANO ANUNCIAÇÃO DOS PASSOS,106.08,332.34,241.56,38.92,718.90,
2025,6,CÍCERO JOÃO DA SILVA,506.37,793.45,336.81,442.56,2079.19,
2025,6,DYLAN ROBERTO VIANA DANTAS,483.00,261.48,277.00,,1021.48,
2025,6,FABIO SIMOA MENDES DO CARMO LEITE,349.29,461.35,619.84,,1430.48,
2025,6,FAUSTO SALVADOR PERES,,349.69,,,349.69,
2025,6,FERNANDA SCHLIC GARCIA,,258.97,391.20,,650.17,
2025,6,FERNANDO ALVES LISBOA DINI,,334.90,82.10,,417.00,
2025,6,GERVINO CLÁUDIO GONÇALVES,487.48,315.47,34.62,,837.57,
2025,6,HENRI JOSÉ ARIDA,270.33,279.69,474.05,,1024.07,
2025,6,IARA BERNARDI,892.84,416.02,109.14,,1418.00,
2025,6,IZIDIO DE BRITO CORREIA,337.86,361.51,,,699.37,
2025,6,JOÃO DONIZETI SILVESTRE,652.61,465.59,84.38,,1202.58,
2025,6,JUSSARA APARECIDA FERNANDES,141.32,314.66,344.61,7.68,808.27,
2025,6,LUIS SANTOS PEREIRA FILHO,320.59,342.57,43.76,,706.92,
2025,6,RAFAEL DOMINGOS MILITÃO,498.42,263.41,61.57,,823.40,
2025,6,RAUL MARCELO DE SOUZA,,359.33,,,359.33,
2025,6,ROBERTO MACHADO DE FREITAS,446.82,655.46,94.45,,1196.73,
2025,6,RODOLFO ANTÔNIO LIMA DE OLIVEIRA,,426.65,163.39,,590.04,
2025,6,ROGÉRIO PEREIRA MARQUES,149.21,896.44,239.68,152.64,1437.97,
2025,6,TATIANE COSTA DOS SANTOS,344.05,422.66,143.23,,909.94,
2025,6,ÍTALO GABRIEL MOREIRA,,737.62,200.07,217.15,1154.84,966.94
2025,7,ALEXANDRE LUIZ CORRÊA,471.94,497.76,371.56,,1341.26,
2025,7,ANTONIO CICERO DA SILVA,,420.45,,,420.45,
2025,7,ANTÔNIO CARLOS SILVANO JÚNIOR,310.57,464.18,306.12,,1080.87,
2025,7,CAIO DE OLIVEIRA EGÊA SILVEIRA,576.64,836.27,316.78,,1729.69,
2025,7,CRISTIANO ANUNCIAÇÃO DOS PASSOS,141.78,567.28,202.16,331.20,1242.42,
2025,7,CÍCERO JOÃO DA SILVA,1104.66,840.51,176.55,480.42,2602.14,
2025,7,DYLAN ROBERTO VIANA DANTAS,229.18,297.96,368.22,,895.36,
2025,7,FABIO SIMOA MENDES DO CARMO LEITE,639.39,453.63,104.96,,1197.98,
2025,7,FAUSTO SALVADOR PERES,173.61,315.26,212.69,,701.56,
2025,7,FERNANDA SCHLIC GARCIA,308.67,262.99,108.46,,680.12,
2025,7,FERNANDO ALVES LISBOA DINI,88.57,356.60,93.76,24.18,563.11,
2025,7,GERVINO CLÁUDIO GONÇALVES,,360.48,46.49,,406.97,
2025,7,HENRI JOSÉ ARIDA,152.00,269.36,,,421.36,
2025,7,IARA BERNARDI,675.35,330.26,,,1005.61,
2025,7,IZIDIO DE BRITO CORREIA,145.24,356.27,41.05,,542.56,
2025,7,JOÃO DONIZETI SILVESTRE,715.64,406.76,321.57,,1443.97,
2025,7,JUSSARA APARECIDA FERNANDES,298.84,388.60,83.24,11.10,781.78,
2025,7,LUIS SANTOS PEREIRA FILHO,351.64,324.81,321.32,,997.77,
2025,7,RAFAEL DOMINGOS MILITÃO,273.66,271.45,177.74,,722.85,
2025,7,RAUL MARCELO DE SOUZA,103.54,282.67,215.54,,601.75,
2025,7,ROBERTO MACHADO DE FREITAS,312.55,283.24,,,595.79,
2025,7,RODOLFO ANTÔNIO LIMA DE OLIVEIRA,174.12,494.87,,,668.99,
2025,7,ROGÉRIO PEREIRA MARQUES,662.41,611.97,370.82,,1645.20,
2025,7,TATIANE COSTA DOS SANTOS,764.14,276.48,1.53,,1042.15,
2025,7,ÍTALO GABRIEL MOREIRA,156.22,588.65,141.29,327.95,1214.11,1154.84
2025,8,ALEXANDRE LUIZ CORRÊA,1013.88,506.35,82.43,,1602.66,
2025,8,ANTONIO CICERO DA SILVA,152.62,488.63,267.07,,908.32,
2025,8,ANTÔNIO CARLOS SILVANO JÚNIOR,163.34,339.89,152.19,,655.42,
2025,8,CAIO DE OLIVEIRA EGÊA SILVEIRA,485.74,340.01,147.13,,972.88,
2025,8,CRISTIANO ANUNCIAÇÃO DOS PASSOS,161.62,388.42,202.95,354.24,1107.23,
2025,8,CÍCERO JOÃO DA SILVA,1089.14,1563.48,727.43,265.24,3645.29,
2025,8,DYLAN ROBERTO VIANA DANTAS,133.16,266.27,45.06,,444.49,
2025,8,FABIO SIMOA MENDES DO CARMO LEITE,904.38,404.49,392.64,,1701.51,
2025,8,FAUSTO SALVADOR PERES,163.52,373.58,112.59,,649.69,
2025,8,FERNANDA SCHLIC GARCIA,149.25,327.95,,,477.20,
2025,8,FERNANDO ALVES LISBOA DINI,,345.81,,,345.81,
2025,8,GERVINO CLÁUDIO GONÇALVES,463.86,299.25,45.13,,808.24,
2025,8,HENRI JOSÉ ARIDA,252.85,264.72,54.31,,571.88,
2025,8,IARA BERNARDI,937.77,580.40,105.47,20.78,1644.42,
2025,8,IZIDIO DE BRITO CORREIA,151.98,343.28,27.67,,522.93,
2025,8,JOÃO DONIZETI SILVESTRE,657.47,533.91,302.87,,1494.25,
2025,8,JUSSARA APARECIDA FERNANDES,116.95,803.36,856.53,764.55,2541.39,
2025,8,LUIS SANTOS PEREIRA FILHO,498.85,358.78,96.10,,953.73,
2025,8,RAFAEL DOMINGOS MILITÃO,235.83,253.45,190.61,,679.89,
2025,8,RAUL MARCELO DE SOUZA,,338.59,,,338.59,
2025,8,ROBERTO MACHADO DE FREITAS,690.06,332.85,61.57,,1084.48,
2025,8,RODOLFO ANTÔNIO LIMA DE OLIVEIRA,137.09,327.32,15.97,,480.38,
2025,8,ROGÉRIO PEREIRA MARQUES,435.33,678.15,152.54,,1266.02,
2025,8,TATIANE COSTA DOS SANTOS,563.94,429.30,114.63,,1107.87,
2025,8,ÍTALO GABRIEL MOREIRA,,813.94,90.66,29.60,934.20,1214.11
2025,9,ALEXANDRE LUIZ CORRÊA,1159.33,555.40,141.23,,1855.96,
2025,9,ANTONIO CICERO DA SILVA,309.99,572.99,605.13,,1488.11,
2025,9,ANTÔNIO CARLOS SILVANO JÚNIOR,729.56,474.32,237.76,,1441.64,
2025,9,CAIO DE OLIVEIRA EGÊA SILVEIRA,480.53,486.01,317.45,,1283.99,
2025,9,CRISTIANO ANUNCIAÇÃO DOS PASSOS,463.79,576.24,281.48,403.72,1725.23,
2025,9,CÍCERO JOÃO DA SILVA,927.44,2404.24,406.07,202.56,3940.31,17.52
2025,9,DYLAN ROBERTO VIANA DANTAS,533.03,309.57,,,842.60,
2025,9,FABIO SIMOA MENDES DO CARMO LEITE,1073.22,492.63,9.16,,1575.01,
2025,9,FAUSTO SALVADOR PERES,303.88,439.57,156.00,,899.45,
2025,9,FERNANDA SCHLIC GARCIA,130.40,316.45,41.05,86.40,574.30,
2025,9,FERNANDO ALVES LISBOA DINI,142.11,340.50,463.84,,946.45,
2025,9,GERVINO CLÁUDIO GONÇALVES,854.09,462.54,183.25,,1499.88,
2025,9,HENRI JOSÉ ARIDA,286.40,273.97,,,560.37,
2025,9,IARA BERNARDI,1055.83,419.82,23.58,,1499.23,
2025,9,IZIDIO DE BRITO CORREIA,293.13,326.17,28.68,,647.98,
2025,9,JOÃO DONIZETI SILVESTRE,1181.62,497.66,128.17,,1807.45,
2025,9,JUSSARA APARECIDA FERNANDES,326.10,640.00,245.65,718.15,1929.90,
2025,9,LUIS SANTOS PEREIRA FILHO,638.80,385.69,72.84,,1097.33,
2025,9,RAFAEL DOMINGOS MILITÃO,443.43,274.75,257.63,,975.81,
2025,9,RAUL MARCELO DE SOUZA,,348.24,,,348.24,
2025,9,ROBERTO MACHADO DE FREITAS,1016.50,325.08,82.92,,1424.50,
2025,9,RODOLFO ANTÔNIO LIMA DE OLIVEIRA,408.13,326.28,300.90,40.08,1075.39,
2025,9,ROGÉRIO PEREIRA MARQUES,614.41,502.34,152.61,427.45,1696.81,
2025,9,TATIANE COSTA DOS SANTOS,138.63,477.40,238.26,,854.29,
2025,9,ÍTALO GABRIEL MOREIRA,,756.86,451.19,168.60,1376.65,934.20
2025,10,ALEXANDRE LUIZ CORRÊA,1219.40,462.60,96.02,,1778.02,45.23
2025,10,ANTONIO CICERO DA SILVA,251.36,444.08,42.41,,737.85,
2025,10,ANTÔNIO CARLOS SILVANO JÚNIOR,547.95,384.02,117.05,,1049.02,
2025,10,CAIO DE OLIVEIRA EGÊA SILVEIRA,829.52,399.90,168.38,,1397.80,
2025,10,CRISTIANO ANUNCIAÇÃO DOS PASSOS,244.72,429.63,,468.48,1142.83,
2025,10,CÍCERO JOÃO DA SILVA,924.93,436.15,369.69,170.20,1900.97,
2025,10,DYLAN ROBERTO VIANA DANTAS,268.22,271.03,156.00,408.85,1104.10,
2025,10,FABIO SIMOA MENDES DO CARMO LEITE,1384.56,423.13,156.67,,1964.36,
2025,10,FAUSTO SALVADOR PERES,,354.18,107.27,,461.45,
2025,10,FERNANDA SCHLIC GARCIA,122.13,523.86,51.73,21.45,719.17,
2025,10,FERNANDO ALVES LISBOA DINI,,347.76,65.99,18.95,432.70,
2025,10,GERVINO CLÁUDIO GONÇALVES,1051.75,320.11,5.40,,1377.26,
2025,10,HENRI JOSÉ ARIDA,403.81,269.59,,,673.40,
2025,10,IARA BERNARDI,913.11,431.67,47.95,,1392.73,
2025,10,IZIDIO DE BRITO CORREIA,659.20,335.73,182.91,,1177.84,
2025,10,JOÃO DONIZETI SILVESTRE,1058.89,464.92,116.67,,1640.48,69.86
2025,10,JUSSARA APARECIDA FERNANDES,440.06,434.22,114.71,368.78,1357.77,
2025,10,LUIS SANTOS PEREIRA FILHO,604.40,410.09,109.48,,1123.97,
2025,10,RAFAEL DOMINGOS MILITÃO,464.08,287.07,94.28,,845.43,
2025,10,RAUL MARCELO DE SOUZA,,371.34,,,371.34,
2025,10,ROBERTO MACHADO DE FREITAS,1421.41,379.04,,,1800.45,
2025,10,RODOLFO ANTÔNIO LIMA DE OLIVEIRA,444.63,420.39,47.58,,912.60,
2025,10,ROGÉRIO PEREIRA MARQUES,818.45,563.35,61.57,221.45,1664.82,
2025,10,TATIANE COSTA DOS SANTOS,273.95,417.52,45.15,10.30,746.92,
2025,10,ÍTALO GABRIEL MOREIRA,,462.97,10.00,167.85,640.82,1376.65
2025,11,ALEXANDRE LUIZ CORRÊA,400.59,1427.44,177.52,,2005.55,94.41
2025,11,ANTONIO CICERO DA SILVA,365.80,414.31,150.06,,930.17,
2025,11,ANTÔNIO CARLOS SILVANO JÚNIOR,366.69,437.02,36.40,,840.11,
2025,11,CAIO DE OLIVEIRA EGÊA SILVEIRA,436.05,351.91,111.89,,899.85,
2025,11,CRISTIANO ANUNCIAÇÃO DOS PASSOS,438.01,144.75,340.13,359.46,1282.35,
2025,11,CÍCERO JOÃO DA SILVA,389.26,856.25,223.43,283.48,1752.42,
2025,11,DYLAN ROBERTO VIANA DANTAS,297.26,,,,297.26,
2025,11,FABIO SIMOA MENDES DO CARMO LEITE,290.65,930.83,5.41,,1226.89,259.58
2025,11,FAUSTO SALVADOR PERES,342.63,163.76,312.01,760.02,1578.42,
2025,11,FERNANDA SCHLIC GARCIA,262.41,128.43,,,390.84,
2025,11,FERNANDO ALVES LISBOA DINI,320.84,177.49,42.69,,541.02,
2025,11,GERVINO CLÁUDIO GONÇALVES,377.89,771.21,26.27,,1175.37,
2025,11,HENRI JOSÉ ARIDA,269.08,298.74,41.05,,608.87,
2025,11,IARA BERNARDI,343.63,812.98,140.18,,1296.79,
2025,11,IZIDIO DE BRITO CORREIA,320.51,329.93,6.59,,657.03,
2025,11,JOÃO DONIZETI SILVESTRE,461.57,774.28,121.03,,1356.88,
2025,11,JUSSARA APARECIDA FERNANDES,339.15,723.45,,52.40,1115.00,
2025,11,LUIS SANTOS PEREIRA FILHO,335.23,667.57,41.25,,1044.05,
2025,11,RAFAEL DOMINGOS MILITÃO,271.53,723.45,31.22,,1026.20,
2025,11,RAUL MARCELO DE SOUZA,457.01,,19.00,,476.01,
2025,11,ROBERTO MACHADO DE FREITAS,445.72,920.28,124.17,,1490.17,296.42
2025,11,RODOLFO ANTÔNIO LIMA DE OLIVEIRA,275.07,152.48,,,427.55,
2025,11,ROGÉRIO PEREIRA MARQUES,311.02,769.08,107.61,272.95,1460.66,
2025,11,TATIANE COSTA DOS SANTOS,428.07,959.57,28.64,,1416.28,
2025,11,ÍTALO GABRIEL MOREIRA,450.33,,109.16,128.75,688.24,640.82
2025,12,ALEXANDRE LUIZ CORRÊA,378.25,972.80,139.06,,1490.11,282.36
2025,12,ANTONIO CICERO DA SILVA,420.83,265.81,2.29,,688.93,
2025,12,ANTÔNIO CARLOS SILVANO JÚNIOR,290.90,315.64,177.55,,784.09,
2025,12,CAIO DE OLIVEIRA EGÊA SILVEIRA,329.78,712.89,190.65,,1233.32,
2025,12,CRISTIANO ANUNCIAÇÃO DOS PASSOS,434.38,515.03,200.55,343.75,1493.71,
2025,12,CÍCERO JOÃO DA SILVA,358.21,892.20,346.47,152.10,1748.98,
2025,12,DYLAN ROBERTO VIANA DANTAS,253.74,165.77,,17.45,436.96,
2025,12,FABIO SIMOA MENDES DO CARMO LEITE,268.12,939.76,82.38,,1290.26,
2025,12,FAUSTO SALVADOR PERES,332.85,615.38,426.30,721.24,2095.77,
2025,12,FERNANDA SCHLIC GARCIA,252.23,145.19,45.55,161.54,604.51,
2025,12,FERNANDO ALVES LISBOA DINI,322.17,304.12,247.64,,873.93,
2025,12,GERVINO CLÁUDIO GONÇALVES,315.31,1235.14,12.23,,1562.68,
2025,12,HENRI JOSÉ ARIDA,250.06,,,,250.06,
2025,12,IARA BERNARDI,437.91,666.05,70.93,,1174.89,
2025,12,IZIDIO DE BRITO CORREIA,289.70,495.46,59.08,,844.24,
2025,12,JOÃO DONIZETI SILVESTRE,355.88,558.34,276.41,17.45,1208.08,
2025,12,JUSSARA APARECIDA FERNANDES,359.51,677.79,80.59,222.60,1340.49,
2025,12,LUIS SANTOS PEREIRA FILHO,333.09,705.75,89.55,20.78,1149.17,
2025,12,RAFAEL DOMINGOS MILITÃO,272.95,185.68,79.94,,538.57,
2025,12,RAUL MARCELO DE SOUZA,289.43,,,,289.43,
2025,12,ROBERTO MACHADO DE FREITAS,293.56,366.93,,,660.49,
2025,12,RODOLFO ANTÔNIO LIMA DE OLIVEIRA,275.99,174.94,,,450.93,
2025,12,ROGÉRIO PEREIRA MARQUES,287.36,499.00,,286.95,1073.31,
2025,12,TATIANE COSTA DOS SANTOS,285.48,583.76,40.29,,909.53,
2025,12,ÍTALO GABRIEL MOREIRA,409.69,,,337.00,746.69,688.24
