Subfuncao,Empenhada,Liquidada,Paga,Restos_Nao_Processados,Restos_Processados,Fonte_URL
06 - Segurança Pública,"30.278.286,38","29.188.701,72","29.108.273,73","1.089.584,66","80.427,99",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2017&id_ente=3549904
06.181 - Policiamento,"30.186.692,48","29.144.681,89","29.071.324,33","1.042.010,59","73.357,56",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2017&id_ente=3549904
06.182 - Defesa Civil,"91.593,90","44.019,83","36.949,40","47.574,07","7.070,43",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2017&id_ente=3549904
