Subfuncao,Empenhada,Liquidada,Paga,Restos_Nao_Processados,Restos_Processados,Fonte_URL
06 - Segurança Pública,"40.819.980,46","40.557.107,90","40.206.436,32","262.872,56","350.671,58",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2020&id_ente=3549904
06.181 - Policiamento,"40.819.980,46","40.557.107,90","40.206.436,32","262.872,56","350.671,58",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2020&id_ente=3549904
