Subfuncao,Empenhada,Liquidada,Paga,Restos_Nao_Processados,Restos_Processados,Fonte_URL
06 - Segurança Pública,"46.844.355,22","46.148.435,47","44.928.608,69","695.919,75","1.219.826,78",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2022&id_ente=3549904
06.181 - Policiamento,"46.844.355,22","46.148.435,47","44.928.608,69","695.919,75","1.219.826,78",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2022&id_ente=3549904
