Subfuncao,Empenhada,Liquidada,Paga,Restos_Nao_Processados,Restos_Processados,Fonte_URL
06 - Segurança Pública,"60.047.810,31","59.974.078,14","59.943.320,98","73.732,17","30.757,16",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2024&id_ente=3549904
06.181 - Policiamento,"60.047.810,31","59.974.078,14","59.943.320,98","73.732,17","30.757,16",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2024&id_ente=3549904
