Subfuncao,Empenhada,Liquidada,Paga,Restos_Nao_Processados,Restos_Processados,Fonte_URL
06 - Segurança Pública,"55.080.661,67","53.859.528,35","53.647.638,22","1.221.133,32","211.890,13",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2023&id_ente=3552205
06.122 - Administração Geral,"50.198.236,31","50.069.341,78","50.045.611,80","128.894,53","23.729,98",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2023&id_ente=3552205
06.181 - Policiamento,"4.540.570,17","3.517.733,72","3.329.573,57","1.022.836,45","188.160,15",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2023&id_ente=3552205
06.182 - Defesa Civil,"12.655,88","3.255,88","3.255,88","9.400,00","0,00",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2023&id_ente=3552205
06.183 - Informação e Inteligência,"56.310,85","55.812,51","55.812,51","498,34","0,00",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2023&id_ente=3552205
