Subfuncao,Empenhada,Liquidada,Paga,Restos_Nao_Processados,Restos_Processados,Fonte_URL
06 - Segurança Pública,"61.219.539,36","60.359.689,39","60.323.591,10","859.849,97","36.098,29",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2024&id_ente=3552205
06.122 - Administração Geral,"53.554.161,18","53.552.922,79","53.516.824,50","1.238,39","36.098,29",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2024&id_ente=3552205
06.181 - Policiamento,"7.302.744,58","6.503.777,63","6.503.777,63","798.966,95","0,00",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2024&id_ente=3552205
06.182 - Defesa Civil,"47.187,35","47.187,35","47.187,35","0,00","0,00",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2024&id_ente=3552205
06.183 - Informação e Inteligência,"17.994,84","17.459,88","17.459,88","534,96","0,00",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2024&id_ente=3552205
