Subfuncao,Empenhada,Liquidada,Paga,Restos_Nao_Processados,Restos_Processados,Fonte_URL
06 - Segurança Pública,"41.506.486,69","41.042.751,25","41.036.283,51","463.735,44","6.467,74",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2020&id_ente=3552205
06.181 - Policiamento,"41.503.963,72","41.040.228,28","41.033.760,54","463.735,44","6.467,74",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2020&id_ente=3552205
06.182 - Defesa Civil,"2.522,97","2.522,97","2.522,97","0,00","0,00",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2020&id_ente=3552205
