Subfuncao,Empenhada,Liquidada,Paga,Restos_Nao_Processados,Restos_Processados,Fonte_URL
06 - Segurança Pública,"107.181.624,09","95.882.182,27","95.853.349,52","11.299.441,82","28.832,75",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2025&id_ente=3525904
06.122 - Administração Geral,"80.379.905,09","80.350.221,11","80.347.008,22","29.683,98","3.212,89",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2025&id_ente=3525904
06.181 - Policiamento,"26.737.501,94","15.470.908,20","15.445.288,34","11.266.593,74","25.619,86",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2025&id_ente=3525904
06.182 - Defesa Civil,"64.217,06","61.052,96","61.052,96","3.164,10","0,00",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2025&id_ente=3525904
