Subfuncao,Empenhada,Liquidada,Paga,Restos_Nao_Processados,Restos_Processados,Fonte_URL
06 - Segurança Pública,"50.418.760,63","48.996.775,55","48.610.189,95","1.421.985,08","386.585,60",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2017&id_ente=3525904
06.122 - Administração Geral,"44.461.281,93","43.586.616,35","43.542.331,84","874.665,58","44.284,51",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2017&id_ente=3525904
06.181 - Policiamento,"5.312.956,28","4.824.992,63","4.495.447,94","487.963,65","329.544,69",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2017&id_ente=3525904
06.182 - Defesa Civil,"644.522,42","585.166,57","572.410,17","59.355,85","12.756,40",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2017&id_ente=3525904
