Subfuncao,Empenhada,Liquidada,Paga,Restos_Nao_Processados,Restos_Processados,Fonte_URL
06 - Segurança Pública,"57.397.504,12","55.184.511,55","55.078.769,53","2.212.992,57","105.742,02",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2020&id_ente=3525904
06.122 - Administração Geral,"47.126.163,21","47.126.163,21","47.102.662,82","0,00","23.500,39",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2020&id_ente=3525904
06.181 - Policiamento,"9.602.689,83","7.574.150,73","7.506.265,71","2.028.539,10","67.885,02",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2020&id_ente=3525904
06.182 - Defesa Civil,"668.651,08","484.197,61","469.841,00","184.453,47","14.356,61",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2020&id_ente=3525904
