Subfuncao,Empenhada,Liquidada,Paga,Restos_Nao_Processados,Restos_Processados,Fonte_URL
06 - Segurança Pública,"56.820.967,44","55.838.702,77","55.379.630,02","982.264,67","459.072,75",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2018&id_ente=3525904
06.122 - Administração Geral,"44.797.864,70","44.797.864,70","44.775.780,22","0,00","22.084,48",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2018&id_ente=3525904
06.181 - Policiamento,"11.353.701,89","10.502.605,75","10.082.923,96","851.096,14","419.681,79",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2018&id_ente=3525904
06.182 - Defesa Civil,"669.400,85","538.232,32","520.925,84","131.168,53","17.306,48",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2018&id_ente=3525904
