ano,competencia,tipo_transferencia,modalidade_transferencia,orgao_superior_codigo,orgao_superior_nome,unidade_gestora_codigo,unidade_gestora_nome,funcao_id,funcao_descricao,acao_id,acao_descricao,valor_transferido,municipio_ibge,municipio_nome,fonte_api
2026,2026-04,Não se aplica,EM EXECUÇÃO,22000,Ministério da Agricultura e Pecuária,130141,"SUBSECRETARIA DE ORCAMENTO,PLANEJAMENTO E ADM",-1,Sem informação,992527,Aquisicao de Maquinas e Equipamentos,0,1200351,MARECHAL THAUMATURGO,https://api.portaldatransparencia.gov.br/api-de-dados/convenios
2026,2026-05,TRANSFERENCIA LEGAL,ADIMPLENTE,53000,Ministério da Integração e do Desenvolvimento Regional,530012,SECRETARIA NACIONAL PROTECAO E DEFESA CIVIL,06,Segurança pública,1ABCRA,EXECU  O DE A  ES DE RESPOSTA NO MUNICIPIO DE MARECHAL THAUMATURGO,606405.0,1200351,MARECHAL THAUMATURGO,https://api.portaldatransparencia.gov.br/api-de-dados/convenios
