Subfuncao,Empenhada,Liquidada,Paga,Restos_Nao_Processados,Restos_Processados,Fonte_URL
06 - Segurança Pública,"3.384.991,38","1.437.160,72","1.418.963,66","1.947.830,66","18.197,06",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2022&id_ente=3506003
06.182 - Defesa Civil,"3.384.991,38","1.437.160,72","1.418.963,66","1.947.830,66","18.197,06",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2022&id_ente=3506003
