Subfuncao,Empenhada,Liquidada,Paga,Restos_Nao_Processados,Restos_Processados,Fonte_URL
06 - Segurança Pública,"5.221.880,79","1.381.309,70","1.283.952,80","3.840.571,09","97.356,90",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2020&id_ente=3506003
06.182 - Defesa Civil,"5.221.880,79","1.381.309,70","1.283.952,80","3.840.571,09","97.356,90",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2020&id_ente=3506003
