Subfuncao,Empenhada,Liquidada,Paga,Restos_Nao_Processados,Restos_Processados,Fonte_URL
06 - Segurança Pública,"2.146.342,74","1.667.475,80","1.641.628,07","478.866,94","25.847,73",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2021&id_ente=3506003
06.182 - Defesa Civil,"2.146.342,74","1.667.475,80","1.641.628,07","478.866,94","25.847,73",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2021&id_ente=3506003
