Subfuncao,Empenhada,Liquidada,Paga,Restos_Nao_Processados,Restos_Processados,Fonte_URL
06 - Segurança Pública,"2.944.552,32","826.509,01","819.157,01","2.118.043,31","7.352,00",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2019&id_ente=3506003
06.182 - Defesa Civil,"2.944.552,32","826.509,01","819.157,01","2.118.043,31","7.352,00",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2019&id_ente=3506003
