ano,municipio_ibge,municipio_nome,localidade_do_gasto_raw,numero_emenda,autor,partido,uf_autor,tipo_emenda,funcao,subfuncao,valor_empenhado,valor_liquidado,valor_pago,fonte_api
2017,3300100,Angra dos Reis,ANGRA DOS REIS - RJ,S/I,Sem informação,,,Emenda de Relator,Saúde,Administração geral,"150.000,00","150.000,00","150.000,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2017,3300100,Angra dos Reis,ANGRA DOS REIS - RJ,201729230002,FERNANDO JORDAO,,,Emenda Individual - Transferências com Finalidade Definida,Saúde,Administração geral,"200.000,00","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2017,3300100,Angra dos Reis,ANGRA DOS REIS - RJ,201729230007,FERNANDO JORDAO,,,Emenda Individual - Transferências com Finalidade Definida,Desporto e lazer,Desporto comunitário,"262.610,44","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2017,3300100,Angra dos Reis,ANGRA DOS REIS - RJ,201729230008,FERNANDO JORDAO,,,Emenda Individual - Transferências com Finalidade Definida,Desporto e lazer,Desporto comunitário,"311.000,00","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2017,3300100,Angra dos Reis,ANGRA DOS REIS - RJ,201729230009,FERNANDO JORDAO,,,Emenda Individual - Transferências com Finalidade Definida,Desporto e lazer,Desporto comunitário,"351.913,68","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2017,3300100,Angra dos Reis,ANGRA DOS REIS - RJ,S/I,Sem informação,,,Emenda de Relator,Desporto e lazer,Desporto comunitário,"828.750,00","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2017,3300100,Angra dos Reis,ANGRA DOS REIS - RJ,201735730001,LUIZ SERGIO,,,Emenda Individual - Transferências com Finalidade Definida,Saúde,Administração geral,"1.000.000,00","1.000.000,00","1.000.000,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2017,3300100,Angra dos Reis,ANGRA DOS REIS - RJ,201727930019,WALNEY ROCHA,,,Emenda Individual - Transferências com Finalidade Definida,Comércio e serviços,Turismo,"1.000.000,00","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2017,3300100,Angra dos Reis,ANGRA DOS REIS - RJ,201714730001,DELEY,,,Emenda Individual - Transferências com Finalidade Definida,Desporto e lazer,Desporto comunitário,"1.000.000,00","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2017,3300100,Angra dos Reis,ANGRA DOS REIS - RJ,201729230004,FERNANDO JORDAO,,,Emenda Individual - Transferências com Finalidade Definida,Desporto e lazer,Desporto comunitário,"1.000.000,00","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2017,3300100,Angra dos Reis,ANGRA DOS REIS - RJ,201729230005,FERNANDO JORDAO,,,Emenda Individual - Transferências com Finalidade Definida,Desporto e lazer,Desporto comunitário,"1.060.000,00","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2017,3300100,Angra dos Reis,ANGRA DOS REIS - RJ,S/I,Sem informação,,,Emenda de Relator,Agricultura,Promoção da produção agropecuária,"1.244.756,49","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2017,3300100,Angra dos Reis,ANGRA DOS REIS - RJ,201729230001,FERNANDO JORDAO,,,Emenda Individual - Transferências com Finalidade Definida,Saúde,Administração geral,"1.409.769,00","1.409.769,00","1.409.769,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2017,3300100,Angra dos Reis,ANGRA DOS REIS - RJ,201729230011,FERNANDO JORDAO,,,Emenda Individual - Transferências com Finalidade Definida,Comércio e serviços,Turismo,"1.600.000,00","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2017,3300100,Angra dos Reis,ANGRA DOS REIS - RJ,S/I,Sem informação,,,Emenda de Relator,Urbanismo,infra-estrutura urbana,"1.976.600,00","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2017,3300100,Angra dos Reis,ANGRA DOS REIS - RJ,201729230003,FERNANDO JORDAO,,,Emenda Individual - Transferências com Finalidade Definida,Saúde,Administração geral,"4.700.000,00","4.700.000,00","4.700.000,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
