Funcao,Dotacao_Inicial,Dotacao_Atualizada,Empenhado,Liquidado,Exceto_Intra_Liquidado,Intra_Liquidado,Fonte_URL
Administração,17432161.76,22444673.60,20117454.53,19456396.35,19456396.35,0.00,https://apidatalake.tesouro.gov.br/ords/siconfi/tt/rreo?an_exercicio=2024&nr_periodo=6&co_tipo_demonstrativo=RREO&id_ente=3505906&no_anexo=RREO-Anexo%2002&co_poder=E
Agricultura,411085.00,281085.00,35461.86,35461.86,35461.86,0.00,https://apidatalake.tesouro.gov.br/ords/siconfi/tt/rreo?an_exercicio=2024&nr_periodo=6&co_tipo_demonstrativo=RREO&id_ente=3505906&no_anexo=RREO-Anexo%2002&co_poder=E
Assistência Social,15926612.82,17971112.17,15742844.78,15220324.35,15220324.35,0.00,https://apidatalake.tesouro.gov.br/ords/siconfi/tt/rreo?an_exercicio=2024&nr_periodo=6&co_tipo_demonstrativo=RREO&id_ente=3505906&no_anexo=RREO-Anexo%2002&co_poder=E
Comércio e Serviços,546249.82,764749.82,655559.07,655214.84,655214.84,0.00,https://apidatalake.tesouro.gov.br/ords/siconfi/tt/rreo?an_exercicio=2024&nr_periodo=6&co_tipo_demonstrativo=RREO&id_ente=3505906&no_anexo=RREO-Anexo%2002&co_poder=E
Cultura,4309480.13,5865592.57,4971380.87,4523862.57,4523862.57,0.00,https://apidatalake.tesouro.gov.br/ords/siconfi/tt/rreo?an_exercicio=2024&nr_periodo=6&co_tipo_demonstrativo=RREO&id_ente=3505906&no_anexo=RREO-Anexo%2002&co_poder=E
Desporto e Lazer,13942153.33,18097553.49,14215358.72,13294183.88,13294183.88,0.00,https://apidatalake.tesouro.gov.br/ords/siconfi/tt/rreo?an_exercicio=2024&nr_periodo=6&co_tipo_demonstrativo=RREO&id_ente=3505906&no_anexo=RREO-Anexo%2002&co_poder=E
Educação,75742507.60,86562310.33,83171706.92,81887243.62,81887243.62,0.00,https://apidatalake.tesouro.gov.br/ords/siconfi/tt/rreo?an_exercicio=2024&nr_periodo=6&co_tipo_demonstrativo=RREO&id_ente=3505906&no_anexo=RREO-Anexo%2002&co_poder=E
Encargos Especiais,4000000.00,5167000.00,5161037.76,5161037.76,5161037.76,0.00,https://apidatalake.tesouro.gov.br/ords/siconfi/tt/rreo?an_exercicio=2024&nr_periodo=6&co_tipo_demonstrativo=RREO&id_ente=3505906&no_anexo=RREO-Anexo%2002&co_poder=E
Essencial à Justiça,5700740.92,7546240.92,7343140.72,7310656.72,7310656.72,0.00,https://apidatalake.tesouro.gov.br/ords/siconfi/tt/rreo?an_exercicio=2024&nr_periodo=6&co_tipo_demonstrativo=RREO&id_ente=3505906&no_anexo=RREO-Anexo%2002&co_poder=E
Gestão Ambiental,2250045.45,2389545.45,1653274.44,1403723.89,1403723.89,0.00,https://apidatalake.tesouro.gov.br/ords/siconfi/tt/rreo?an_exercicio=2024&nr_periodo=6&co_tipo_demonstrativo=RREO&id_ente=3505906&no_anexo=RREO-Anexo%2002&co_poder=E
Habitação,50000.00,84329.49,84329.49,74094.43,74094.43,0.00,https://apidatalake.tesouro.gov.br/ords/siconfi/tt/rreo?an_exercicio=2024&nr_periodo=6&co_tipo_demonstrativo=RREO&id_ente=3505906&no_anexo=RREO-Anexo%2002&co_poder=E
Indústria,299999.89,299999.89,60422.94,60422.94,60422.94,0.00,https://apidatalake.tesouro.gov.br/ords/siconfi/tt/rreo?an_exercicio=2024&nr_periodo=6&co_tipo_demonstrativo=RREO&id_ente=3505906&no_anexo=RREO-Anexo%2002&co_poder=E
Judiciária,693101.16,781101.16,721702.78,721702.78,721702.78,0.00,https://apidatalake.tesouro.gov.br/ords/siconfi/tt/rreo?an_exercicio=2024&nr_periodo=6&co_tipo_demonstrativo=RREO&id_ente=3505906&no_anexo=RREO-Anexo%2002&co_poder=E
Legislativa,6708000.00,6708000.00,6537026.80,6119961.83,6119961.83,0.00,https://apidatalake.tesouro.gov.br/ords/siconfi/tt/rreo?an_exercicio=2024&nr_periodo=6&co_tipo_demonstrativo=RREO&id_ente=3505906&no_anexo=RREO-Anexo%2002&co_poder=E
Reserva de Contingência,1746220.70,1746220.70,0.00,0.00,0.00,0.00,https://apidatalake.tesouro.gov.br/ords/siconfi/tt/rreo?an_exercicio=2024&nr_periodo=6&co_tipo_demonstrativo=RREO&id_ente=3505906&no_anexo=RREO-Anexo%2002&co_poder=E
Saneamento,19862881.45,28255911.35,26837458.41,25155228.98,25155228.98,0.00,https://apidatalake.tesouro.gov.br/ords/siconfi/tt/rreo?an_exercicio=2024&nr_periodo=6&co_tipo_demonstrativo=RREO&id_ente=3505906&no_anexo=RREO-Anexo%2002&co_poder=E
Saúde,88667382.34,115425692.23,105659656.82,100523593.93,100523593.93,0.00,https://apidatalake.tesouro.gov.br/ords/siconfi/tt/rreo?an_exercicio=2024&nr_periodo=6&co_tipo_demonstrativo=RREO&id_ente=3505906&no_anexo=RREO-Anexo%2002&co_poder=E
Segurança Pública,5463622.22,7395272.22,6375403.21,6110710.33,6110710.33,0.00,https://apidatalake.tesouro.gov.br/ords/siconfi/tt/rreo?an_exercicio=2024&nr_periodo=6&co_tipo_demonstrativo=RREO&id_ente=3505906&no_anexo=RREO-Anexo%2002&co_poder=E
Trabalho,3044785.01,9908555.07,8179229.29,6542359.03,6542359.03,0.00,https://apidatalake.tesouro.gov.br/ords/siconfi/tt/rreo?an_exercicio=2024&nr_periodo=6&co_tipo_demonstrativo=RREO&id_ente=3505906&no_anexo=RREO-Anexo%2002&co_poder=E
Transporte,1600000.00,1540000.00,1328115.05,1183515.05,1183515.05,0.00,https://apidatalake.tesouro.gov.br/ords/siconfi/tt/rreo?an_exercicio=2024&nr_periodo=6&co_tipo_demonstrativo=RREO&id_ente=3505906&no_anexo=RREO-Anexo%2002&co_poder=E
Urbanismo,31722970.40,53360812.59,47438515.73,42934621.37,42934621.37,0.00,https://apidatalake.tesouro.gov.br/ords/siconfi/tt/rreo?an_exercicio=2024&nr_periodo=6&co_tipo_demonstrativo=RREO&id_ente=3505906&no_anexo=RREO-Anexo%2002&co_poder=E
TOTAL,300120000.00,392595758.05,356289080.19,338374316.51,338374316.51,0.00,https://apidatalake.tesouro.gov.br/ords/siconfi/tt/rreo?an_exercicio=2024&nr_periodo=6&co_tipo_demonstrativo=RREO&id_ente=3505906&no_anexo=RREO-Anexo%2002&co_poder=E
