ano,municipio_ibge,municipio_nome,localidade_do_gasto_raw,numero_emenda,autor,partido,uf_autor,tipo_emenda,funcao,subfuncao,valor_empenhado,valor_liquidado,valor_pago,fonte_api
2024,2504009,Campina Grande,CAMPINA GRANDE - PB,202444360008,MURILO GALDINO,,,Emenda Individual - Transferências com Finalidade Definida,Assistência social,Assistência comunitária,"10,00","10,00","10,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2024,2504009,Campina Grande,CAMPINA GRANDE - PB,202442700017,EFRAIM FILHO,,,Emenda Individual - Transferências com Finalidade Definida,Agricultura,Desenvolvimento tecnológico e engenharia,"200.000,00","11.985,00","11.985,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2024,2504009,Campina Grande,CAMPINA GRANDE - PB,202435300004,DAMIAO FELICIANO,,,Emenda Individual - Transferências com Finalidade Definida,Saúde,Assistência hospitalar e ambulatorial,"20,00","20,00","20,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2024,2504009,Campina Grande,CAMPINA GRANDE - PB,202427120005,HUGO MOTTA,,,Emenda Individual - Transferências com Finalidade Definida,Saúde,Assistência hospitalar e ambulatorial,"200.000,00","200.000,00","200.000,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2024,2504009,Campina Grande,CAMPINA GRANDE - PB,202427120009,HUGO MOTTA,,,Emenda Individual - Transferências com Finalidade Definida,Saúde,Assistência hospitalar e ambulatorial,"200.000,00","200.000,00","200.000,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2024,2504009,Campina Grande,CAMPINA GRANDE - PB,202427110004,AGUINALDO RIBEIRO,,,Emenda Individual - Transferências com Finalidade Definida,Saúde,Assistência hospitalar e ambulatorial,"200.000,00","200.000,00","200.000,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2024,2504009,Campina Grande,CAMPINA GRANDE - PB,202444360010,MURILO GALDINO,,,Emenda Individual - Transferências com Finalidade Definida,Assistência social,Assistência comunitária,"200.000,00","200.000,00","200.000,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2024,2504009,Campina Grande,CAMPINA GRANDE - PB,202427140012,ROMERO RODRIGUES,,,Emenda Individual - Transferências com Finalidade Definida,Comércio e serviços,Turismo,"30,00","30,00","30,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2024,2504009,Campina Grande,CAMPINA GRANDE - PB,202440880012,VENEZIANO VITAL DO REGO,,,Emenda Individual - Transferências com Finalidade Definida,Cultura,Difusão cultural,"40,00","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2024,2504009,Campina Grande,CAMPINA GRANDE - PB,202442700016,EFRAIM FILHO,,,Emenda Individual - Transferências com Finalidade Definida,Segurança pública,Policiamento,"499.136,07","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2024,2504009,Campina Grande,CAMPINA GRANDE - PB,202440880003,VENEZIANO VITAL DO REGO,,,Emenda Individual - Transferências com Finalidade Definida,Saúde,Assistência hospitalar e ambulatorial,"50,00","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2024,2504009,Campina Grande,CAMPINA GRANDE - PB,202444360007,MURILO GALDINO,,,Emenda Individual - Transferências com Finalidade Definida,Agricultura,Promoção da produção agropecuária,"100,00","955.000,00","955.000,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2024,2504009,Campina Grande,CAMPINA GRANDE - PB,202442700010,EFRAIM FILHO,,,Emenda Individual - Transferências com Finalidade Definida,Saúde,Assistência hospitalar e ambulatorial,"1.299.013,00","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2024,2504009,Campina Grande,CAMPINA GRANDE - PB,202441410005,DANIELLA RIBEIRO,,,Emenda Individual - Transferências com Finalidade Definida,Saúde,Assistência hospitalar e ambulatorial,"140,00","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2024,2504009,Campina Grande,CAMPINA GRANDE - PB,202471160014,BANCADA DA PARAIBA,,,Emenda de Bancada,Urbanismo,infra-estrutura urbana,"2.000.000,00","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2024,2504009,Campina Grande,CAMPINA GRANDE - PB,202443170012,CABO GILBERTO SILVA,,,Emenda Individual - Transferências com Finalidade Definida,Saúde,Assistência hospitalar e ambulatorial,"2.499.628,00","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
