ano,municipio,ibge6,percentual_asps,despesa_saude_total,receita_impostos,despesa_saude_por_hab,pct_transferencias_sus,limite_constitucional_pct,situacao,fase
2019,sao_paulo,355030,18.38,6804911474.79,37031429988.53,8828961679.70,22.31,15,cumprido,previsto
