ano,municipio,ibge6,percentual_asps,despesa_saude_total,receita_impostos,despesa_saude_por_hab,pct_transferencias_sus,limite_constitucional_pct,situacao,fase
2025,sao_paulo,355030,23.33,16137224491.97,69160716222.51,19925945777.09,16.25,15,cumprido,previsto
