ano,municipio,ibge6,percentual_asps,despesa_saude_total,receita_impostos,despesa_saude_por_hab,pct_transferencias_sus,limite_constitucional_pct,situacao,fase
2015,sao_paulo,355030,18.77,5286535314.29,28159611183.04,7239178552.96,24.79,15,cumprido,previsto
