ano,competencia,tipo_transferencia,modalidade_transferencia,orgao_superior_codigo,orgao_superior_nome,unidade_gestora_codigo,unidade_gestora_nome,funcao_id,funcao_descricao,acao_id,acao_descricao,valor_transferido,municipio_ibge,municipio_nome,fonte_api
2024,2024-12,Não se aplica,EM EXECUÇÃO,49000,Ministério do Desenvolvimento Agrário e Agricultura Familiar,490070,"SEC. DE ABASTECIMENTO, COOP. E SOB. ALIMENTAR",21,Organização agrária,956812,Aquisicao de Datadora Automatica de pacotes de cafetorrado em graos e em po; Aquisicao de Balanca digital comcapacidade minima de 300 kg; Aquisicao e instalacao de torrador com capacidade de 15 kg;Aquisicao de trailler adaptado para funcionar como cafeteria movel (Coffee Truck);Aquisicao de embalagens e sacarias.,350000.0,3203809,MUQUI,https://api.portaldatransparencia.gov.br/api-de-dados/convenios
