Subfuncao,Empenhada,Liquidada,Paga,Restos_Nao_Processados,Restos_Processados,Fonte_URL
06 - Segurança Pública,"64.322.461,42","63.633.814,22","60.347.335,49","688.647,20","3.286.478,73",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2019&id_ente=3509502
06.122 - Administração Geral,"64.322.461,42","63.633.814,22","60.347.335,49","688.647,20","3.286.478,73",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2019&id_ente=3509502
