Subfuncao,Empenhada,Liquidada,Paga,Restos_Nao_Processados,Restos_Processados,Fonte_URL
06 - Segurança Pública,"59.713.122,30","58.888.477,91","51.276.447,66","824.644,39","7.612.030,25",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2018&id_ente=3509502
06.122 - Administração Geral,"59.713.122,30","58.888.477,91","51.276.447,66","824.644,39","7.612.030,25",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2018&id_ente=3509502
