Subfuncao,Empenhada,Liquidada,Paga,Restos_Nao_Processados,Restos_Processados,Fonte_URL
06 - Segurança Pública,"60.086.658,24","58.738.073,31","50.152.262,23","1.348.584,93","8.585.811,08",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2017&id_ente=3509502
06.122 - Administração Geral,"60.086.658,24","58.738.073,31","50.152.262,23","1.348.584,93","8.585.811,08",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2017&id_ente=3509502
