ano,competencia,tipo_transferencia,modalidade_transferencia,orgao_superior_codigo,orgao_superior_nome,unidade_gestora_codigo,unidade_gestora_nome,funcao_id,funcao_descricao,acao_id,acao_descricao,valor_transferido,municipio_ibge,municipio_nome,fonte_api
2024,2024-12,Não se aplica,EM EXECUÇÃO,49000,Ministério do Desenvolvimento Agrário e Agricultura Familiar,373072,SUPERINT. REG. DO RIO GRANDE DO SUL - SR(RS),21,Organização agrária,973544,"Recuperacao de estradas vicinais em assentamentos no municipio de Acegua/RS, devido a catastrofe climatica ocorrida em maio de 2024.",487512.22,4300034,ACEGUÁ,https://api.portaldatransparencia.gov.br/api-de-dados/convenios
2024,2024-05,TRANSFERENCIA LEGAL,ADIMPLENTE,53000,Ministério da Integração e do Desenvolvimento Regional,530012,SECRETARIA NACIONAL PROTECAO E DEFESA CIVIL,06,Segurança pública,1AASBS,EXECUÇÃO DE AÇÕES DE RESPOSTA NO MUNICÍPIO DE ACEGUA/RS,15527.8,4300034,ACEGUÁ,https://api.portaldatransparencia.gov.br/api-de-dados/convenios
2024,2024-12,Não se aplica,PRESTAÇÃO DE CONTAS ENVIADA PARA ANÁLISE,22000,Ministério da Agricultura e Pecuária,130141,"SUBSECRETARIA DE ORCAMENTO,PLANEJAMENTO E ADM",20,Agricultura,964890,Aquisicao de Maquinas e Equipamentos.,204370.0,4300034,ACEGUÁ,https://api.portaldatransparencia.gov.br/api-de-dados/convenios
