dataset,ano,orgao_cnpj,orgao_nome,unidade_nome,controle_pncp,numero,objeto,valor,situacao,data_publicacao,data_assinatura,vigencia_inicio,vigencia_fim
compras,2024,46395000000139,MUNICIPIO DE SAO PAULO,PMSP - SECRETARIA DO GOVERNO MUNICIPAL,46395000000139-1-000040/2024,,"Aquisição de computadores de alto desempenho do tipo Workstation novos e sem uso e serviços de assistência técnica integral de 48 (quarenta e oito) meses on-site. Considerando AUSÊNCIA DE CÓDIGO ESPECÍFICO para CADA ITEM no www.gov.br/compras, solicitamos que para a formação da proposta de preço e o",,Divulgada no PNCP,2024-06-14,,,
compras,2024,46395000000139,MUNICIPIO DE SAO PAULO,PMSP - SECRETARIA DO GOVERNO MUNICIPAL,46395000000139-1-000041/2024,,"Aquisição Pastas hot stamping e Papel Vegetal.Qualquer divergência entre as especificações  contidas no Aviso de dispensa eletrônica e as constantes no CATMAT/CATSER do COMPRASNET prevalecerá para todos os  efeitos as do Aviso de dispensa eletrônica,",,Divulgada no PNCP,2024-06-14,,,
compras,2024,46395000000139,MUNICIPIO DE SAO PAULO,PMSP - SECRETARIA DO GOVERNO MUNICIPAL,46395000000139-1-000042/2024,,Aquisição de sacolas em papel kraft. Qualquer divergência entre as especificações contidas no Edital de dispensa eletrônica e as constantes no CATMAT/CATSER do COMPRASNET prevalecerá para todos os efeitos as do Aviso de dispensa eletrônica.,,Divulgada no PNCP,2024-06-20,,,
compras,2024,46395000000139,MUNICIPIO DE SAO PAULO,PMSP - SECRETARIA DO GOVERNO MUNICIPAL,46395000000139-1-000043/2024,,Aquisição de água mineral - garrafas com 240ml e 510 ml.  Qualquer divergência entre as especificações contidas no Edital de dispensa eletrônica e as constantes no CATMAT/CATSER do COMPRASNET prevalecerá para todos os efeitos as do Aviso de dispensa  eletrônica.,,Divulgada no PNCP,2024-06-21,,,
compras,2024,46395000000139,MUNICIPIO DE SAO PAULO,PMSP - SECRETARIA DO GOVERNO MUNICIPAL,46395000000139-1-000044/2024,,Aquisição de computadores de alto desempenho do tipo Workstation novos e sem uso e serviços de assistência técnica integral de 48 (quarenta e oito) meses on-site.,,Divulgada no PNCP,2024-06-21,,,
compras,2024,46395000000139,MUNICIPIO DE SAO PAULO,PMSP - SECRETARIA DO GOVERNO MUNICIPAL,46395000000139-1-000045/2024,,"Contratação de empresa especializada em elaboração de projeto executivo detalhado para dimensionamento de ar condicionado e exaustores, incluindo quanƟtaƟvo de materiais necessários para instalação de um novo sistema no Edificio Matarazzo, conforme especificações do Termo de Referencia Anexo I do Ed",,Divulgada no PNCP,2024-06-28,,,
compras,2024,46395000000139,MUNICIPIO DE SAO PAULO,PMSP - SECRETARIA DO GOVERNO MUNICIPAL,46395000000139-1-000046/2024,,"Trata-se o presente processo da aquisição de luvas de procedimentos, conforme especificações do Termo de Referencia Anexo I do Edital.",,Divulgada no PNCP,2024-07-03,,,
compras,2024,46395000000139,MUNICIPIO DE SAO PAULO,PMSP - SECRETARIA DO GOVERNO MUNICIPAL,46395000000139-1-000047/2024,,"Trata-se o presente processo da aquisição de luvas de procedimentos, conforme especificações do Termo de Referencia Anexo I do Edital.",,Divulgada no PNCP,2024-07-11,,,
compras,2024,46395000000139,MUNICIPIO DE SAO PAULO,PMSP - SECRETARIA DO GOVERNO MUNICIPAL,46395000000139-1-000048/2024,,Trata o presente de aquisição de 03 (três) aparelhos telefônicos sem fio com identificador de chamadas na cor preto. Vegetal.Qualquer divergência entre as especificações contidas no Aviso de  dispensa eletrônica e as constantes no CATMAT/CATSER do COMPRASNET prevalecerá para todos os efeitos as do A,,Divulgada no PNCP,2024-07-15,,,
compras,2024,46395000000139,MUNICIPIO DE SAO PAULO,PMSP - SECRETARIA DO GOVERNO MUNICIPAL,46395000000139-1-000049/2024,,Aquisição da Cortina de Descerramento.  Qualquer divergência entre as especificações contidas no Aviso de dispensa eletrônica e as constantes no CATMAT/CATSER do COMPRASNET prevalecerá para todos os efeitos as do Aviso de dispensa eletrônica.,,Divulgada no PNCP,2024-07-15,,,
compras,2024,46395000000139,MUNICIPIO DE SAO PAULO,PMSP - SECRETARIA DO GOVERNO MUNICIPAL,46395000000139-1-000050/2024,,Aquisição de Açúcar Refinado Amorfo/Cristalino.,,Divulgada no PNCP,2024-07-17,,,
compras,2024,46395000000139,MUNICIPIO DE SAO PAULO,PMSP - SECRETARIA DO GOVERNO MUNICIPAL,46395000000139-1-000051/2024,,Aquisição de 10 (dez) Notebooks.,,Divulgada no PNCP,2024-07-17,,,
compras,2024,46395000000139,MUNICIPIO DE SAO PAULO,PMSP - SECRETARIA DO GOVERNO MUNICIPAL,46395000000139-1-000052/2024,,"Contratação da empresa SÃO PAULO TURISMO S/A, inscrita no CNPJ nº. 62.002.886/0001-60, objetivando a Contratação Direta da empresa São Paulo Turismo S/A, para a prestação de serviços necessários à realização da FIA WEC 6 Horas de São Paulo com viabilização de infraestrutura constituída por equipamen",,Divulgada no PNCP,2024-07-17,,,
compras,2024,46395000000139,MUNICIPIO DE SAO PAULO,PMSP - SECRETARIA DO GOVERNO MUNICIPAL,46395000000139-1-000053/2024,,"Prestação de serviço técnico especializado de Tecnologia da Informação e Comunicação e de consultoria, abrangendo manutenção, sustentação e desenvolvimento dos sistemas de informação corporativos, redes e conectividade, telecomunicações, gerenciamento de contratações de terceiros e datacenter para a",,Divulgada no PNCP,2024-07-17,,,
compras,2024,46395000000139,MUNICIPIO DE SAO PAULO,PMSP - SECRETARIA DO GOVERNO MUNICIPAL,46395000000139-1-000054/2024,,"Contratação da empresa SÃO PAULO TURISMO S/A, inscrita no CNPJ nº. 62.002.886/0001-60, objetivando a contratação de serviços necessários à realização do E-Prix Cidade de São Paulo – Fórmula E, com viabilização de infraestrutura constituída por equipamentos, produtos, pessoal técnico, operacional, ap",,Divulgada no PNCP,2024-07-17,,,
compras,2024,46395000000139,MUNICIPIO DE SAO PAULO,PMSP - SECRETARIA DO GOVERNO MUNICIPAL,46395000000139-1-000055/2024,,"Contratação de empresa visando a prestação de serviços de concepção, planejamento, organização, coordenação, produção, execução e fiscalização de eventos nacionais e internacionais, virtuais, digitais, híbridos, lives, streamings, produção de conteúdo áudio visual, com viabilização de infraestrutura",,Divulgada no PNCP,2024-07-19,,,
compras,2024,46395000000139,MUNICIPIO DE SAO PAULO,PMSP - SECRETARIA DO GOVERNO MUNICIPAL,46395000000139-1-000056/2024,,Borracha branca e caderno 1/4 capa dura costurado 96 folhas.,,Divulgada no PNCP,2024-07-19,,,
compras,2024,46395000000139,MUNICIPIO DE SAO PAULO,PMSP - SECRETARIA DO GOVERNO MUNICIPAL,46395000000139-1-000057/2024,,Caneta esferográfica 1.0 – azul e vermelha.,,Divulgada no PNCP,2024-07-19,,,
compras,2024,46395000000139,MUNICIPIO DE SAO PAULO,PMSP - SECRETARIA DO GOVERNO MUNICIPAL,46395000000139-1-000058/2024,,"Clips galvanizado 6/0, fita adesiva dupla face de papel, marcador para quadro branco – azul.",,Divulgada no PNCP,2024-07-19,,,
compras,2024,46395000000139,MUNICIPIO DE SAO PAULO,PMSP - SECRETARIA DO GOVERNO MUNICIPAL,46395000000139-1-000059/2024,,Clips galvanizado 3/0 e clips galvanizados 8/0.,,Divulgada no PNCP,2024-07-19,,,
compras,2024,46395000000139,MUNICIPIO DE SAO PAULO,PMSP - SECRETARIA DO GOVERNO MUNICIPAL,46395000000139-1-000060/2024,,"Contratação de empresa especializada para serviços gráficos, conforme especificações do Termo de Referencia Anexo I do Edital.",,Divulgada no PNCP,2024-07-19,,,
compras,2024,46395000000139,MUNICIPIO DE SAO PAULO,PMSP - SECRETARIA DO GOVERNO MUNICIPAL,46395000000139-1-000061/2024,,Aquisição da Cortina de Descerramento. Qualquer divergência entre as especificações contidas no Aviso de dispensa  eletrônica e as constantes no CATMAT/CATSER do COMPRASNET prevalecerá para todos os efeitos as do Aviso de dispensa  eletrônica.,,Divulgada no PNCP,2024-07-19,,,
compras,2024,46395000000139,MUNICIPIO DE SAO PAULO,PMSP - SECRETARIA DO GOVERNO MUNICIPAL,46395000000139-1-000062/2024,,Aquisição de camisetas - Cerimonial do Prefeito. Qualquer divergência entre as especificações contidas no Aviso de dispensa eletrônica e as constantes no CATMAT/CATSER do COMPRASNET prevalecerá para todos os efeitos as do Aviso de dispensa eletrônica.,,Divulgada no PNCP,2024-07-26,,,
compras,2024,46395000000139,MUNICIPIO DE SAO PAULO,PMSP - SECRETARIA DO GOVERNO MUNICIPAL,46395000000139-1-000063/2024,,"Aquisição de 161 unidades de placas em aço escovado com adesivo (extra forte), com números de 01 à 23.Qualquer divergência entre as especificações contidas no Edital de dispensa eletrônica e as constantes no CATMAT/CATSER do COMPRASNET prevalecerá para todos os efeitos as do Aviso de dispensa eletrô",,Divulgada no PNCP,2024-07-29,,,
compras,2024,46395000000139,MUNICIPIO DE SAO PAULO,PMSP - SECRETARIA DO GOVERNO MUNICIPAL,46395000000139-1-000064/2024,,"Aquisição de Equipamentos de Informática para o Conselho Participativo Municipal, Considerando AUSÊNCIA DE CÓDIGO ESPECÍFICO para CADA ITEM no www.gov.br/compras, solicitamos que para a formação da proposta de preço e o registro no sistema, o Licitante baseie-se EXCLUSIVAMENTE nas informações nas ES",,Divulgada no PNCP,2024-08-07,,,
compras,2024,46395000000139,MUNICIPIO DE SAO PAULO,PMSP - SECRETARIA DO GOVERNO MUNICIPAL,46395000000139-1-000065/2024,,"Contratação de empresa especializada para fornecimento e instalação de sistema de ar condicionado do tipo multi-split VRF para as salas de reunião do 6º ao 12º andar do Edifício Matarazzo, conforme especificações do Termo de Referência do Edital.",,Divulgada no PNCP,2024-08-09,,,
compras,2024,46395000000139,MUNICIPIO DE SAO PAULO,PMSP - SECRETARIA DO GOVERNO MUNICIPAL,46395000000139-1-000066/2024,,"Aquisição de licenças de software com vigência de doze meses, conforme especificações e quantidade do Termo de Referencia do Edital.",,Divulgada no PNCP,2024-08-26,,,
compras,2024,46395000000139,MUNICIPIO DE SAO PAULO,PMSP - SECRETARIA DO GOVERNO MUNICIPAL,46395000000139-1-000067/2024,,Aquisição de Equipamentos de Áudio e Vídeo destinados à Coordenadoria de Gestão de Pessoas. Qualquer divergência entre as especificações contidas no Edital de dispensa eletrônica e as constantes no CATMAT/CATSER do COMPRASNET prevalecerá para todos os efeitos as do Aviso de dispensa  eletrônica.,,Divulgada no PNCP,2024-09-04,,,
compras,2024,46395000000139,MUNICIPIO DE SAO PAULO,PMSP - SECRETARIA DO GOVERNO MUNICIPAL,46395000000139-1-000068/2024,,Aquisição de Tapetes. Qualquer divergência entre as especificações contidas no Aviso de  dispensa eletrônica e as constantes no CATMAT/CATSER do COMPRASNET prevalecerá para todos os efeitos as do Aviso de  dispensa eletrônica.,,Divulgada no PNCP,2024-09-12,,,
compras,2024,46395000000139,MUNICIPIO DE SAO PAULO,PMSP - SECRETARIA DO GOVERNO MUNICIPAL,46395000000139-1-000069/2024,,"Aquisição de Equipamentos de Som para o Conselho Participativo Municipal, conforme especificações do Termo de Referência do Edital, Considerando AUSÊNCIA DE CÓDIGO ESPECÍFICO para CADA ITEM no www.gov.br/compras, solicitamos que para a formação da proposta de preço e o registro no sistema, o Licitan",,Divulgada no PNCP,2024-09-13,,,
compras,2024,46395000000139,MUNICIPIO DE SAO PAULO,PMSP - SECRETARIA DO GOVERNO MUNICIPAL,46395000000139-1-000070/2024,,"Contratação de empresa especializada em Arquitetura, Engenharia e Restauro, visando seguir as diretrizes de restauração resultantes de uma avaliação diagnóstica sobre a condição de preservação dos elementos em travertino romano no saguão do terceiro pavimento, conforme no edital no Anexo I no Termo ",,Divulgada no PNCP,2024-09-17,,,
compras,2024,46395000000139,MUNICIPIO DE SAO PAULO,PMSP - SECRETARIA DO GOVERNO MUNICIPAL,46395000000139-1-000071/2024,,Aquisição de envelope de segurança inviolável. Qualquer divergência entre as especificações contidas no Aviso de dispensa eletrônica e as constantes no CATMAT/CATSER do COMPRASNET prevalecerá para todos os efeitos as do Aviso de dispensa eletrônica.,,Divulgada no PNCP,2024-09-19,,,
compras,2024,46395000000139,MUNICIPIO DE SAO PAULO,PMSP - SECRETARIA DO GOVERNO MUNICIPAL,46395000000139-1-000072/2024,,"O objeto da presente concorrência é a contratação de uma empresa prestadora de serviços de comunicação digital, doravante denominada LICITANTE ou CONTRATADA, referentes aos seguintes serviços: a) prospecção, planejamento, implementação, manutenção e monitoramento de soluções de comunicação digital, ",,Divulgada no PNCP,2024-09-27,,,
compras,2024,46395000000139,MUNICIPIO DE SAO PAULO,PMSP - SECRETARIA DO GOVERNO MUNICIPAL,46395000000139-1-000073/2024,,"Contratação de empresa especializada na prestação de serviços de inspeção, manutenção e recarga de extintores,  manutenção nas mangueiras de incêndio e aquisição de bombona. Qualquer divergência entre as especificações contidas no Edital de dispensa eletrônica e as constantes no CATMAT/CATSER do COM",,Divulgada no PNCP,2024-10-02,,,
compras,2024,46395000000139,MUNICIPIO DE SAO PAULO,PMSP - SECRETARIA DO GOVERNO MUNICIPAL,46395000000139-1-000074/2024,,Aquisição de materiais de escritório para atender ao Gabinete do Prefeito e SGM. Qualquer divergência entre as especificações contidas no Edital de dispensa eletrônica e as constantes no CATMAT/CATSER do COMPRASNET prevalecerá para todos os efeitos as do aviso de dispensa eletrônica.,,Divulgada no PNCP,2024-10-03,,,
compras,2024,46395000000139,MUNICIPIO DE SAO PAULO,PMSP - SECRETARIA DO GOVERNO MUNICIPAL,46395000000139-1-000075/2024,,"Contratação de empresa especializada em Arquitetura, Engenharia e Restauro, visando seguir as diretrizes de restauração resultantes de uma avaliação diagnóstica sobre a condição de preservação dos elementos em travertino romano no saguão do terceiro pavimento.",,Divulgada no PNCP,2024-10-04,,,
compras,2024,46395000000139,MUNICIPIO DE SAO PAULO,PMSP - SECRETARIA DO GOVERNO MUNICIPAL,46395000000139-1-000076/2024,,"Contratação de empresa especializada na prestação de serviços de Controle de Acesso do Edifício Matarazzo, com efetiva cobertura das portarias, disponibilização de equipamentos de informática, emissão de chachas e películas de identificação, e manutenção preventiva e corretiva dos módulos de passage",,Divulgada no PNCP,2024-10-09,,,
compras,2024,46395000000139,MUNICIPIO DE SAO PAULO,PMSP - SECRETARIA DO GOVERNO MUNICIPAL,46395000000139-1-000077/2024,,"Contratação de empresa especializada em prestação de serviços gráficos, para atender a demanda da Casa Civil. Qualquer divergência entre as especificações contidas no Edital de dispensa eletrônica e as constantes no CATMAT/CATSER do COMPRASNET prevalecerá para todos os efeitos as do aviso de dispens",,Divulgada no PNCP,2024-10-11,,,
compras,2024,46395000000139,MUNICIPIO DE SAO PAULO,PMSP - SECRETARIA DO GOVERNO MUNICIPAL,46395000000139-1-000078/2024,,"Contratação de 1 (um) link dedicado de comunicação de fibra ótica Ethernet para atender o Edifício Matarazzo, com velocidade de 1 Giga de banda.Qualquer divergência entre as  especificações contidas no Edital de dispensa eletrônica e as constantes no CATMAT/CATSER do COMPRASNET prevalecerá  para tod",,Divulgada no PNCP,2024-10-23,,,
compras,2024,46395000000139,MUNICIPIO DE SAO PAULO,PMSP - SECRETARIA DO GOVERNO MUNICIPAL,46395000000139-1-000079/2024,,"Contratação de empresa especializada em locação de solução integrada de Sistema de Monitoramento das áreas internas do Autódromo de Interlagos, a qual deverá ser composta por sistemas (hardwares e softwares) integrados, para monitoramento de alertas de intrusão, visualização das imagens em tempo rea",,Divulgada no PNCP,2024-10-24,,,
compras,2024,46395000000139,MUNICIPIO DE SAO PAULO,PMSP - SECRETARIA DO GOVERNO MUNICIPAL,46395000000139-1-000080/2024,,Aquisição de equipamentos de rede e infraestrutura para os andares 1 e 2 do Edifício Matarazzo.  Qualquer divergência entre as especificações contidas no Aviso de dispensa eletrônica e as constantes no CATMAT/CATSER do COMPRASNET prevalecerá para todos os efeitos as do Aviso de dispensa eletrônica.,,Divulgada no PNCP,2024-10-29,,,
compras,2024,46395000000139,MUNICIPIO DE SAO PAULO,PMSP - SECRETARIA DO GOVERNO MUNICIPAL,46395000000139-1-000081/2024,,"Contratação de empresa especializada na prestação de serviços de Controle de Acesso do Edifício Conde Matarazzo, com efetiva cobertura das portarias, disponibilização de equipamentos de informática, emissão de chachas e películas de identificação, e  manutenção preventiva e corretiva dos módulos de ",,Divulgada no PNCP,2024-11-08,,,
compras,2024,46395000000139,MUNICIPIO DE SAO PAULO,PMSP - SECRETARIA DO GOVERNO MUNICIPAL,46395000000139-1-000082/2024,,"Contratação de empresa especializada para prestação de serviços contínuos de manutenção preventiva e corretiva e assistência técnica do sistema de ar condicionado instalada no Edifício Conde Matarazzo, sede da Prefeitura de São Paulo, incluindo o fornecimento de mão de obra, peças, materiais, compon",,Divulgada no PNCP,2024-11-12,,,
compras,2024,46395000000139,MUNICIPIO DE SAO PAULO,PMSP - SECRETARIA DO GOVERNO MUNICIPAL,46395000000139-1-000083/2024,,"Contratação de empresa especializada para execução de modernização tecnológica das instalações de transporte vertical, que deverá possuir potência mínima nominal do motor de 21,68 KW, ou de acordo com a especificação de cada fabricante, com fornecimento e instalação de equipamentos, com garantia, ma",,Divulgada no PNCP,2024-11-21,,,
compras,2024,46395000000139,MUNICIPIO DE SAO PAULO,PMSP - SECRETARIA DO GOVERNO MUNICIPAL,46395000000139-1-000084/2024,,"Aquisição e instalação de equipamento de ar condicionado, novo e sem uso, o qual deverá ser entregue e instalado no edifício Matarazzo Sede da Prefeitura do Município de São Paulo localizado no Viaduto do Chá, 15 Centro de São Paulo -SP, conforme especificações deste Termo de Referência.",,Divulgada no PNCP,2024-11-25,,,
compras,2024,46395000000139,MUNICIPIO DE SAO PAULO,PMSP - SECRETARIA DO GOVERNO MUNICIPAL,46395000000139-1-000085/2024,,"Contratação de Empresa Especializada em Prestação de Serviços de Copeiragem, sendo necessários os seguintes profissionais: Copeiras, Ajudante de Cozinha, Garçons, Auxiliar de Serviços Gerais para Lavanderia e Supervisor, incluindo o fornecimento de uniformes, materiais de consumo e insumos.  Conside",,Divulgada no PNCP,2024-12-16,,,
compras,2024,46395000000139,MUNICIPIO DE SAO PAULO,PMSP - SECRETARIA DO GOVERNO MUNICIPAL,46395000000139-1-000086/2024,,"Prestação de serviços de manutenção preventiva e corretiva do sistema de 02 moto-geradores de emergência, com fornecimento de peças, conforme especificações do Termo de Referência do Edital.  Considerando AUSÊNCIA de código específico para cada item no www.gov.br/compras, solicitamos que para a form",,Divulgada no PNCP,2024-12-18,,,
contratos,2024,46395000000139,MUNICIPIO DE SAO PAULO,PMSP - SECRETARIA DO GOVERNO MUNICIPAL,46395000000139-2-000001/2024,,"CONTRATAÇÃO DE 1 (UM) LINK DEDICADO DE COMUNICAÇÃO DE FIBRA ÓTICA ETHERNET PARA ATENDER COMO REDUNDÂNCIA, COM VELOCIDADE DE 500 MBPS DE BANDA, O LINK DEVERÁ SER INSTALADO, CONFIGURADO E ATENDER AOS NÍVEIS DE SERVIÇO E ESPECIFICAÇÕES TÉCNICAS CONSTANTES NO TERMO DE REFERÊNCIA.",33480.0,Divulgada no PNCP,2024-04-12,2024-01-31,2024-01-31,2025-01-30
contratos,2024,46395000000139,MUNICIPIO DE SAO PAULO,PMSP - SECRETARIA DO GOVERNO MUNICIPAL,46395000000139-2-000002/2024,,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇOS DE LOCAÇÃO DE 1 (UM) VEÍCULO DE PASSEIO “TIPO C ”, EM CARÁTER NÃO EVENTUAL, SEM CONDUTOR, COM COMBUSTÍVEL, GPS (COM RASTREADOR) E QUILOMETRAGEM LIVRE PARA ATENDER À GOVERNANÇA DA ATIVIDADE DELEGADA.",72000.0,Divulgada no PNCP,2024-04-12,2024-01-22,2024-02-01,2025-01-31
contratos,2024,46395000000139,MUNICIPIO DE SAO PAULO,PMSP - SECRETARIA DO GOVERNO MUNICIPAL,46395000000139-2-000003/2024,,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA A PRESTAÇÃO DE SERVIÇOS DE LOCAÇÃO DE AERONAVE COM ASA ROTATIVA – HELICÓPTERO, COM MOTOR A REAÇÃO (TURBINA) A SER UTILIZADA PELO CHEFE DO PODER EXECUTIVO MUNICIPAL, AUTORIDADES GOVERNAMENTAIS, SERVIDORES E TÉCNICOS, QUANDO NO EXERCÍCIO DA FUNÇÃO PÚBLICA EM M",3492720.0,Divulgada no PNCP,2024-04-12,2024-01-15,2024-01-25,2025-01-24
contratos,2024,46395000000139,MUNICIPIO DE SAO PAULO,PMSP - SECRETARIA DO GOVERNO MUNICIPAL,46395000000139-2-000004/2024,,"PRESTAÇÃO DE SERVIÇOS DE TRANSPORTE MEDIANTE LOCAÇÃO DE VEÍCULOS SEMINOVOS, DO TIPO “D”, EM CARÁTER NÃO EVENTUAL, COM CONDUTOR, QUILOMETRAGEM LIVRE, INCLUINDO A MANUTENÇÃO PREVENTIVA E CORRETIVA, AVARIAS, COM COMBUSTÍVEL, DESPESAS COM PEDÁGIOS E DEMAIS ESPECIFICAÇÕES DEFINIDAS NESTE TERMO DE REFERÊN",589968.0,Divulgada no PNCP,2024-04-16,2024-02-07,2024-02-07,2025-02-06
contratos,2024,46395000000139,MUNICIPIO DE SAO PAULO,PMSP - SECRETARIA DO GOVERNO MUNICIPAL,46395000000139-2-000005/2024,,"CONTRATAÇÃO DE UMA EMPRESA ESPECIALIZADA EM ARQUITETURA, ENGENHARIA E RESTAURO PARA A ELABORAÇÃO DE UMA AVALIAÇÃO DIAGNÓSTICA SOBRE A CONDIÇÃO DE PRESERVAÇÃO DOS ELEMENTOS EM MÁRMORE TRAVERTINO EM TODO O SAGUÃO DO TERCEIRO PAVIMENTO, CONFORME ESPECIFICAÇÕES DO TERMO DE REFERÊNCIA DO EDITAL.",93913.0,Divulgada no PNCP,2024-04-16,2024-01-23,2024-02-05,2024-03-20
contratos,2024,46395000000139,MUNICIPIO DE SAO PAULO,PMSP - SECRETARIA DO GOVERNO MUNICIPAL,46395000000139-2-000006/2024,,ASSINATURA MENSAL DE SIM CARD DE BANDA LARGA 4G COM FRANQUIA MÍNIMA DE 10GB.,22440.0,Divulgada no PNCP,2024-04-16,2024-01-23,2024-01-23,2025-01-22
contratos,2024,46395000000139,MUNICIPIO DE SAO PAULO,PMSP - SECRETARIA DO GOVERNO MUNICIPAL,46395000000139-2-000007/2024,,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇOS CONTÍNUOS DE MANUTENÇÃO PREDIAL, TELEFONIA E PARA-RAIOS, PREVENTIVA E CORRETIVA COMPREENDENDO O FORNECIMENTO DE MÃO DE OBRA, FERRAMENTAS E EQUIPAMENTOS ADEQUADOS PARA A EXECUÇÃO DO OBJETO, CONFORME TERMO DE REFERÊNCIA E DEMAIS ANEXOS DO E",2432693.16,Divulgada no PNCP,2024-04-16,2024-01-24,2024-02-01,2025-01-31
contratos,2024,46395000000139,MUNICIPIO DE SAO PAULO,PMSP - SECRETARIA DO GOVERNO MUNICIPAL,46395000000139-2-000008/2024,,"AQUISIÇÃO DE PEÇAS PARA MANUTENÇÃO DO SISTEMA DE AR CENTRAL CHILLER, MARCA CARRIER DE 125 TR.",308673.4,Divulgada no PNCP,2024-04-16,2024-04-12,2024-04-12,2024-08-27
contratos,2024,46395000000139,MUNICIPIO DE SAO PAULO,PMSP - SECRETARIA DO GOVERNO MUNICIPAL,46395000000139-2-000009/2024,,AQUISIÇÃO DE CERTIFICADO DIGITAL E-CNPJ - TIPO A1.,73.0,Divulgada no PNCP,2024-07-22,2024-01-24,2024-01-30,2024-02-10
contratos,2024,46395000000139,MUNICIPIO DE SAO PAULO,PMSP - SECRETARIA DO GOVERNO MUNICIPAL,46395000000139-2-000010/2024,,AQUISIÇÃO DE 150 (CENTO E CINQUENTA) UNIDADES DE HEADSET COM FIO USB LOGITECH H390.,22950.0,Divulgada no PNCP,2024-07-22,2024-02-29,2024-03-07,2024-04-06
contratos,2024,46395000000139,MUNICIPIO DE SAO PAULO,PMSP - SECRETARIA DO GOVERNO MUNICIPAL,46395000000139-2-000011/2024,,AQUISIÇÃO DE 5 (CINCO) UNIDADES DE HUB USB 3.0 COM 4 PORTAS.,75.0,Divulgada no PNCP,2024-07-22,2024-02-29,2024-03-07,2024-04-06
contratos,2024,46395000000139,MUNICIPIO DE SAO PAULO,PMSP - SECRETARIA DO GOVERNO MUNICIPAL,46395000000139-2-000012/2024,,AQUISIÇÃO DE 15 (QUINZE) UNIDADES DE MEMÓRIA RAM DDR3 8GB.,764.25,Divulgada no PNCP,2024-07-22,2024-02-29,2024-03-07,2024-04-06
contratos,2024,46395000000139,MUNICIPIO DE SAO PAULO,PMSP - SECRETARIA DO GOVERNO MUNICIPAL,46395000000139-2-000013/2024,,AQUISIÇÃO DE 10 (DEZ) UNIDADES DE MEMÓRIA RAM DDR4 SODIM 8GB.,979.1,Divulgada no PNCP,2024-07-22,2024-02-29,2024-03-07,2024-04-06
contratos,2024,46395000000139,MUNICIPIO DE SAO PAULO,PMSP - SECRETARIA DO GOVERNO MUNICIPAL,46395000000139-2-000014/2024,,AQUISIÇÃO DE 03 (TRÊS) UNIDADES DE SSD EXTERNO DE 1TB.,1655.97,Divulgada no PNCP,2024-07-22,2024-02-29,2024-03-07,2024-04-06
contratos,2024,46395000000139,MUNICIPIO DE SAO PAULO,PMSP - SECRETARIA DO GOVERNO MUNICIPAL,46395000000139-2-000015/2024,,AQUISIÇÃO DE 05 (CINCO) UNIDADES DE ADAPTADOR WIRELESS USB.,290.0,Divulgada no PNCP,2024-07-22,2024-02-29,2024-03-07,2024-04-06
contratos,2024,46395000000139,MUNICIPIO DE SAO PAULO,PMSP - SECRETARIA DO GOVERNO MUNICIPAL,46395000000139-2-000016/2024,,AQUISIÇÃO DE 60 (SESSENTA) UNIDADES DE SSD SATA III 240GB.,7524.0,Divulgada no PNCP,2024-07-22,2024-02-29,2024-03-07,2024-04-06
contratos,2024,46395000000139,MUNICIPIO DE SAO PAULO,PMSP - SECRETARIA DO GOVERNO MUNICIPAL,46395000000139-2-000017/2024,,"AQUISIÇÃO DE 01 (UM) SECADORA DE ROUPAS DE PISO - 10 À 12 KG, SELETOR DE PROGRAMAS COM OPÇÕES - TAMPA FRONTAL COM VISOR TRANSPARENTE - FILTRO ELIMINA FIAPOS - PÉS NIVELADORES - PAINEL RESISTENTE - COR: BRANCA - ABERTURA FRONTAL - FILTRO DE ENTRADA DE AR - DESLIGAMENTO AUTOMÁTICO – VOLTAGEM: 220V GAR",1835.0,Divulgada no PNCP,2024-07-22,2024-03-21,2024-03-26,2024-04-15
contratos,2024,46395000000139,MUNICIPIO DE SAO PAULO,PMSP - SECRETARIA DO GOVERNO MUNICIPAL,46395000000139-2-000018/2024,,"AQUISIÇÃO DE 10 (DEZ) FRAGMENTADORAS DE PAPEL - ENTRADA DE PAPEL: POSSUIR UMA ABERTURA SUPERIOR A 220MM - QUANTIDADE DE FOLHAS: MÍNIMO 25 FOLHAS A4 POR VEZ - FRAGMENTAR: CDS, DVD, CARTÕES E GRAMPOS - POTÊNCIA: 500W OU SUPERIOR - CAPACIDADE CESTO DE LIXO: APROXIMADAMENTE 30 LITROS OU SUPERIOR COM ABE",20670.0,Divulgada no PNCP,2024-07-22,2024-03-21,2024-03-26,2024-04-15
contratos,2024,46395000000139,MUNICIPIO DE SAO PAULO,PMSP - SECRETARIA DO GOVERNO MUNICIPAL,46395000000139-2-000019/2024,,AQUISIÇÃO DE 06 (SEIS) ROUPEIROS PARA VESTIÁRIOS.,6108.0,Divulgada no PNCP,2024-07-22,2024-03-15,2024-03-26,2024-04-15
