dataset,ano,orgao_cnpj,orgao_nome,unidade_nome,controle_pncp,numero,objeto,valor,situacao,data_publicacao,data_assinatura,vigencia_inicio,vigencia_fim
compras,2025,46395000000139,MUNICIPIO DE SAO PAULO,PMSP - SECRETARIA DO GOVERNO MUNICIPAL,46395000000139-1-000008/2025,,Aquisição de Perecíveis - Copa do Prefeito. Qualquer divergência entre as especificações contidas no Aviso de  dispensa eletrônica e as constantes no CATMAT/CATSER do COMPRASNET prevalecerá para todos os efeitos as do Aviso de  dispensa eletrônica.,,Divulgada no PNCP,2025-02-05,,,
compras,2025,46395000000139,MUNICIPIO DE SAO PAULO,PMSP - SECRETARIA DO GOVERNO MUNICIPAL,46395000000139-1-000009/2025,,"Contratação para execução de obras civis de reforma e adequação de ambientes por empresa especializada e qualificada, no edifício Matarazzo 1°, 2° e 3° pavimento, localizados no município de São Paulo SP, incluindo o fornecimento de mão de obra e materiais, de acordo com o projeto técnico, conforme ",,Divulgada no PNCP,2025-02-07,,,
compras,2025,46395000000139,MUNICIPIO DE SAO PAULO,PMSP - SECRETARIA DO GOVERNO MUNICIPAL,46395000000139-1-000010/2025,,Aquisição de cabos flexiveis. Qualquer divergência entre as especificações contidas no Aviso de dispensa eletrônica  e as constantes no CATMAT/CATSER do COMPRASNET prevalecerá para todos os efeitos as do Aviso de dispensa eletrônica.,,Divulgada no PNCP,2025-02-14,,,
compras,2025,46395000000139,MUNICIPIO DE SAO PAULO,PMSP - SECRETARIA DO GOVERNO MUNICIPAL,46395000000139-1-000011/2025,,Aquisição de copos descartáveis de papel para água e café. Qualquer divergência entre as especificações contidas no Aviso de dispensa eletrônica e as constantes no CATMAT/CATSER do COMPRASNET prevalecerá para todos os efeitos as do Aviso de dispensa eletrônica.,,Divulgada no PNCP,2025-02-17,,,
compras,2025,46395000000139,MUNICIPIO DE SAO PAULO,PMSP - SECRETARIA DO GOVERNO MUNICIPAL,46395000000139-1-000012/2025,,Aquisição de Tábua e Ferro de Passar Roupas. Qualquer divergência entre as especificações contidas no Aviso de dispensa eletrônica e as constantes no CATMAT/CATSER do COMPRASNET prevalecerá para todos os efeitos as do Aviso de dispensa eletrônica.,,Divulgada no PNCP,2025-02-17,,,
compras,2025,46395000000139,MUNICIPIO DE SAO PAULO,PMSP - SECRETARIA DO GOVERNO MUNICIPAL,46395000000139-1-000013/2025,,Aquisição de canetas para reposição desse material no Almoxarifado de SGM. Qualquer divergência  entre as especificações contidas no Aviso de dispensa eletrônica e as constantes no CATMAT/CATSER do COMPRASNET  prevalecerá para todos os efeitos as do Aviso de dispensa eletrônica.,,Divulgada no PNCP,2025-02-20,,,
compras,2025,46395000000139,MUNICIPIO DE SAO PAULO,PMSP - SECRETARIA DO GOVERNO MUNICIPAL,46395000000139-1-000014/2025,,Aquisição de cadernos para reposição desse material no  Almoxarifado de SGM. Qualquer divergência entre as especificações contidas no Aviso de dispensa eletrônica e as constantes no CATMAT/CATSER do COMPRASNET prevalecerá para todos os efeitos as do Aviso de dispensa eletrônica.,,Divulgada no PNCP,2025-02-21,,,
compras,2025,46395000000139,MUNICIPIO DE SAO PAULO,PMSP - SECRETARIA DO GOVERNO MUNICIPAL,46395000000139-1-000015/2025,,Aquisição de equipamentos de áudio e vídeo destinados ao uso da Coordenação de Imprensa do Gabinete do Prefeito.Qualquer divergência entre as especificações contidas no Aviso de dispensa  eletrônica e as constantes no CATMAT/CATSER do COMPRASNET prevalecerá para todos os efeitos as do Aviso de dispe,,Divulgada no PNCP,2025-02-26,,,
compras,2025,46395000000139,MUNICIPIO DE SAO PAULO,PMSP - SECRETARIA DO GOVERNO MUNICIPAL,46395000000139-1-000016/2025,,Aquisição para atender solicitação da Assessoria Militar - APMPMSP. Qualquer divergência entre as especificações contidas no Aviso de dispensa eletrônica e as constantes no CATMAT/CATSER do COMPRASNET prevalecerá para todos os efeitos as do Aviso de dispensa eletrônica.,,Divulgada no PNCP,2025-03-05,,,
compras,2025,46395000000139,MUNICIPIO DE SAO PAULO,PMSP - SECRETARIA DO GOVERNO MUNICIPAL,46395000000139-1-000017/2025,,"Aquisição de materiais permanentes, incluindo frigobares, fragmentadoras de papel, micro-ondas e ventiladores de coluna. Qualquer divergência entre as especificações contidas no Aviso de dispensa eletrônica e as constantes no CATMAT/CATSER do COMPRASNET prevalecerá para todos os efeitos as do Aviso ",,Divulgada no PNCP,2025-03-21,,,
compras,2025,46395000000139,MUNICIPIO DE SAO PAULO,PMSP - SECRETARIA DO GOVERNO MUNICIPAL,46395000000139-1-000018/2025,,"Aquisição de Poltronas giratórias, cadeiras fixas e poltronas giratórias diretor para suprir a necessidade dos vários setores do  Edifício Matarazzo - Sede da Prefeitura da Cidade de São Paulo conforme no termo de referência do edital.",,Revogada,2025-03-25,,,
compras,2025,46395000000139,MUNICIPIO DE SAO PAULO,PMSP - SECRETARIA DO GOVERNO MUNICIPAL,46395000000139-1-000019/2025,,Aquisição de máquinas de ar condicionado para instalação em salas do Edifício Matarazzo.  Qualquer divergência entre as especificações contidas no Aviso de dispensa eletrônica e as constantes no CATMAT/CATSER do COMPRASNET prevalecerá para todos os efeitos as do Aviso de dispensa eletrônica.,,Divulgada no PNCP,2025-03-31,,,
compras,2025,46395000000139,MUNICIPIO DE SAO PAULO,PMSP - SECRETARIA DO GOVERNO MUNICIPAL,46395000000139-1-000020/2025,,Aquisição de camisetas - Cerimonial do Prefeito. Qualquer divergência entre as especificações contidas no Aviso de dispensa eletrônica e as constantes no CATMAT/CATSER do COMPRASNET prevalecerá para todos os efeitos as do Aviso de dispensa eletrônica.,,Divulgada no PNCP,2025-04-16,,,
compras,2025,46395000000139,MUNICIPIO DE SAO PAULO,PMSP - SECRETARIA DO GOVERNO MUNICIPAL,46395000000139-1-000021/2025,,Aquisição de Água mineral natural 510 e 240ml. Qualquer divergência entre as especificações contidas no Aviso de dispensa eletrônica e as constantes no CATMAT/CATSER do COMPRASNET prevalecerá para todos os efeitos as do Aviso de dispensa eletrônica,,Divulgada no PNCP,2025-04-16,,,
compras,2025,46395000000139,MUNICIPIO DE SAO PAULO,PMSP - SECRETARIA DO GOVERNO MUNICIPAL,46395000000139-1-000022/2025,,"Manutenção preventiva/corretiva de 52 portões industriais do Autódromo de Interlagos, da marca KOPRON, com cobertura total, contemplando o fornec mão-de-obra, ferramentas, eqptos, bem como tds peças e componentes genuínos do fabricante de forma a manter os eqptos em perfeito estado de func e seguran",,Divulgada no PNCP,2025-04-17,,,
compras,2025,46395000000139,MUNICIPIO DE SAO PAULO,PMSP - SECRETARIA DO GOVERNO MUNICIPAL,46395000000139-1-000023/2025,,Aquisição de Materiais Permanentes - Ar Condicionado. Qualquer divergência entre as especificações contidas no Aviso de  dispensa eletrônica e as constantes no CATMAT/CATSER do COMPRASNET prevalecerá para todos os efeitos as do Aviso de  dispensa eletrônica.,,Divulgada no PNCP,2025-04-23,,,
compras,2025,46395000000139,MUNICIPIO DE SAO PAULO,PMSP - SECRETARIA DO GOVERNO MUNICIPAL,46395000000139-1-000024/2025,,Aquisição 54 (cinquenta e quatro) unidades de Switch 24 Portas Gerenciável 10/100/1000 PoE para o Departamento de Tecnologia da Informação conforme especificações do Termo de Referência do Edital.,,Divulgada no PNCP,2025-04-24,,,
compras,2025,46395000000139,MUNICIPIO DE SAO PAULO,PMSP - SECRETARIA DO GOVERNO MUNICIPAL,46395000000139-1-000025/2025,,Contratação de empresa especializada em materiais gráficos necessários à realização da Semana Municipal do Brincar - SME 2025.Qualquer divergência entre as especificações contidas no Aviso de dispensa eletrônica e as constantes no CATMAT/CATSER do COMPRASNET prevalecerá para todos os efeitos as do A,,Divulgada no PNCP,2025-04-25,,,
compras,2025,46395000000139,MUNICIPIO DE SAO PAULO,PMSP - SECRETARIA DO GOVERNO MUNICIPAL,46395000000139-1-000026/2025,,Aquisição de lixeiras - Qualquer divergência entre as especificações contidas no Aviso de dispensa eletrônica e as constantes no CATMAT/CATSER do COMPRASNET prevalecerá para todos os efeitos as do Aviso de dispensa eletrônica.,,Divulgada no PNCP,2025-04-25,,,
compras,2025,46395000000139,MUNICIPIO DE SAO PAULO,PMSP - SECRETARIA DO GOVERNO MUNICIPAL,46395000000139-1-000027/2025,,"AQUISIÇÃO DE Poltronas giratórias, cadeiras fixas e poltronas giratórias diretor para suprir a necessidade dos vários setores do Edifício Matarazzo Considerando AUSÊNCIA de código específico para cada item no www.gov.br/compras, solicitamos que para a formação da proposta de preços e o registro no s",,Divulgada no PNCP,2025-04-30,,,
compras,2025,46395000000139,MUNICIPIO DE SAO PAULO,PMSP - SECRETARIA DO GOVERNO MUNICIPAL,46395000000139-1-000028/2025,,Aquisição e Instalação de persianas tipo rolo blackout motorizadas para a sala de coletiva e salas multiuso do 1º pavimento. Qualquer divergência entre as especificações contidas no Aviso de dispensa eletrônica e as  constantes no CATMAT/CATSER do COMPRASNET prevalecerá para todos os efeitos as do A,,Divulgada no PNCP,2025-04-30,,,
compras,2025,46395000000139,MUNICIPIO DE SAO PAULO,PMSP - SECRETARIA DO GOVERNO MUNICIPAL,46395000000139-1-000029/2025,,Aquisição de Bens Permanentes - Edifício Matarazzo. Qualquer divergência entre as especificações contidas no Aviso de dispensa eletrônica e as constantes no CATMAT/CATSER do COMPRASNET prevalecerá para todos os efeitos as do Aviso de dispensa eletrônica.,,Divulgada no PNCP,2025-05-05,,,
compras,2025,46395000000139,MUNICIPIO DE SAO PAULO,PMSP - SECRETARIA DO GOVERNO MUNICIPAL,46395000000139-1-000030/2025,,"Aquisição e instalação de letreiros em letra caixa, na recepção localizada no 2º andar deste Edifício Matarazzo. Qualquer divergência entre as especificações contidas no Aviso de  dispensa eletrônica e as constantes no CATMAT/CATSER do COMPRASNET prevalecerá para todos os efeitos as do Aviso de  dis",,Divulgada no PNCP,2025-05-05,,,
compras,2025,46395000000139,MUNICIPIO DE SAO PAULO,PMSP - SECRETARIA DO GOVERNO MUNICIPAL,46395000000139-1-000031/2025,,Aquisição de Livros e Fitas de Cetim. Qualquer divergência entre as especificações contidas no Aviso de dispensa eletrônica e as constantes no CATMAT/CATSER do COMPRASNET prevalecerá para todos os efeitos as do Aviso de dispensa eletrônica.,,Divulgada no PNCP,2025-05-09,,,
compras,2025,46395000000139,MUNICIPIO DE SAO PAULO,PMSP - SECRETARIA DO GOVERNO MUNICIPAL,46395000000139-1-000032/2025,,Aquisição de trena a laser. Qualquer divergência entre as especificações contidas no Aviso de dispensa eletrônica e as constantes no CATMAT/CATSER do COMPRASNET prevalecerá para todos os efeitos as do Aviso de dispensa eletrônica.,,Divulgada no PNCP,2025-05-12,,,
compras,2025,46395000000139,MUNICIPIO DE SAO PAULO,PMSP - SECRETARIA DO GOVERNO MUNICIPAL,46395000000139-1-000033/2025,,"Aquisição de Espelhos para o Térreo, 1º, 2º e 3º pavimento. Qualquer divergência entre as especificações contidas no Aviso de dispensa eletrônica e as constantes no CATMAT/CATSER do COMPRASNET prevalecerá para todos os efeitos as do Aviso de dispensa eletrônica.",,Divulgada no PNCP,2025-05-13,,,
compras,2025,46395000000139,MUNICIPIO DE SAO PAULO,PMSP - SECRETARIA DO GOVERNO MUNICIPAL,46395000000139-1-000034/2025,,"Aquisição de Materiais Permanentes (Mesas Rebatíveis) Considerando AUSÊNCIA de código específico para cada item no www.gov.br/compras, solicitamos que para a formação da proposta de preços e o registro no sistema, o licitante baseie-se EXCLUSIVAMENTE, nas informações nas ESPECIFICAÇÕES. Em atendimen",,Divulgada no PNCP,2025-05-15,,,
compras,2025,46395000000139,MUNICIPIO DE SAO PAULO,PMSP - SECRETARIA DO GOVERNO MUNICIPAL,46395000000139-1-000035/2025,,"Aquisição de Equipamentos Permanente e Materiais de Consumo de Informática.  Considerando AUSÊNCIA de código específico para cada item no www.gov.br/compras, solicitamos que para a formação da proposta de preços e o registro no sistema, o licitante baseie-se EXCLUSIVAMENTE, nas informações nas ESPEC",,Divulgada no PNCP,2025-05-15,,,
compras,2025,46395000000139,MUNICIPIO DE SAO PAULO,PMSP - SECRETARIA DO GOVERNO MUNICIPAL,46395000000139-1-000036/2025,,"Aquisição de 05 (cinco) unidades de sofás 03 lugares e 10 (dez) unidades de poltronas, ambos com modelo Le Corbusier LC3 – conforme especificações e condições de fornecimento constantes do Termo de Referência – Anexo I  Considerando AUSÊNCIA de código específico para cada item no www.gov.br/compras,",,Divulgada no PNCP,2025-05-22,,,
compras,2025,46395000000139,MUNICIPIO DE SAO PAULO,PMSP - SECRETARIA DO GOVERNO MUNICIPAL,46395000000139-1-000037/2025,,Qualquer divergência entre as especificações contidas no Aviso de dispensa eletrônica e as constantes no CATMAT/CATSER do COMPRASNET prevalecerá para todos os efeitos as do Aviso de dispensa eletrônica.,,Divulgada no PNCP,2025-05-23,,,
compras,2025,46395000000139,MUNICIPIO DE SAO PAULO,PMSP - SECRETARIA DO GOVERNO MUNICIPAL,46395000000139-1-000038/2025,,Aquisição de Materiais de Escritório Diversos. Qualquer divergência entre as especificações contidas no Aviso de  dispensa eletrônica e as constantes no CATMAT/CATSER do COMPRASNET prevalecerá para todos os efeitos as do Aviso de  dispensa eletrônica.,,Divulgada no PNCP,2025-05-27,,,
compras,2025,46395000000139,MUNICIPIO DE SAO PAULO,PMSP - SECRETARIA DO GOVERNO MUNICIPAL,46395000000139-1-000039/2025,,"A contratação de empresa especializada na prestação de serviços contínuos de limpeza, tratamento, manutenção contínua do ecossistema aquático e conservação do Espelho d’Água, localizado no 14º andar do Edifício Conde Matarazzo, incluindo o fornecimento de ração, equipamentos, máquinas e insumos nece",,Divulgada no PNCP,2025-06-04,,,
compras,2025,46395000000139,MUNICIPIO DE SAO PAULO,PMSP - SECRETARIA DO GOVERNO MUNICIPAL,46395000000139-1-000040/2025,,Aquisição de 80 (oitenta) unidades de Porta Folha A4 de parede. Qualquer divergência entre as especificações contidas no Aviso de dispensa eletrônica e as constantes no CATMAT/CATSER do COMPRASNet.,,Divulgada no PNCP,2025-06-13,,,
compras,2025,46395000000139,MUNICIPIO DE SAO PAULO,PMSP - SECRETARIA DO GOVERNO MUNICIPAL,46395000000139-1-000041/2025,,Aquisição dos guarda chuvas para atender a Assessoria Militar dos Gabinetes do Prefeito e Vice Prefeito. Qualquer divergência entre as especificações contidas no Aviso de dispensa eletrônica e as constantes no CATMAT/CATSER do COMPRASNET prevalecerá para todos os efeitos as do Aviso de dispensa elet,,Divulgada no PNCP,2025-06-27,,,
compras,2025,46395000000139,MUNICIPIO DE SAO PAULO,PMSP - SECRETARIA DO GOVERNO MUNICIPAL,46395000000139-1-000042/2025,,"Contratação de serviços de proteção e manutenção de 3 (três) veículos novos, sem uso.  Contratação de seguro total para proteção veicular com prêmio anual.  Aquisição de combustível.  Manutenção mecânica e elétrica para os veículos, conforme especificações do Termo de Referência.",,Divulgada no PNCP,2025-06-30,,,
compras,2025,46395000000139,MUNICIPIO DE SAO PAULO,PMSP - SECRETARIA DO GOVERNO MUNICIPAL,46395000000139-1-000043/2025,,"Aquisição de materiais de escritório diversos para atender ao Gabinete do Prefeito e SGM, conforme especificações e quantidades descritas no Termo de referência, anexo I do Edital. Considerando AUSÊNCIA de código específico para cada item no www.gov.br/compras, solicitamos que para a formação da pro",,Divulgada no PNCP,2025-07-02,,,
compras,2025,46395000000139,MUNICIPIO DE SAO PAULO,PMSP - SECRETARIA DO GOVERNO MUNICIPAL,46395000000139-1-000044/2025,,"Aquisição e instalação de janelas acústicas com desempenho de redução sonora mínima de 80%, destinadas à composição de ambientes com controle de ruído externo nas salas de coletiva, salas multiuso e salas administrativas localizadas no 1º pavimento.",,Divulgada no PNCP,2025-07-08,,,
compras,2025,46395000000139,MUNICIPIO DE SAO PAULO,PMSP - SECRETARIA DO GOVERNO MUNICIPAL,46395000000139-1-000045/2025,,Qualquer divergência entre as especificações contidas no Aviso de  dispensa eletrônica e as constantes no CATMAT/CATSER do COMPRASNET prevalecerá para todos os efeitos as do Aviso de  dispensa eletrônica.,,Divulgada no PNCP,2025-07-11,,,
compras,2025,46395000000139,MUNICIPIO DE SAO PAULO,PMSP - SECRETARIA DO GOVERNO MUNICIPAL,46395000000139-1-000046/2025,,"Aquisição de Equipamentos de Sistema de Videoconferência e TV,considerando AUSÊNCIA de código específico para cada item no www.gov.br/compras, solicitamos que para a formação da proposta de preços e o registro no sistema, o licitante baseie-se EXCLUSIVAMENTE, nas informações nas ESPECIFICAÇÕES.",,Divulgada no PNCP,2025-07-14,,,
compras,2025,46395000000139,MUNICIPIO DE SAO PAULO,PMSP - SECRETARIA DO GOVERNO MUNICIPAL,46395000000139-1-000047/2025,,Aquisição de Cadeiras com Dimensões Ampliadas. Qualquer divergência entre as especificações contidas no Aviso de dispensa eletrônica e as constantes no CATMAT/CATSER do COMPRASNET prevalecerá para todos os efeitos as do Aviso de dispensa eletrônica.,,Divulgada no PNCP,2025-07-14,,,
compras,2025,46395000000139,MUNICIPIO DE SAO PAULO,PMSP - SECRETARIA DO GOVERNO MUNICIPAL,46395000000139-1-000048/2025,,"Aquisição de Capachos em Fibra de Coco, Tapetes Secante Dia de Chuva, e Passadeira para Cozinha. Qualquer divergência entre as especificações contidas no Aviso de dispensa eletrônica e as constantes no CATMAT/CATSER do COMPRASNET prevalecerá para todos os efeitos as do Aviso de dispensa eletrônica.",,Divulgada no PNCP,2025-07-15,,,
compras,2025,46395000000139,MUNICIPIO DE SAO PAULO,PMSP - SECRETARIA DO GOVERNO MUNICIPAL,46395000000139-1-000049/2025,,"Contratação de Empresa Especializada, sob o regime de empreitada por preço unitário, para a Prestação de Serviços de Vigilância e Segurança Patrimonial, armada e desarmada nas dependências do Autódromo Municipal José Carlos Pace – Interlagos, Considerando AUSÊNCIA de código específico para cada item",,Divulgada no PNCP,2025-07-16,,,
compras,2025,46395000000139,MUNICIPIO DE SAO PAULO,PMSP - SECRETARIA DO GOVERNO MUNICIPAL,46395000000139-1-000050/2025,,Contratação de empresa especializada Telefonia Móvel por 12 (doze) meses. Qualquer divergência entre as especificações contidas no Aviso de dispensa eletrônica e  as constantes no CATMAT/CATSER do COMPRASNET prevalecerá para todos os efeitos as do Aviso de dispensa eletrônica.,,Divulgada no PNCP,2025-07-16,,,
compras,2025,46395000000139,MUNICIPIO DE SAO PAULO,PMSP - SECRETARIA DO GOVERNO MUNICIPAL,46395000000139-1-000051/2025,,"Aquisição e Instalação de Poltronas Ergonômicas e Acessíveis, conforme especificações do Termo de Referência.  Considerando AUSÊNCIA de código específico para cada item no www.gov.br/compras, solicitamos que para a formação da proposta de preços e o registro no sistema, o licitante baseie-se EXCLUSI",,Divulgada no PNCP,2025-07-18,,,
compras,2025,46395000000139,MUNICIPIO DE SAO PAULO,PMSP - SECRETARIA DO GOVERNO MUNICIPAL,46395000000139-1-000052/2025,,"Contratação de serviço para regularização de veículos.  Considerando AUSÊNCIA de código específico para cada item no www.gov.br/compras, solicitamos que para a formação da proposta de preços e o registro no sistema, o licitante baseie-se EXCLUSIVAMENTE, nas informações nas ESPECIFICAÇÕES.",,Divulgada no PNCP,2025-07-18,,,
compras,2025,46395000000139,MUNICIPIO DE SAO PAULO,PMSP - SECRETARIA DO GOVERNO MUNICIPAL,46395000000139-1-000053/2025,,Aquisição de Materiais para treinamento Brigada de Incendio. Qualquer divergência entre as especificações contidas no Aviso de dispensa eletrônica e as constantes no CATMAT/CATSER do COMPRASNET prevalecerá para todos os efeitos as do Aviso de dispensa eletrônica.,,Divulgada no PNCP,2025-07-21,,,
compras,2025,46395000000139,MUNICIPIO DE SAO PAULO,PMSP - SECRETARIA DO GOVERNO MUNICIPAL,46395000000139-1-000054/2025,,Contratação de empresa especializada Telefonia Móvel por 12 (doze) meses. Qualquer divergência entre as especificações  contidas no Aviso de dispensa eletrônica e as constantes no CATMAT/CATSER do COMPRASNET prevalecerá para todos os  efeitos as do Aviso de dispensa eletrônica.,,Divulgada no PNCP,2025-07-21,,,
compras,2025,46395000000139,MUNICIPIO DE SAO PAULO,PMSP - SECRETARIA DO GOVERNO MUNICIPAL,46395000000139-1-000055/2025,,Aquisição de 30 (trinta) unidades de Caixa de Cabo de Rede Cat6 - 305 Metros.alquer divergência entre as especificações  contidas no Aviso de dispensa eletrônica e as constantes no CATMAT/CATSER do COMPRASNET prevalecerá para todos os  efeitos as do Aviso de dispensa eletrônica.,,Divulgada no PNCP,2025-07-24,,,
compras,2025,46395000000139,MUNICIPIO DE SAO PAULO,PMSP - SECRETARIA DO GOVERNO MUNICIPAL,46395000000139-1-000056/2025,,"Aquisição e instalação de cancela automática equipada com motor de alta performance, com braço escamoteável de 3,50 metros. Qualquer divergência entre as especificações contidas no Aviso de dispensa eletrônica e as constantes no CATMAT/CATSER do COMPRASNet.",,Divulgada no PNCP,2025-07-24,,,
compras,2025,46395000000139,MUNICIPIO DE SAO PAULO,PMSP - SECRETARIA DO GOVERNO MUNICIPAL,46395000000139-1-000057/2025,,"Aquisição e instalação de janelas acústicas com desempenho de redução sonora mínima de 80%, destinadas à composição de ambientes com controle de ruído externo nas salas de coletiva, salas multiuso e salas administrativas localizadas no 1º pavimento, conforme especificações do Termo de referência do ",,Divulgada no PNCP,2025-07-29,,,
compras,2025,46395000000139,MUNICIPIO DE SAO PAULO,PMSP - SECRETARIA DO GOVERNO MUNICIPAL,46395000000139-1-000058/2025,,"A aquisição se faz necessária para utilização do e-CNPJ, certificado digital do tipo A1, Qualquer divergência entre as  especificações contidas no Edital de dispensa eletrônica e as constantes no CATMAT/CATSER do COMPRASNET prevalecerá  para todos os efeitos as do Aviso de dispensa eletrônica",,Divulgada no PNCP,2025-07-31,,,
compras,2025,46395000000139,MUNICIPIO DE SAO PAULO,PMSP - SECRETARIA DO GOVERNO MUNICIPAL,46395000000139-1-000059/2025,,Aquisição de mesas e púlpitos para o palco do auditório e sala de coletiva do 1º andar. Qualquer divergência entre as especificações contidas no Aviso de dispensa eletrônica e as constantes no CATMAT/CATSER do COMPRASNET prevalecerá para todos os efeitos as do Aviso de dispensa eletrônica.,,Divulgada no PNCP,2025-08-01,,,
compras,2025,46395000000139,MUNICIPIO DE SAO PAULO,PMSP - SECRETARIA DO GOVERNO MUNICIPAL,46395000000139-1-000060/2025,,"Contratação de empresa especializada para fornecimento e instalação de catracas eletrônicas e leitores de biometria facial, integrados ao sistema de controle de acesso, por meio de 06 (seis) passagens com 850 mm de largura, com portas em vidro temperado ou policarbonato com espessura de 12 mm.",,Divulgada no PNCP,2025-08-05,,,
compras,2025,46395000000139,MUNICIPIO DE SAO PAULO,PMSP - SECRETARIA DO GOVERNO MUNICIPAL,46395000000139-1-000061/2025,,"Aquisição e montagem de equipamentos para modernização das instalações da academia de ginástica e musculação, na Sede da Prefeitura Cidade de São Paulo, sito Viaduto do Cha nº 15 - Centro – São Paulo - Edifício Matarazzo  Considerando AUSÊNCIA de código específico para cada item no www.gov.br/compra",,Divulgada no PNCP,2025-08-11,,,
compras,2025,46395000000139,MUNICIPIO DE SAO PAULO,PMSP - SECRETARIA DO GOVERNO MUNICIPAL,46395000000139-1-000062/2025,,"Contratação de empresa especializada na prestação de serviços de telefonia móvel pessoal com dados, mensagens com acesso à internet, em banda larga móvel, sem fio com disponibilização de aparelhos em regime de comodato, tipo: celular/smartphone, e sim cards.  Considerando AUSÊNCIA de código específi",,Divulgada no PNCP,2025-08-11,,,
compras,2025,46395000000139,MUNICIPIO DE SAO PAULO,PMSP - SECRETARIA DO GOVERNO MUNICIPAL,46395000000139-1-000063/2025,,Aquisição de mesas para utilização nas salas de Coletiva e sala Multiuso do 1º andar. Qualquer divergência entre as especificações contidas no Edital de dispensa eletrônica e as constantes no CATMAT/CATSER do COMPRASNET prevalecerá para todos os efeitos do Aviso de dispensa eletrônica.,,Divulgada no PNCP,2025-08-11,,,
compras,2025,46395000000139,MUNICIPIO DE SAO PAULO,PMSP - SECRETARIA DO GOVERNO MUNICIPAL,46395000000139-1-000064/2025,,Contratação de empresa especializada para o fornecimento de 01 (uma) licença do Google Works pace Plus com serviços de registro e configuração de domínio personalizado. Qualquer divergência entre as especificações contidas no Edital de dispensa eletrônica e as constantes no CATMAT/CATSER do COMPRASN,,Divulgada no PNCP,2025-08-13,,,
compras,2025,46395000000139,MUNICIPIO DE SAO PAULO,PMSP - SECRETARIA DO GOVERNO MUNICIPAL,46395000000139-1-000065/2025,,"Contratação de empresa especializada em serviços de jardinagem, manutenção e conservação das áreas verdes; coleta e remoção de lixo e resíduos, com fornecimento de mão de obra comum e especializada, equipamentos, ferramentas, utensílios e veículos de apoio, a fim de atender as especificações e plano",,Divulgada no PNCP,2025-08-18,,,
compras,2025,46395000000139,MUNICIPIO DE SAO PAULO,PMSP - SECRETARIA DO GOVERNO MUNICIPAL,46395000000139-1-000066/2025,,"A aquisição de quadros decorativos destinados à ambientação das salas dos Secretários, salas de reuniões e salas de recepção, localizadas do térreo ao 12º andar do Edifício Matarazzo – Sede do Gabinete do Prefeito. Qualquer divergência entre as especificações contidas no Edital de dispensa eletrônic",,Divulgada no PNCP,2025-08-19,,,
compras,2025,46395000000139,MUNICIPIO DE SAO PAULO,PMSP - SECRETARIA DO GOVERNO MUNICIPAL,46395000000139-1-000067/2025,,"Aquisição de quadros decorativos destinados à ambientação das salas dos Secretários, salas de reuniões e salas de recepção. Qualquer divergência entre as especificações contidas no Edital de dispensa eletrônica e as constantes no CATMAT/CATSER do COMPRASNET prevalecerá para todos os efeitos do Aviso",,Divulgada no PNCP,2025-08-20,,,
compras,2025,46395000000139,MUNICIPIO DE SAO PAULO,PMSP - SECRETARIA DO GOVERNO MUNICIPAL,46395000000139-1-000068/2025,,Aquisição de Materiais de Escritório. Qualquer divergência entre as especificações contidas no Edital de dispensa eletrônica e as constantes no CATMAT/CATSER do COMPRASNET prevalecerá para todos os efeitos do Aviso de dispensa eletrônica.,,Divulgada no PNCP,2025-08-22,,,
compras,2025,46395000000139,MUNICIPIO DE SAO PAULO,PMSP - SECRETARIA DO GOVERNO MUNICIPAL,46395000000139-1-000069/2025,,Aquisição de Divisoria Tipo Naval - Incluindo todos os materiais conforme especificação. Qualquer divergência entre as especificações contidas no Edital de dispensa eletrônica e as constantes no CATMAT/CATSER do COMPRASNET prevalecerá para todos os efeitos do Aviso de dispensa eletrônica.,,Divulgada no PNCP,2025-08-27,,,
compras,2025,46395000000139,MUNICIPIO DE SAO PAULO,PMSP - SECRETARIA DO GOVERNO MUNICIPAL,46395000000139-1-000070/2025,,"Aquisições de Licenças de Softwares – 2025  Considerando AUSÊNCIA de código específico para cada item no www.gov.br/compras, solicitamos que para a formação da proposta de preços e o registro no sistema, o licitante baseie-se EXCLUSIVAMENTE, nas informações nas ESPECIFICAÇÕES.",,Divulgada no PNCP,2025-08-28,,,
compras,2025,46395000000139,MUNICIPIO DE SAO PAULO,PMSP - SECRETARIA DO GOVERNO MUNICIPAL,46395000000139-1-000071/2025,,Aquisição de Materiais de Copa e Cozinha.Qualquer divergência entre as especificações contidas no Edital de dispensa eletrônica e as constantes no CATMAT/CATSER do COMPRASNET prevalecerá para todos os efeitos do Aviso de dispensa eletrônica.,,Divulgada no PNCP,2025-08-29,,,
compras,2025,46395000000139,MUNICIPIO DE SAO PAULO,PMSP - SECRETARIA DO GOVERNO MUNICIPAL,46395000000139-1-000072/2025,,"Contratação de empresa especializada em produção de eventos e locação de equipamentos profissionais de som, vídeo e iluminação e a prestação de serviços técnico especializado para eventos no Edifício Matarazzo.  Considerando AUSÊNCIA de código específico para cada item no www.gov.br/compras, solicit",,Divulgada no PNCP,2025-09-03,,,
