Subfuncao,Empenhada,Liquidada,Paga,Restos_Nao_Processados,Restos_Processados,Fonte_URL
06 - Segurança Pública,"29.581.632,82","28.305.747,73","26.634.849,59","1.275.885,09","1.670.898,14",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2019&id_ente=3513801
06.122 - Administração Geral,"233.078,24","232.138,48","91.498,80","939,76","140.639,68",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2019&id_ente=3513801
06.181 - Policiamento,"27.700.055,02","27.329.828,57","25.986.182,60","370.226,45","1.343.645,97",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2019&id_ente=3513801
06.182 - Defesa Civil,"1.648.499,56","743.780,68","557.168,19","904.718,88","186.612,49",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2019&id_ente=3513801
