Subfuncao,Empenhada,Liquidada,Paga,Restos_Nao_Processados,Restos_Processados,Fonte_URL
06 - Segurança Pública,"29.487.918,43","29.229.783,65","27.488.910,00","258.134,78","1.740.873,65",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2018&id_ente=3513801
06.122 - Administração Geral,"343.888,62","343.888,62","4.587,70","0,00","339.300,92",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2018&id_ente=3513801
06.181 - Policiamento,"28.209.953,67","28.035.573,30","26.968.568,10","174.380,37","1.067.005,20",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2018&id_ente=3513801
06.182 - Defesa Civil,"934.076,14","850.321,73","515.754,20","83.754,41","334.567,53",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2018&id_ente=3513801
