Subfuncao,Empenhada,Liquidada,Paga,Restos_Nao_Processados,Restos_Processados,Fonte_URL
06 - Segurança Pública,"53.894.155,63","53.868.474,20","53.053.310,21","25.681,43","815.163,99",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2024&id_ente=3513801
06.122 - Administração Geral,"388.598,96","362.919,53","335.166,06","25.679,43","27.753,47",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2024&id_ente=3513801
06.181 - Policiamento,"52.851.060,56","52.851.058,56","52.079.216,67","2,00","771.841,89",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2024&id_ente=3513801
06.182 - Defesa Civil,"654.496,11","654.496,11","638.927,48","0,00","15.568,63",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2024&id_ente=3513801
