Subfuncao,Empenhada,Liquidada,Paga,Restos_Nao_Processados,Restos_Processados,Fonte_URL
06 - Segurança Pública,"31.322.987,93","30.595.911,97","29.023.621,91","727.075,96","1.572.290,06",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2020&id_ente=3513801
06.122 - Administração Geral,"148.317,98","147.276,14","0,00","1.041,84","147.276,14",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2020&id_ente=3513801
06.181 - Policiamento,"30.509.854,41","29.853.395,81","28.468.892,91","656.458,60","1.384.502,90",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2020&id_ente=3513801
06.182 - Defesa Civil,"664.815,54","595.240,02","554.729,00","69.575,52","40.511,02",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2020&id_ente=3513801
