Subfuncao,Empenhada,Liquidada,Paga,Restos_Nao_Processados,Restos_Processados,Fonte_URL
06 - Segurança Pública,"35.373.127,73","35.066.070,69","31.617.094,81","0,00","0,00",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2016&id_ente=3513801
06.122 - Administração Geral,"29.785.559,20","29.785.559,20","27.324.598,45","0,00","0,00",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2016&id_ente=3513801
06.181 - Policiamento,"1.441.113,85","1.227.577,05","676.302,31","0,00","0,00",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2016&id_ente=3513801
06.182 - Defesa Civil,"959.256,19","898.249,89","742.835,15","0,00","0,00",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2016&id_ente=3513801
06.999 - Demais Subfunções Segurança Pública,"3.187.198,49","3.154.684,55","2.873.358,90","0,00","0,00",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2016&id_ente=3513801
