Subfuncao,Empenhada,Liquidada,Paga,Restos_Nao_Processados,Restos_Processados,Fonte_URL
06 - Segurança Pública,"32.618.308,74","32.058.442,52","29.819.490,88","0,00","0,00",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2015&id_ente=3513801
06.181 - Policiamento,"1.113.615,70","986.177,59","746.204,79","0,00","0,00",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2015&id_ente=3513801
06.182 - Defesa Civil,"1.099.753,30","970.397,24","945.996,25","0,00","0,00",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2015&id_ente=3513801
06.999 - Demais Subfunções Segurança Pública,"30.404.939,74","30.101.867,69","28.127.289,84","0,00","0,00",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2015&id_ente=3513801
