arquivo,area,ano,municipio,fonte_url,fonte_arquivo,script_extracao,validado_por,validado_em,sha256_raw,autorizado_por,status,observacao
receitas_paulinia_2020.csv,receita,2020,paulinia,https://siconfi.tesouro.gov.br/,(extracted) receitas_paulinia_2020.csv,pipelines/extrator_receita.py,opus-crosscheck-tce-siconfi,2026-06-01,61fa8b28ad574f85880a2c2575cbe8ae08adb6f3888b283f1bf450229c271a89,mantenedor,validated,QA 2026-06-01: cross-check TCE x SICONFI; sha256 do CSV extracted promovido
receitas_paulinia_2021.csv,receita,2021,paulinia,https://siconfi.tesouro.gov.br/,(extracted) receitas_paulinia_2021.csv,pipelines/extrator_receita.py,opus-crosscheck-tce-siconfi,2026-06-01,0fbb3df3c663c93aa4b3441f66e501d2953645ec696a5d82c031581dc7861c13,mantenedor,validated,QA 2026-06-01: cross-check TCE x SICONFI; sha256 do CSV extracted promovido
receitas_paulinia_2022.csv,receita,2022,paulinia,https://siconfi.tesouro.gov.br/,(extracted) receitas_paulinia_2022.csv,pipelines/extrator_receita.py,opus-crosscheck-tce-siconfi,2026-06-01,50e656f04ee201b2d896c21f7473780290146a26d13ec621c4f94f70a118b30a,mantenedor,validated,QA 2026-06-01: cross-check TCE x SICONFI; sha256 do CSV extracted promovido
receitas_paulinia_2023.csv,receita,2023,paulinia,https://siconfi.tesouro.gov.br/,(extracted) receitas_paulinia_2023.csv,pipelines/extrator_receita.py,opus-crosscheck-tce-siconfi,2026-06-01,eaa9dfda6ad6d3c4bd881ee08f0a1f49e1558d7feb98e5adc4d50c2c20c8c7a2,mantenedor,validated,QA 2026-06-01: cross-check TCE x SICONFI; sha256 do CSV extracted promovido
receitas_paulinia_2024.csv,receita,2024,paulinia,https://siconfi.tesouro.gov.br/,(extracted) receitas_paulinia_2024.csv,pipelines/extrator_receita.py,opus-crosscheck-tce-siconfi,2026-06-01,f77631cb2ff5e72d02ddda4720729e1d403fb5b1df4a7f497a24927c908628a5,mantenedor,validated,QA 2026-06-01: cross-check TCE x SICONFI; sha256 do CSV extracted promovido
receitas_paulinia_2025.csv,receita,2025,paulinia,https://siconfi.tesouro.gov.br/,(extracted) receitas_paulinia_2025.csv,pipelines/extrator_receita.py,opus-crosscheck-tce-siconfi,2026-06-01,efafa546b5c99fdad08fb98e8aa7f3f4e7d1dbcac7afe54df8c477cca5cda0ea,mantenedor,validated,QA 2026-06-01: cross-check TCE x SICONFI; sha256 do CSV extracted promovido
despesas_executivo_paulinia_2020.csv,executivo,2020,paulinia,https://siconfi.tesouro.gov.br/,(extracted) despesas_executivo_paulinia_2020.csv,pipelines/extrator_executivo.py,opus-crosscheck-tce-siconfi,2026-06-01,405fd3c1158135b261314443c83187cefe6c8da811a25deadf5b6d446e72767e,mantenedor,validated,QA 2026-06-01: cross-check TCE x SICONFI; sha256 do CSV extracted promovido
despesas_executivo_paulinia_2021.csv,executivo,2021,paulinia,https://siconfi.tesouro.gov.br/,(extracted) despesas_executivo_paulinia_2021.csv,pipelines/extrator_executivo.py,opus-crosscheck-tce-siconfi,2026-06-01,c34f9d5f8ba86b444aff99de650653ee3a74e28076ca7e1903070cde09fe45cc,mantenedor,validated,QA 2026-06-01: cross-check TCE x SICONFI; sha256 do CSV extracted promovido
despesas_executivo_paulinia_2022.csv,executivo,2022,paulinia,https://siconfi.tesouro.gov.br/,(extracted) despesas_executivo_paulinia_2022.csv,pipelines/extrator_executivo.py,opus-crosscheck-tce-siconfi,2026-06-01,1fcdeb94015b1585497f4c3a95562eb79fe264d0aef78a6b49792cf2523ed1a7,mantenedor,validated,QA 2026-06-01: cross-check TCE x SICONFI; sha256 do CSV extracted promovido
despesas_executivo_paulinia_2023.csv,executivo,2023,paulinia,https://siconfi.tesouro.gov.br/,(extracted) despesas_executivo_paulinia_2023.csv,pipelines/extrator_executivo.py,opus-crosscheck-tce-siconfi,2026-06-01,381c0e011a03d4cd42174d4dd36a7a50213446775fc2e43921e1b40e92348bc9,mantenedor,validated,QA 2026-06-01: cross-check TCE x SICONFI; sha256 do CSV extracted promovido
