exercicio,anexo,cod_conta,conta,coluna,valor,instituicao,uf
2023,DCA-Anexo I-C,RI7.2.1.5.50.0.0,7.2.1.5.50.0.0 - Contribuição Patronal - Servidor Civil Inativo e Pensionistas,Receitas Brutas Realizadas,1253908.62,Prefeitura Municipal de Sorocaba - SP,SP
2023,DCA-Anexo I-C,RI7.2.1.5.50.1.0,7.2.1.5.50.1.0 - Contribuição Patronal - Servidor Civil - Inativo,Receitas Brutas Realizadas,907041.8,Prefeitura Municipal de Sorocaba - SP,SP
2023,DCA-Anexo I-C,RI7.2.1.5.50.2.0,7.2.1.5.50.2.0 - Contribuição Patronal - Servidor Civil - Pensionistas,Receitas Brutas Realizadas,346866.82,Prefeitura Municipal de Sorocaba - SP,SP
2023,DCA-Anexo I-C,RI7.2.1.9.00.0.0,7.2.1.9.00.0.0 - Outras Contribuições Sociais,Receitas Brutas Realizadas,59058714.67,Prefeitura Municipal de Sorocaba - SP,SP
2023,DCA-Anexo I-C,RI7.6.0.0.00.0.0,7.6.0.0.00.0.0 - Receita de Serviços,Receitas Brutas Realizadas,169962.4,Prefeitura Municipal de Sorocaba - SP,SP
2023,DCA-Anexo I-C,RI7.6.3.0.00.0.0,7.6.3.0.00.0.0 - Serviços e Atividades Referentes à Saúde,Receitas Brutas Realizadas,169962.4,Prefeitura Municipal de Sorocaba - SP,SP
2023,DCA-Anexo I-C,RI7.6.3.1.00.0.0,7.6.3.1.00.0.0 - Serviços de Atendimento à Saúde,Receitas Brutas Realizadas,169962.4,Prefeitura Municipal de Sorocaba - SP,SP
2023,DCA-Anexo I-C,RI7.6.3.1.99.0.0,7.6.3.1.99.0.0 - Outros Serviços de Atendimento à Saúde,Receitas Brutas Realizadas,169962.4,Prefeitura Municipal de Sorocaba - SP,SP
2023,DCA-Anexo I-C,RI7.9.0.0.00.0.0,7.9.0.0.00.0.0 - Outras Receitas Correntes,Receitas Brutas Realizadas,3036.93,Prefeitura Municipal de Sorocaba - SP,SP
2023,DCA-Anexo I-C,RI7.9.9.0.00.0.0,7.9.9.0.00.0.0 - Demais Receitas Correntes,Receitas Brutas Realizadas,3036.93,Prefeitura Municipal de Sorocaba - SP,SP
2023,DCA-Anexo I-C,RI7.9.9.9.00.0.0,7.9.9.9.00.0.0 - Outras Receitas Correntes,Receitas Brutas Realizadas,3036.93,Prefeitura Municipal de Sorocaba - SP,SP
2023,DCA-Anexo I-C,RI7.9.9.9.99.0.0,7.9.9.9.99.0.0 - Outras Receitas,Receitas Brutas Realizadas,3036.93,Prefeitura Municipal de Sorocaba - SP,SP
2023,DCA-Anexo I-C,RI7.9.9.9.99.2.0,7.9.9.9.99.2.0 - Outras Receitas Não Arrecadadas e Não Projetadas pela RFB - Primárias,Receitas Brutas Realizadas,3036.93,Prefeitura Municipal de Sorocaba - SP,SP
2023,DCA-Anexo I-C,TotalReceitas,TOTAL DAS RECEITAS (III) = (I + II),Receitas Brutas Realizadas,4757138969.69,Prefeitura Municipal de Sorocaba - SP,SP
2023,DCA-Anexo I-C,TotalReceitas,TOTAL DAS RECEITAS (III) = (I + II),Deduções - FUNDEB,214005374.73,Prefeitura Municipal de Sorocaba - SP,SP
2023,DCA-Anexo I-C,TotalReceitas,TOTAL DAS RECEITAS (III) = (I + II),Outras Deduções da Receita,20414005.17,Prefeitura Municipal de Sorocaba - SP,SP
2023,DCA-Anexo I-D,TotalDespesas,Total Geral da Despesa,Despesas Empenhadas,4415422993.68,Prefeitura Municipal de Sorocaba - SP,SP
2023,DCA-Anexo I-D,TotalDespesas,Total Geral da Despesa,Despesas Liquidadas,4300417117.29,Prefeitura Municipal de Sorocaba - SP,SP
2023,DCA-Anexo I-D,TotalDespesas,Total Geral da Despesa,Despesas Pagas,4239267946.69,Prefeitura Municipal de Sorocaba - SP,SP
2023,DCA-Anexo I-D,TotalDespesas,Total Geral da Despesa,Inscrição de Restos a Pagar Não Processados,115005876.39,Prefeitura Municipal de Sorocaba - SP,SP
2023,DCA-Anexo I-D,TotalDespesas,Total Geral da Despesa,Inscrição de Restos a Pagar Processados,61149170.6,Prefeitura Municipal de Sorocaba - SP,SP
2023,DCA-Anexo I-D,DO3.0.00.00.00.00,3.0.00.00.00 - Despesas Correntes,Despesas Empenhadas,4186139505.51,Prefeitura Municipal de Sorocaba - SP,SP
2023,DCA-Anexo I-D,DO3.0.00.00.00.00,3.0.00.00.00 - Despesas Correntes,Despesas Liquidadas,4098857760.92,Prefeitura Municipal de Sorocaba - SP,SP
2023,DCA-Anexo I-D,DO3.0.00.00.00.00,3.0.00.00.00 - Despesas Correntes,Despesas Pagas,4040056247.75,Prefeitura Municipal de Sorocaba - SP,SP
2023,DCA-Anexo I-D,DO3.0.00.00.00.00,3.0.00.00.00 - Despesas Correntes,Inscrição de Restos a Pagar Não Processados,87281744.59,Prefeitura Municipal de Sorocaba - SP,SP
2023,DCA-Anexo I-D,DO3.0.00.00.00.00,3.0.00.00.00 - Despesas Correntes,Inscrição de Restos a Pagar Processados,58801513.17,Prefeitura Municipal de Sorocaba - SP,SP
2023,DCA-Anexo I-D,DO3.1.00.00.00.00,3.1.00.00.00 - Pessoal e Encargos Sociais,Despesas Empenhadas,2004518759.15,Prefeitura Municipal de Sorocaba - SP,SP
2023,DCA-Anexo I-D,DO3.1.00.00.00.00,3.1.00.00.00 - Pessoal e Encargos Sociais,Despesas Liquidadas,2003395854.87,Prefeitura Municipal de Sorocaba - SP,SP
2023,DCA-Anexo I-D,DO3.1.00.00.00.00,3.1.00.00.00 - Pessoal e Encargos Sociais,Despesas Pagas,1970025420.51,Prefeitura Municipal de Sorocaba - SP,SP
2023,DCA-Anexo I-D,DO3.1.00.00.00.00,3.1.00.00.00 - Pessoal e Encargos Sociais,Inscrição de Restos a Pagar Não Processados,1122904.28,Prefeitura Municipal de Sorocaba - SP,SP
2023,DCA-Anexo I-D,DO3.1.00.00.00.00,3.1.00.00.00 - Pessoal e Encargos Sociais,Inscrição de Restos a Pagar Processados,33370434.36,Prefeitura Municipal de Sorocaba - SP,SP
2023,DCA-Anexo I-D,DO3.1.90.00.00.00,3.1.90.00.00 - Aplicações Diretas,Despesas Empenhadas,1763639855.87,Prefeitura Municipal de Sorocaba - SP,SP
2023,DCA-Anexo I-D,DO3.1.90.00.00.00,3.1.90.00.00 - Aplicações Diretas,Despesas Liquidadas,1763581458.53,Prefeitura Municipal de Sorocaba - SP,SP
2023,DCA-Anexo I-D,DO3.1.90.00.00.00,3.1.90.00.00 - Aplicações Diretas,Despesas Pagas,1761499863.34,Prefeitura Municipal de Sorocaba - SP,SP
2023,DCA-Anexo I-D,DO3.1.90.00.00.00,3.1.90.00.00 - Aplicações Diretas,Inscrição de Restos a Pagar Não Processados,58397.34,Prefeitura Municipal de Sorocaba - SP,SP
2023,DCA-Anexo I-D,DO3.1.90.00.00.00,3.1.90.00.00 - Aplicações Diretas,Inscrição de Restos a Pagar Processados,2081595.19,Prefeitura Municipal de Sorocaba - SP,SP
2023,DCA-Anexo I-D,DO3.1.90.01.00.00,"3.1.90.01.00 - Aposentadorias do RPPS, Reserva Remunerada e Reformas dos Militares",Despesas Empenhadas,469330809.59,Prefeitura Municipal de Sorocaba - SP,SP
2023,DCA-Anexo I-D,DO3.1.90.01.00.00,"3.1.90.01.00 - Aposentadorias do RPPS, Reserva Remunerada e Reformas dos Militares",Despesas Liquidadas,469330809.59,Prefeitura Municipal de Sorocaba - SP,SP
2023,DCA-Anexo I-D,DO3.1.90.01.00.00,"3.1.90.01.00 - Aposentadorias do RPPS, Reserva Remunerada e Reformas dos Militares",Despesas Pagas,469330809.59,Prefeitura Municipal de Sorocaba - SP,SP
2023,DCA-Anexo I-D,DO3.1.90.03.00.00,3.1.90.03.00 - Pensões do RPPS e do Militar,Despesas Empenhadas,61375450.41,Prefeitura Municipal de Sorocaba - SP,SP
2023,DCA-Anexo I-D,DO3.1.90.03.00.00,3.1.90.03.00 - Pensões do RPPS e do Militar,Despesas Liquidadas,61375450.41,Prefeitura Municipal de Sorocaba - SP,SP
2023,DCA-Anexo I-D,DO3.1.90.03.00.00,3.1.90.03.00 - Pensões do RPPS e do Militar,Despesas Pagas,61375450.41,Prefeitura Municipal de Sorocaba - SP,SP
2023,DCA-Anexo I-D,DO3.1.90.11.00.00,3.1.90.11.00 - Vencimentos e Vantagens Fixas - Pessoal Civil,Despesas Empenhadas,1122790637.55,Prefeitura Municipal de Sorocaba - SP,SP
2023,DCA-Anexo I-D,DO3.1.90.11.00.00,3.1.90.11.00 - Vencimentos e Vantagens Fixas - Pessoal Civil,Despesas Liquidadas,1122790549.39,Prefeitura Municipal de Sorocaba - SP,SP
2023,DCA-Anexo I-D,DO3.1.90.11.00.00,3.1.90.11.00 - Vencimentos e Vantagens Fixas - Pessoal Civil,Despesas Pagas,1122296127.61,Prefeitura Municipal de Sorocaba - SP,SP
2023,DCA-Anexo I-D,DO3.1.90.11.00.00,3.1.90.11.00 - Vencimentos e Vantagens Fixas - Pessoal Civil,Inscrição de Restos a Pagar Não Processados,88.16,Prefeitura Municipal de Sorocaba - SP,SP
2023,DCA-Anexo I-D,DO3.1.90.11.00.00,3.1.90.11.00 - Vencimentos e Vantagens Fixas - Pessoal Civil,Inscrição de Restos a Pagar Processados,494421.78,Prefeitura Municipal de Sorocaba - SP,SP
2023,DCA-Anexo I-D,DO3.1.90.13.00.00,3.1.90.13.00 - Obrigações Patronais,Despesas Empenhadas,26334015.57,Prefeitura Municipal de Sorocaba - SP,SP
2023,DCA-Anexo I-D,DO3.1.90.13.00.00,3.1.90.13.00 - Obrigações Patronais,Despesas Liquidadas,26334015.57,Prefeitura Municipal de Sorocaba - SP,SP
2023,DCA-Anexo I-D,DO3.1.90.13.00.00,3.1.90.13.00 - Obrigações Patronais,Despesas Pagas,24776611.45,Prefeitura Municipal de Sorocaba - SP,SP
2023,DCA-Anexo I-D,DO3.1.90.13.00.00,3.1.90.13.00 - Obrigações Patronais,Inscrição de Restos a Pagar Processados,1557404.12,Prefeitura Municipal de Sorocaba - SP,SP
2023,DCA-Anexo I-D,DO3.1.90.13.01.00,3.1.90.13.01 - FGTS,Despesas Empenhadas,4827916.76,Prefeitura Municipal de Sorocaba - SP,SP
2023,DCA-Anexo I-D,DO3.1.90.13.01.00,3.1.90.13.01 - FGTS,Despesas Liquidadas,4827916.76,Prefeitura Municipal de Sorocaba - SP,SP
2023,DCA-Anexo I-D,DO3.1.90.13.01.00,3.1.90.13.01 - FGTS,Despesas Pagas,4599888,Prefeitura Municipal de Sorocaba - SP,SP
2023,DCA-Anexo I-D,DO3.1.90.13.01.00,3.1.90.13.01 - FGTS,Inscrição de Restos a Pagar Processados,228028.76,Prefeitura Municipal de Sorocaba - SP,SP
2023,DCA-Anexo I-D,DO3.1.90.13.02.00,3.1.90.13.02 - Contribuições Previdenciárias - INSS,Despesas Empenhadas,21497450.03,Prefeitura Municipal de Sorocaba - SP,SP
2023,DCA-Anexo I-D,DO3.1.90.13.02.00,3.1.90.13.02 - Contribuições Previdenciárias - INSS,Despesas Liquidadas,21497450.03,Prefeitura Municipal de Sorocaba - SP,SP
2023,DCA-Anexo I-D,DO3.1.90.13.02.00,3.1.90.13.02 - Contribuições Previdenciárias - INSS,Despesas Pagas,20168497.28,Prefeitura Municipal de Sorocaba - SP,SP
2023,DCA-Anexo I-D,DO3.1.90.13.02.00,3.1.90.13.02 - Contribuições Previdenciárias - INSS,Inscrição de Restos a Pagar Processados,1328952.75,Prefeitura Municipal de Sorocaba - SP,SP
2023,DCA-Anexo I-D,DO3.1.90.13.08.00,3.1.90.13.08 - Contribuições Previdenciárias - RPPS - Pessoal Ativo,Despesas Empenhadas,6958.34,Prefeitura Municipal de Sorocaba - SP,SP
2023,DCA-Anexo I-D,DO3.1.90.13.08.00,3.1.90.13.08 - Contribuições Previdenciárias - RPPS - Pessoal Ativo,Despesas Liquidadas,6958.34,Prefeitura Municipal de Sorocaba - SP,SP
2023,DCA-Anexo I-D,DO3.1.90.13.08.00,3.1.90.13.08 - Contribuições Previdenciárias - RPPS - Pessoal Ativo,Despesas Pagas,6958.34,Prefeitura Municipal de Sorocaba - SP,SP
2023,DCA-Anexo I-D,DO3.1.90.13.99.00,3.1.90.13.99 - Outras Obrigações Patronais,Despesas Empenhadas,1690.44,Prefeitura Municipal de Sorocaba - SP,SP
2023,DCA-Anexo I-D,DO3.1.90.13.99.00,3.1.90.13.99 - Outras Obrigações Patronais,Despesas Liquidadas,1690.44,Prefeitura Municipal de Sorocaba - SP,SP
2023,DCA-Anexo I-D,DO3.1.90.13.99.00,3.1.90.13.99 - Outras Obrigações Patronais,Despesas Pagas,1267.83,Prefeitura Municipal de Sorocaba - SP,SP
2023,DCA-Anexo I-D,DO3.1.90.13.99.00,3.1.90.13.99 - Outras Obrigações Patronais,Inscrição de Restos a Pagar Processados,422.61,Prefeitura Municipal de Sorocaba - SP,SP
2023,DCA-Anexo I-D,DO3.1.90.16.00.00,3.1.90.16.00 - Outras Despesas Variáveis - Pessoal Civil,Despesas Empenhadas,55557675.36,Prefeitura Municipal de Sorocaba - SP,SP
2023,DCA-Anexo I-D,DO3.1.90.16.00.00,3.1.90.16.00 - Outras Despesas Variáveis - Pessoal Civil,Despesas Liquidadas,55514210.65,Prefeitura Municipal de Sorocaba - SP,SP
2023,DCA-Anexo I-D,DO3.1.90.16.00.00,3.1.90.16.00 - Outras Despesas Variáveis - Pessoal Civil,Despesas Pagas,55507375.75,Prefeitura Municipal de Sorocaba - SP,SP
2023,DCA-Anexo I-D,DO3.1.90.16.00.00,3.1.90.16.00 - Outras Despesas Variáveis - Pessoal Civil,Inscrição de Restos a Pagar Não Processados,43464.71,Prefeitura Municipal de Sorocaba - SP,SP
2023,DCA-Anexo I-D,DO3.1.90.16.00.00,3.1.90.16.00 - Outras Despesas Variáveis - Pessoal Civil,Inscrição de Restos a Pagar Processados,6834.9,Prefeitura Municipal de Sorocaba - SP,SP
2023,DCA-Anexo I-D,DO3.1.90.91.00.00,3.1.90.91.00 - Sentenças Judiciais,Despesas Empenhadas,20668649.5,Prefeitura Municipal de Sorocaba - SP,SP
2023,DCA-Anexo I-D,DO3.1.90.91.00.00,3.1.90.91.00 - Sentenças Judiciais,Despesas Liquidadas,20653813.28,Prefeitura Municipal de Sorocaba - SP,SP
2023,DCA-Anexo I-D,DO3.1.90.91.00.00,3.1.90.91.00 - Sentenças Judiciais,Despesas Pagas,20653813.28,Prefeitura Municipal de Sorocaba - SP,SP
2023,DCA-Anexo I-D,DO3.1.90.91.00.00,3.1.90.91.00 - Sentenças Judiciais,Inscrição de Restos a Pagar Não Processados,14836.22,Prefeitura Municipal de Sorocaba - SP,SP
2023,DCA-Anexo I-D,DO3.1.90.94.00.00,3.1.90.94.00 - Indenizações e Restituições Trabalhistas,Despesas Empenhadas,7582617.89,Prefeitura Municipal de Sorocaba - SP,SP
2023,DCA-Anexo I-D,DO3.1.90.94.00.00,3.1.90.94.00 - Indenizações e Restituições Trabalhistas,Despesas Liquidadas,7582609.64,Prefeitura Municipal de Sorocaba - SP,SP
2023,DCA-Anexo I-D,DO3.1.90.94.00.00,3.1.90.94.00 - Indenizações e Restituições Trabalhistas,Despesas Pagas,7559675.25,Prefeitura Municipal de Sorocaba - SP,SP
2023,DCA-Anexo I-D,DO3.1.90.94.00.00,3.1.90.94.00 - Indenizações e Restituições Trabalhistas,Inscrição de Restos a Pagar Não Processados,8.25,Prefeitura Municipal de Sorocaba - SP,SP
2023,DCA-Anexo I-D,DO3.1.90.94.00.00,3.1.90.94.00 - Indenizações e Restituições Trabalhistas,Inscrição de Restos a Pagar Processados,22934.39,Prefeitura Municipal de Sorocaba - SP,SP
2023,DCA-Anexo I-D,DI3.1.91.00.00.00,"3.1.91.00.00 - Aplicação Direta Decorrente de Operação entre Órgãos, Fundos e Entidades Integrantes dos Orçamentos Fiscal e da Seguridade Social",Despesas Empenhadas,240878903.28,Prefeitura Municipal de Sorocaba - SP,SP
2023,DCA-Anexo I-D,DI3.1.91.00.00.00,"3.1.91.00.00 - Aplicação Direta Decorrente de Operação entre Órgãos, Fundos e Entidades Integrantes dos Orçamentos Fiscal e da Seguridade Social",Despesas Liquidadas,239814396.34,Prefeitura Municipal de Sorocaba - SP,SP
2023,DCA-Anexo I-D,DI3.1.91.00.00.00,"3.1.91.00.00 - Aplicação Direta Decorrente de Operação entre Órgãos, Fundos e Entidades Integrantes dos Orçamentos Fiscal e da Seguridade Social",Despesas Pagas,208525557.17,Prefeitura Municipal de Sorocaba - SP,SP
2023,DCA-Anexo I-D,DI3.1.91.00.00.00,"3.1.91.00.00 - Aplicação Direta Decorrente de Operação entre Órgãos, Fundos e Entidades Integrantes dos Orçamentos Fiscal e da Seguridade Social",Inscrição de Restos a Pagar Não Processados,1064506.94,Prefeitura Municipal de Sorocaba - SP,SP
2023,DCA-Anexo I-D,DI3.1.91.00.00.00,"3.1.91.00.00 - Aplicação Direta Decorrente de Operação entre Órgãos, Fundos e Entidades Integrantes dos Orçamentos Fiscal e da Seguridade Social",Inscrição de Restos a Pagar Processados,31288839.17,Prefeitura Municipal de Sorocaba - SP,SP
2023,DCA-Anexo I-D,DI3.1.91.13.00.00,3.1.91.13.00 - Contribuições Patronais,Despesas Empenhadas,240878903.28,Prefeitura Municipal de Sorocaba - SP,SP
2023,DCA-Anexo I-D,DI3.1.91.13.00.00,3.1.91.13.00 - Contribuições Patronais,Despesas Liquidadas,239814396.34,Prefeitura Municipal de Sorocaba - SP,SP
2023,DCA-Anexo I-D,DI3.1.91.13.00.00,3.1.91.13.00 - Contribuições Patronais,Despesas Pagas,208525557.17,Prefeitura Municipal de Sorocaba - SP,SP
2023,DCA-Anexo I-D,DI3.1.91.13.00.00,3.1.91.13.00 - Contribuições Patronais,Inscrição de Restos a Pagar Não Processados,1064506.94,Prefeitura Municipal de Sorocaba - SP,SP
2023,DCA-Anexo I-D,DI3.1.91.13.00.00,3.1.91.13.00 - Contribuições Patronais,Inscrição de Restos a Pagar Processados,31288839.17,Prefeitura Municipal de Sorocaba - SP,SP
2023,DCA-Anexo I-D,DI3.1.91.13.08.00,3.1.91.13.08 - Contribuições previdenciárias - RPPS - pessoal ativo - plano previdenciário,Despesas Empenhadas,182780047.42,Prefeitura Municipal de Sorocaba - SP,SP
2023,DCA-Anexo I-D,DI3.1.91.13.08.00,3.1.91.13.08 - Contribuições previdenciárias - RPPS - pessoal ativo - plano previdenciário,Despesas Liquidadas,182496174.02,Prefeitura Municipal de Sorocaba - SP,SP
2023,DCA-Anexo I-D,DI3.1.91.13.08.00,3.1.91.13.08 - Contribuições previdenciárias - RPPS - pessoal ativo - plano previdenciário,Despesas Pagas,156760264.22,Prefeitura Municipal de Sorocaba - SP,SP
2023,DCA-Anexo I-D,DI3.1.91.13.08.00,3.1.91.13.08 - Contribuições previdenciárias - RPPS - pessoal ativo - plano previdenciário,Inscrição de Restos a Pagar Não Processados,283873.4,Prefeitura Municipal de Sorocaba - SP,SP
2023,DCA-Anexo I-D,DI3.1.91.13.08.00,3.1.91.13.08 - Contribuições previdenciárias - RPPS - pessoal ativo - plano previdenciário,Inscrição de Restos a Pagar Processados,25735909.8,Prefeitura Municipal de Sorocaba - SP,SP
2023,DCA-Anexo I-D,DI3.1.91.13.11.00,3.1.91.13.11 - Contribuições previdenciárias - RPPS - pessoal ativo - plano financeiro,Despesas Empenhadas,896632.34,Prefeitura Municipal de Sorocaba - SP,SP
2023,DCA-Anexo I-D,DI3.1.91.13.11.00,3.1.91.13.11 - Contribuições previdenciárias - RPPS - pessoal ativo - plano financeiro,Despesas Liquidadas,896632.34,Prefeitura Municipal de Sorocaba - SP,SP
2023,DCA-Anexo I-D,DI3.1.91.13.11.00,3.1.91.13.11 - Contribuições previdenciárias - RPPS - pessoal ativo - plano financeiro,Despesas Pagas,896632.34,Prefeitura Municipal de Sorocaba - SP,SP
2023,DCA-Anexo I-D,DI3.1.91.13.12.00,3.1.91.13.12 - Contribuições previdenciárias - RPPS - pessoal inativo e pensionista - plano financeiro,Despesas Empenhadas,656866.07,Prefeitura Municipal de Sorocaba - SP,SP
2023,DCA-Anexo I-D,DI3.1.91.13.12.00,3.1.91.13.12 - Contribuições previdenciárias - RPPS - pessoal inativo e pensionista - plano financeiro,Despesas Liquidadas,656866.07,Prefeitura Municipal de Sorocaba - SP,SP
2023,DCA-Anexo I-D,DI3.1.91.13.12.00,3.1.91.13.12 - Contribuições previdenciárias - RPPS - pessoal inativo e pensionista - plano financeiro,Despesas Pagas,656866.07,Prefeitura Municipal de Sorocaba - SP,SP
2023,DCA-Anexo I-D,DI3.1.91.13.99.00,3.1.91.13.99 - Outras Obrigações Patronais - Intraorçamentária,Despesas Empenhadas,56545357.45,Prefeitura Municipal de Sorocaba - SP,SP
2023,DCA-Anexo I-D,DI3.1.91.13.99.00,3.1.91.13.99 - Outras Obrigações Patronais - Intraorçamentária,Despesas Liquidadas,55764723.91,Prefeitura Municipal de Sorocaba - SP,SP
2023,DCA-Anexo I-D,DI3.1.91.13.99.00,3.1.91.13.99 - Outras Obrigações Patronais - Intraorçamentária,Despesas Pagas,50211794.54,Prefeitura Municipal de Sorocaba - SP,SP
2023,DCA-Anexo I-D,DI3.1.91.13.99.00,3.1.91.13.99 - Outras Obrigações Patronais - Intraorçamentária,Inscrição de Restos a Pagar Não Processados,780633.54,Prefeitura Municipal de Sorocaba - SP,SP
2023,DCA-Anexo I-D,DI3.1.91.13.99.00,3.1.91.13.99 - Outras Obrigações Patronais - Intraorçamentária,Inscrição de Restos a Pagar Processados,5552929.37,Prefeitura Municipal de Sorocaba - SP,SP
2023,DCA-Anexo I-D,DO3.2.00.00.00.00,3.2.00.00.00 - Juros e Encargos da Dívida,Despesas Empenhadas,30669752.1,Prefeitura Municipal de Sorocaba - SP,SP
2023,DCA-Anexo I-D,DO3.2.00.00.00.00,3.2.00.00.00 - Juros e Encargos da Dívida,Despesas Liquidadas,30669752.1,Prefeitura Municipal de Sorocaba - SP,SP
2023,DCA-Anexo I-D,DO3.2.00.00.00.00,3.2.00.00.00 - Juros e Encargos da Dívida,Despesas Pagas,30669752.1,Prefeitura Municipal de Sorocaba - SP,SP
2023,DCA-Anexo I-D,DO3.2.90.00.00.00,3.2.90.00.00 - Aplicações Diretas,Despesas Empenhadas,30669752.1,Prefeitura Municipal de Sorocaba - SP,SP
2023,DCA-Anexo I-D,DO3.2.90.00.00.00,3.2.90.00.00 - Aplicações Diretas,Despesas Liquidadas,30669752.1,Prefeitura Municipal de Sorocaba - SP,SP
2023,DCA-Anexo I-D,DO3.2.90.00.00.00,3.2.90.00.00 - Aplicações Diretas,Despesas Pagas,30669752.1,Prefeitura Municipal de Sorocaba - SP,SP
2023,DCA-Anexo I-D,DO3.2.90.21.00.00,3.2.90.21.00 - Juros sobre a Dívida por Contrato,Despesas Empenhadas,30047673.68,Prefeitura Municipal de Sorocaba - SP,SP
2023,DCA-Anexo I-D,DO3.2.90.21.00.00,3.2.90.21.00 - Juros sobre a Dívida por Contrato,Despesas Liquidadas,30047673.68,Prefeitura Municipal de Sorocaba - SP,SP
2023,DCA-Anexo I-D,DO3.2.90.21.00.00,3.2.90.21.00 - Juros sobre a Dívida por Contrato,Despesas Pagas,30047673.68,Prefeitura Municipal de Sorocaba - SP,SP
2023,DCA-Anexo I-D,DO3.2.90.22.00.00,3.2.90.22.00 - Outros Encargos sobre a Dívida por Contrato,Despesas Empenhadas,622078.42,Prefeitura Municipal de Sorocaba - SP,SP
2023,DCA-Anexo I-D,DO3.2.90.22.00.00,3.2.90.22.00 - Outros Encargos sobre a Dívida por Contrato,Despesas Liquidadas,622078.42,Prefeitura Municipal de Sorocaba - SP,SP
2023,DCA-Anexo I-D,DO3.2.90.22.00.00,3.2.90.22.00 - Outros Encargos sobre a Dívida por Contrato,Despesas Pagas,622078.42,Prefeitura Municipal de Sorocaba - SP,SP
2023,DCA-Anexo I-D,DO3.3.00.00.00.00,3.3.00.00.00 - Outras Despesas Correntes,Despesas Empenhadas,2150950994.26,Prefeitura Municipal de Sorocaba - SP,SP
2023,DCA-Anexo I-D,DO3.3.00.00.00.00,3.3.00.00.00 - Outras Despesas Correntes,Despesas Liquidadas,2064792153.95,Prefeitura Municipal de Sorocaba - SP,SP
2023,DCA-Anexo I-D,DO3.3.00.00.00.00,3.3.00.00.00 - Outras Despesas Correntes,Despesas Pagas,2039361075.14,Prefeitura Municipal de Sorocaba - SP,SP
2023,DCA-Anexo I-D,DO3.3.00.00.00.00,3.3.00.00.00 - Outras Despesas Correntes,Inscrição de Restos a Pagar Não Processados,86158840.31,Prefeitura Municipal de Sorocaba - SP,SP
2023,DCA-Anexo I-D,DO3.3.00.00.00.00,3.3.00.00.00 - Outras Despesas Correntes,Inscrição de Restos a Pagar Processados,25431078.81,Prefeitura Municipal de Sorocaba - SP,SP
2023,DCA-Anexo I-D,DO3.3.50.00.00.00,3.3.50.00.00 - Transferências a Instituições Privadas sem Fins Lucrativos,Despesas Empenhadas,503041975.68,Prefeitura Municipal de Sorocaba - SP,SP
2023,DCA-Anexo I-D,DO3.3.50.00.00.00,3.3.50.00.00 - Transferências a Instituições Privadas sem Fins Lucrativos,Despesas Liquidadas,484338183.35,Prefeitura Municipal de Sorocaba - SP,SP
2023,DCA-Anexo I-D,DO3.3.50.00.00.00,3.3.50.00.00 - Transferências a Instituições Privadas sem Fins Lucrativos,Despesas Pagas,481278748.87,Prefeitura Municipal de Sorocaba - SP,SP
2023,DCA-Anexo I-D,DO3.3.50.00.00.00,3.3.50.00.00 - Transferências a Instituições Privadas sem Fins Lucrativos,Inscrição de Restos a Pagar Não Processados,18703792.33,Prefeitura Municipal de Sorocaba - SP,SP
2023,DCA-Anexo I-D,DO3.3.50.00.00.00,3.3.50.00.00 - Transferências a Instituições Privadas sem Fins Lucrativos,Inscrição de Restos a Pagar Processados,3059434.48,Prefeitura Municipal de Sorocaba - SP,SP
2023,DCA-Anexo I-D,DO3.3.90.00.00.00,3.3.90.00.00 - Aplicações Diretas,Despesas Empenhadas,1647698396.57,Prefeitura Municipal de Sorocaba - SP,SP
2023,DCA-Anexo I-D,DO3.3.90.00.00.00,3.3.90.00.00 - Aplicações Diretas,Despesas Liquidadas,1580281068.07,Prefeitura Municipal de Sorocaba - SP,SP
2023,DCA-Anexo I-D,DO3.3.90.00.00.00,3.3.90.00.00 - Aplicações Diretas,Despesas Pagas,1557909423.74,Prefeitura Municipal de Sorocaba - SP,SP
2023,DCA-Anexo I-D,DO3.3.90.00.00.00,3.3.90.00.00 - Aplicações Diretas,Inscrição de Restos a Pagar Não Processados,67417328.5,Prefeitura Municipal de Sorocaba - SP,SP
2023,DCA-Anexo I-D,DO3.3.90.00.00.00,3.3.90.00.00 - Aplicações Diretas,Inscrição de Restos a Pagar Processados,22371644.33,Prefeitura Municipal de Sorocaba - SP,SP
2023,DCA-Anexo I-D,DO3.3.90.18.00.00,3.3.90.18.00 - Auxílio Financeiro a Estudantes,Despesas Empenhadas,40882.46,Prefeitura Municipal de Sorocaba - SP,SP
2023,DCA-Anexo I-D,DO3.3.90.18.00.00,3.3.90.18.00 - Auxílio Financeiro a Estudantes,Despesas Liquidadas,40882.46,Prefeitura Municipal de Sorocaba - SP,SP
2023,DCA-Anexo I-D,DO3.3.90.18.00.00,3.3.90.18.00 - Auxílio Financeiro a Estudantes,Despesas Pagas,40882.46,Prefeitura Municipal de Sorocaba - SP,SP
2023,DCA-Anexo I-D,DO3.3.90.30.00.00,3.3.90.30.00 - Material de Consumo,Despesas Empenhadas,109976669.26,Prefeitura Municipal de Sorocaba - SP,SP
