exercicio,anexo,cod_conta,conta,coluna,valor,instituicao,uf
2020,DCA-Anexo I-E,TotalDespesas,17.512 - Saneamento Básico Urbano,Despesas Pagas,399989976.02,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-E,TotalDespesas,18 - Gestão Ambiental,Despesas Pagas,24117251.18,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-E,TotalDespesas,18.541 - Preservação e Conservação Ambiental,Despesas Pagas,24109386.09,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-E,TotalDespesas,18.542 - Controle Ambiental,Despesas Pagas,7865.09,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-E,TotalDespesas,19 - Ciência e Tecnologia,Despesas Pagas,6855832.4,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-E,TotalDespesas,19.122 - Administração Geral,Despesas Pagas,6855832.4,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-E,TotalDespesas,20 - Agricultura,Despesas Pagas,105810.6,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-E,TotalDespesas,20.122 - Administração Geral,Despesas Pagas,105810.6,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-E,TotalDespesas,23 - Comércio e Serviços,Despesas Pagas,5793207.65,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-E,TotalDespesas,23.691 - Promoção Comercial,Despesas Pagas,399093.21,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-E,TotalDespesas,23.122 - Administração Geral,Despesas Pagas,5394114.44,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-E,TotalDespesas,24 - Comunicações,Despesas Pagas,2952984,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-E,TotalDespesas,FU24 - Demais Subfunções,Despesas Pagas,2952984,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-E,TotalDespesas,26 - Transporte,Despesas Pagas,98040334.58,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-E,TotalDespesas,FU26 - Demais Subfunções,Despesas Pagas,98040334.58,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-E,TotalDespesas,27 - Desporto e Lazer,Despesas Pagas,9825515.25,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-E,TotalDespesas,27.812 - Desporto Comunitário,Despesas Pagas,9825515.25,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-E,TotalDespesas,Despesas Intraorçamentárias,Despesas Pagas,160871008.84,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-E,TotalDespesas,Despesas Exceto Intraorçamentárias,Inscrição de Restos a Pagar Não Processados,97912810.47,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-E,TotalDespesas,01 - Legislativa,Inscrição de Restos a Pagar Não Processados,129646.44,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-E,TotalDespesas,01.031 - Ação Legislativa,Inscrição de Restos a Pagar Não Processados,129646.44,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-E,TotalDespesas,03 - Essencial à Justiça,Inscrição de Restos a Pagar Não Processados,55957.79,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-E,TotalDespesas,03.092 - Representação Judicial e Extrajudicial,Inscrição de Restos a Pagar Não Processados,55957.79,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-E,TotalDespesas,04 - Administração,Inscrição de Restos a Pagar Não Processados,5710639.7,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-E,TotalDespesas,04.122 - Administração Geral,Inscrição de Restos a Pagar Não Processados,2151651.63,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-E,TotalDespesas,04.123 - Administração Financeira,Inscrição de Restos a Pagar Não Processados,460131.14,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-E,TotalDespesas,04.124 - Controle Interno,Inscrição de Restos a Pagar Não Processados,7962.67,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-E,TotalDespesas,04.126 - Tecnologia da Informação,Inscrição de Restos a Pagar Não Processados,748248.73,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-E,TotalDespesas,04.128 - Formação de Recursos Humanos,Inscrição de Restos a Pagar Não Processados,378192.92,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-E,TotalDespesas,FU04 - Demais Subfunções,Inscrição de Restos a Pagar Não Processados,1964452.61,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-E,TotalDespesas,06 - Segurança Pública,Inscrição de Restos a Pagar Não Processados,463735.44,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-E,TotalDespesas,06.181 - Policiamento,Inscrição de Restos a Pagar Não Processados,463735.44,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-E,TotalDespesas,08 - Assistência Social,Inscrição de Restos a Pagar Não Processados,1391019.41,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-E,TotalDespesas,08.242 - Assistência ao Portador de Deficiência,Inscrição de Restos a Pagar Não Processados,6449.7,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-E,TotalDespesas,08.243 - Assistência à Criança e ao Adolescente,Inscrição de Restos a Pagar Não Processados,170752.69,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-E,TotalDespesas,08.244 - Assistência Comunitária,Inscrição de Restos a Pagar Não Processados,1213817.02,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-E,TotalDespesas,09 - Previdência Social,Inscrição de Restos a Pagar Não Processados,45846,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-E,TotalDespesas,09.122 - Administração Geral,Inscrição de Restos a Pagar Não Processados,45846,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-E,TotalDespesas,10 - Saúde,Inscrição de Restos a Pagar Não Processados,36422343.45,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-E,TotalDespesas,10.301 - Atenção Básica,Inscrição de Restos a Pagar Não Processados,14626772.76,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-E,TotalDespesas,10.302 - Assistência Hospitalar e Ambulatorial,Inscrição de Restos a Pagar Não Processados,18999092.66,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-E,TotalDespesas,10.303 - Suporte Profilático e Terapêutico,Inscrição de Restos a Pagar Não Processados,2197569.73,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-E,TotalDespesas,10.305 - Vigilância Epidemiológica,Inscrição de Restos a Pagar Não Processados,598908.3,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-E,TotalDespesas,12 - Educação,Inscrição de Restos a Pagar Não Processados,4088844.34,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-E,TotalDespesas,12.361 - Ensino Fundamental,Inscrição de Restos a Pagar Não Processados,1505792.93,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-E,TotalDespesas,12.365 - Educação Infantil,Inscrição de Restos a Pagar Não Processados,2048025.38,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-E,TotalDespesas,12.122 - Administração Geral,Inscrição de Restos a Pagar Não Processados,155000,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-E,TotalDespesas,FU12 - Demais Subfunções,Inscrição de Restos a Pagar Não Processados,380026.03,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-E,TotalDespesas,13 - Cultura,Inscrição de Restos a Pagar Não Processados,555843.24,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-E,TotalDespesas,"13.391 - Patrimônio Histórico, Artístico e Arqueológico",Inscrição de Restos a Pagar Não Processados,55221.09,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-E,TotalDespesas,13.392 - Difusão Cultural,Inscrição de Restos a Pagar Não Processados,500622.15,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-E,TotalDespesas,14 - Direitos da Cidadania,Inscrição de Restos a Pagar Não Processados,171403.12,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-E,TotalDespesas,"14.422 - Direitos Individuais, Coletivos e Difusos",Inscrição de Restos a Pagar Não Processados,171403.12,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-E,TotalDespesas,15 - Urbanismo,Inscrição de Restos a Pagar Não Processados,8144500.93,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-E,TotalDespesas,15.451 - Infraestrutura Urbana,Inscrição de Restos a Pagar Não Processados,453335.36,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-E,TotalDespesas,15.452 - Serviços Urbanos,Inscrição de Restos a Pagar Não Processados,4505283.35,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-E,TotalDespesas,15.453 - Transportes Coletivos Urbanos,Inscrição de Restos a Pagar Não Processados,3168005.54,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-E,TotalDespesas,15.122 - Administração Geral,Inscrição de Restos a Pagar Não Processados,17876.68,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-E,TotalDespesas,16 - Habitação,Inscrição de Restos a Pagar Não Processados,25192.64,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-E,TotalDespesas,16.482 - Habitação Urbana,Inscrição de Restos a Pagar Não Processados,7319.6,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-E,TotalDespesas,16.122 - Administração Geral,Inscrição de Restos a Pagar Não Processados,17873.04,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-E,TotalDespesas,17 - Saneamento,Inscrição de Restos a Pagar Não Processados,37456334.19,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-E,TotalDespesas,17.512 - Saneamento Básico Urbano,Inscrição de Restos a Pagar Não Processados,37456334.19,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-E,TotalDespesas,18 - Gestão Ambiental,Inscrição de Restos a Pagar Não Processados,2174014.23,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-E,TotalDespesas,18.541 - Preservação e Conservação Ambiental,Inscrição de Restos a Pagar Não Processados,2174014.23,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-E,TotalDespesas,19 - Ciência e Tecnologia,Inscrição de Restos a Pagar Não Processados,88181.76,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-E,TotalDespesas,19.122 - Administração Geral,Inscrição de Restos a Pagar Não Processados,88181.76,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-E,TotalDespesas,20 - Agricultura,Inscrição de Restos a Pagar Não Processados,65258.29,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-E,TotalDespesas,20.122 - Administração Geral,Inscrição de Restos a Pagar Não Processados,65258.29,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-E,TotalDespesas,23 - Comércio e Serviços,Inscrição de Restos a Pagar Não Processados,176488.26,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-E,TotalDespesas,23.691 - Promoção Comercial,Inscrição de Restos a Pagar Não Processados,148230.5,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-E,TotalDespesas,23.122 - Administração Geral,Inscrição de Restos a Pagar Não Processados,28257.76,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-E,TotalDespesas,24 - Comunicações,Inscrição de Restos a Pagar Não Processados,190820.1,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-E,TotalDespesas,FU24 - Demais Subfunções,Inscrição de Restos a Pagar Não Processados,190820.1,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-E,TotalDespesas,26 - Transporte,Inscrição de Restos a Pagar Não Processados,85237.11,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-E,TotalDespesas,FU26 - Demais Subfunções,Inscrição de Restos a Pagar Não Processados,85237.11,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-E,TotalDespesas,27 - Desporto e Lazer,Inscrição de Restos a Pagar Não Processados,471504.03,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-E,TotalDespesas,27.812 - Desporto Comunitário,Inscrição de Restos a Pagar Não Processados,471504.03,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-E,TotalDespesas,Despesas Intraorçamentárias,Inscrição de Restos a Pagar Não Processados,483140.75,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-E,TotalDespesas,Despesas Exceto Intraorçamentárias,Inscrição de Restos a Pagar Processados,6458124.23,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-E,TotalDespesas,01 - Legislativa,Inscrição de Restos a Pagar Processados,444850.11,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-E,TotalDespesas,01.031 - Ação Legislativa,Inscrição de Restos a Pagar Processados,444850.11,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-E,TotalDespesas,03 - Essencial à Justiça,Inscrição de Restos a Pagar Processados,7488.88,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-E,TotalDespesas,03.092 - Representação Judicial e Extrajudicial,Inscrição de Restos a Pagar Processados,7488.88,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-E,TotalDespesas,04 - Administração,Inscrição de Restos a Pagar Processados,1236518.85,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-E,TotalDespesas,04.122 - Administração Geral,Inscrição de Restos a Pagar Processados,1228142.45,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-E,TotalDespesas,04.123 - Administração Financeira,Inscrição de Restos a Pagar Processados,1908.67,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-E,TotalDespesas,04.128 - Formação de Recursos Humanos,Inscrição de Restos a Pagar Processados,6467.73,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-E,TotalDespesas,06 - Segurança Pública,Inscrição de Restos a Pagar Processados,6467.74,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-E,TotalDespesas,06.181 - Policiamento,Inscrição de Restos a Pagar Processados,6467.74,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-E,TotalDespesas,08 - Assistência Social,Inscrição de Restos a Pagar Processados,184327.48,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-E,TotalDespesas,08.244 - Assistência Comunitária,Inscrição de Restos a Pagar Processados,184327.48,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-E,TotalDespesas,09 - Previdência Social,Inscrição de Restos a Pagar Processados,1498800.09,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-E,TotalDespesas,09.272 - Previdência do Regime Estatutário,Inscrição de Restos a Pagar Processados,1450370.88,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-E,TotalDespesas,09.122 - Administração Geral,Inscrição de Restos a Pagar Processados,48429.21,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-E,TotalDespesas,10 - Saúde,Inscrição de Restos a Pagar Processados,143716.54,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-E,TotalDespesas,10.301 - Atenção Básica,Inscrição de Restos a Pagar Processados,140211.36,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-E,TotalDespesas,10.302 - Assistência Hospitalar e Ambulatorial,Inscrição de Restos a Pagar Processados,3505.18,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-E,TotalDespesas,12 - Educação,Inscrição de Restos a Pagar Processados,724106.87,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-E,TotalDespesas,12.361 - Ensino Fundamental,Inscrição de Restos a Pagar Processados,414604.11,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-E,TotalDespesas,12.365 - Educação Infantil,Inscrição de Restos a Pagar Processados,303035.02,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-E,TotalDespesas,12.122 - Administração Geral,Inscrição de Restos a Pagar Processados,6467.74,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-E,TotalDespesas,13 - Cultura,Inscrição de Restos a Pagar Processados,6467.74,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-E,TotalDespesas,13.392 - Difusão Cultural,Inscrição de Restos a Pagar Processados,6467.74,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-E,TotalDespesas,15 - Urbanismo,Inscrição de Restos a Pagar Processados,768211.32,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-E,TotalDespesas,15.453 - Transportes Coletivos Urbanos,Inscrição de Restos a Pagar Processados,752730.97,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-E,TotalDespesas,15.122 - Administração Geral,Inscrição de Restos a Pagar Processados,15480.35,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-E,TotalDespesas,16 - Habitação,Inscrição de Restos a Pagar Processados,4081.9,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-E,TotalDespesas,16.122 - Administração Geral,Inscrição de Restos a Pagar Processados,4081.9,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-E,TotalDespesas,17 - Saneamento,Inscrição de Restos a Pagar Processados,1387803.06,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-E,TotalDespesas,17.512 - Saneamento Básico Urbano,Inscrição de Restos a Pagar Processados,1387803.06,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-E,TotalDespesas,18 - Gestão Ambiental,Inscrição de Restos a Pagar Processados,11323.09,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-E,TotalDespesas,18.541 - Preservação e Conservação Ambiental,Inscrição de Restos a Pagar Processados,11323.09,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-E,TotalDespesas,23 - Comércio e Serviços,Inscrição de Restos a Pagar Processados,9461.13,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-E,TotalDespesas,23.122 - Administração Geral,Inscrição de Restos a Pagar Processados,9461.13,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-E,TotalDespesas,24 - Comunicações,Inscrição de Restos a Pagar Processados,17341.94,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-E,TotalDespesas,FU24 - Demais Subfunções,Inscrição de Restos a Pagar Processados,17341.94,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-E,TotalDespesas,27 - Desporto e Lazer,Inscrição de Restos a Pagar Processados,7157.49,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-E,TotalDespesas,27.812 - Desporto Comunitário,Inscrição de Restos a Pagar Processados,7157.49,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-E,TotalDespesas,Despesas Intraorçamentárias,Inscrição de Restos a Pagar Processados,7661933.31,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-F,TotalDespesas,Total Despesas,Restos a Pagar Não Processados Inscritos em Exercícios Anteriores,81549425.24,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-F,TotalDespesas,Total Despesas,Restos a Pagar Não Processados Inscritos em 31 de Dezembro do Exercício Anterior,98395951.22,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-F,TotalDespesas,Total Despesas,Restos a Pagar Não Processados Liquidados,60407558.94,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-F,TotalDespesas,Total Despesas,Restos a Pagar Não Processados Pagos,60407453.94,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-F,TotalDespesas,Total Despesas,Restos a Pagar Não Processados Cancelados,10893770.41,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-F,TotalDespesas,Total Despesas,Restos a Pagar Processados Inscritos em Exercícios Anteriores,22612375.13,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-F,TotalDespesas,Total Despesas,Restos a Pagar Processados Inscritos em 31 de Dezembro do Exercício Anterior,14120057.54,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-F,TotalDespesas,Total Despesas,Restos a Pagar Processados Pagos,22598565.67,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-F,TotalDespesas,Total Despesas,Restos a Pagar Processados Cancelados,13760.62,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-F,DO3.0.00.00.00.00,3.0.00.00.00 - Despesas Correntes,Restos a Pagar Não Processados Inscritos em Exercícios Anteriores,49104599.51,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-F,DO3.0.00.00.00.00,3.0.00.00.00 - Despesas Correntes,Restos a Pagar Não Processados Inscritos em 31 de Dezembro do Exercício Anterior,88343215.64,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-F,DO3.0.00.00.00.00,3.0.00.00.00 - Despesas Correntes,Restos a Pagar Não Processados Liquidados,41703906.79,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-F,DO3.0.00.00.00.00,3.0.00.00.00 - Despesas Correntes,Restos a Pagar Não Processados Pagos,41703801.79,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-F,DO3.0.00.00.00.00,3.0.00.00.00 - Despesas Correntes,Restos a Pagar Não Processados Cancelados,2000370.61,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-F,DO3.0.00.00.00.00,3.0.00.00.00 - Despesas Correntes,Restos a Pagar Processados Inscritos em Exercícios Anteriores,17623797.41,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-F,DO3.0.00.00.00.00,3.0.00.00.00 - Despesas Correntes,Restos a Pagar Processados Inscritos em 31 de Dezembro do Exercício Anterior,13509158.54,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-F,DO3.0.00.00.00.00,3.0.00.00.00 - Despesas Correntes,Restos a Pagar Processados Pagos,17609987.95,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-F,DO3.0.00.00.00.00,3.0.00.00.00 - Despesas Correntes,Restos a Pagar Processados Cancelados,13760.62,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-F,DO3.1.00.00.00.00,3.1.00.00.00 - Pessoal e Encargos Sociais,Restos a Pagar Não Processados Inscritos em Exercícios Anteriores,254671.79,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-F,DO3.1.00.00.00.00,3.1.00.00.00 - Pessoal e Encargos Sociais,Restos a Pagar Não Processados Inscritos em 31 de Dezembro do Exercício Anterior,257145.35,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-F,DO3.1.00.00.00.00,3.1.00.00.00 - Pessoal e Encargos Sociais,Restos a Pagar Não Processados Liquidados,254671.79,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-F,DO3.1.00.00.00.00,3.1.00.00.00 - Pessoal e Encargos Sociais,Restos a Pagar Não Processados Pagos,254671.79,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-F,DO3.1.00.00.00.00,3.1.00.00.00 - Pessoal e Encargos Sociais,Restos a Pagar Processados Inscritos em Exercícios Anteriores,9727020.65,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-F,DO3.1.00.00.00.00,3.1.00.00.00 - Pessoal e Encargos Sociais,Restos a Pagar Processados Inscritos em 31 de Dezembro do Exercício Anterior,10932307.02,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-F,DO3.1.00.00.00.00,3.1.00.00.00 - Pessoal e Encargos Sociais,Restos a Pagar Processados Pagos,9722956.16,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-F,DO3.1.00.00.00.00,3.1.00.00.00 - Pessoal e Encargos Sociais,Restos a Pagar Processados Cancelados,4015.65,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-F,DO3.1.90.00.00.00,3.1.90.00.00 - Aplicações Diretas,Restos a Pagar Não Processados Inscritos em Exercícios Anteriores,20186.06,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-F,DO3.1.90.00.00.00,3.1.90.00.00 - Aplicações Diretas,Restos a Pagar Não Processados Inscritos em 31 de Dezembro do Exercício Anterior,3165.51,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-F,DO3.1.90.00.00.00,3.1.90.00.00 - Aplicações Diretas,Restos a Pagar Não Processados Liquidados,20186.06,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-F,DO3.1.90.00.00.00,3.1.90.00.00 - Aplicações Diretas,Restos a Pagar Não Processados Pagos,20186.06,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-F,DO3.1.90.00.00.00,3.1.90.00.00 - Aplicações Diretas,Restos a Pagar Processados Inscritos em Exercícios Anteriores,2114048.22,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-F,DO3.1.90.00.00.00,3.1.90.00.00 - Aplicações Diretas,Restos a Pagar Processados Inscritos em 31 de Dezembro do Exercício Anterior,3270373.71,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-F,DO3.1.90.00.00.00,3.1.90.00.00 - Aplicações Diretas,Restos a Pagar Processados Pagos,2112702.09,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-F,DO3.1.90.00.00.00,3.1.90.00.00 - Aplicações Diretas,Restos a Pagar Processados Cancelados,1297.29,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-F,DO3.1.90.11.00.00,3.1.90.11.00 - Vencimentos e Vantagens Fixas - Pessoal Civil,Restos a Pagar Processados Inscritos em Exercícios Anteriores,8491.31,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-F,DO3.1.90.11.00.00,3.1.90.11.00 - Vencimentos e Vantagens Fixas - Pessoal Civil,Restos a Pagar Processados Inscritos em 31 de Dezembro do Exercício Anterior,341188.17,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-F,DO3.1.90.11.00.00,3.1.90.11.00 - Vencimentos e Vantagens Fixas - Pessoal Civil,Restos a Pagar Processados Pagos,7194.02,Prefeitura Municipal de Sorocaba - SP,SP
2020,DCA-Anexo I-F,DO3.1.90.11.00.00,3.1.90.11.00 - Vencimentos e Vantagens Fixas - Pessoal Civil,Restos a Pagar Processados Cancelados,1297.29,Prefeitura Municipal de Sorocaba - SP,SP
